liaison_id	acte_id	act_number	register	folio_norm	image_id	image_order	zone_id	class_id	class_name	role	zone_order_in_image	zone_order_global	abs_x	abs_y	abs_w	abs_h	statut_zone	statut_structure
69	10466.0	34	JJ119	25r	55	5	81.0	2.0	AF	AF	48.0	5.0	0.0	48.0	4165.0	2694.0	valide	valide_AI_AM_AF
70	10467.0	35	JJ119	27r	55	1	82.0	1.0	AI	AI	2735.0	1.0	0.0	2735.0	4409.0	1973.0	valide	valide_AI_AM_AF
71	10467.0	35	JJ119	27r	56	2	83.0	2.0	AF	AF	178.0	2.0	366.0	178.0	3769.0	2255.0	valide	valide_AI_AM_AF
72	10468.0	36	JJ119	27v	56	1	84.0	1.0	AI	AI	2431.0	1.0	389.0	2431.0	3744.0	2342.0	valide	valide_AI_AM_AF
73	10468.0	36	JJ119	27v	57	2	85.0	2.0	AF	AF	91.0	2.0	0.0	91.0	4388.0	1653.0	valide	valide_AI_AM_AF
74	10469.0	37	JJ119	28r	57	1	86.0	0.0	AC	AC	1746.0	1.0	0.0	1746.0	4205.0	3012.0	valide	
75	10470.0	38	JJ119	28v	58	1	87.0	0.0	AC	AC	193.0	1.0	313.0	193.0	3822.0	3487.0	valide	
76	10471.0	39	JJ119	28v	58	1	88.0	1.0	AI	AI	3687.0	1.0	324.0	3687.0	3809.0	1057.0	valide	valide_AI_AM_AF
77	10471.0	39	JJ119	28v	59	2	89.0	2.0	AF	AF	65.0	2.0	0.0	65.0	3997.0	2611.0	valide	valide_AI_AM_AF
78	10472.0	40	JJ119	29r	59	1	90.0	1.0	AI	AI	2671.0	1.0	0.0	2671.0	4427.0	2046.0	valide	valide_AI_AM_AF
79	10472.0	40	JJ119	29r	60	2	91.0	2.0	AF	AF	181.0	2.0	420.0	181.0	3716.0	960.0	valide	valide_AI_AM_AF
80	10473.0	41	JJ119	29v	60	1	92.0	1.0	AI	AI	1139.0	1.0	426.0	1139.0	3706.0	3725.0	valide	valide_AI_AM_AF
81	10473.0	41	JJ119	29v	61	2	93.0	3.0	AM	AM	61.0	2.0	0.0	61.0	4024.0	4741.0	valide	valide_AI_AM_AF
82	10473.0	41	JJ119	29v	62	3	94.0	2.0	AF	AF	171.0	3.0	357.0	171.0	3776.0	4717.0	valide	valide_AI_AM_AF
83	10474.0	42	JJ119	31r	63	1	95.0	1.0	AI	AI	131.0	1.0	0.0	131.0	4095.0	4638.0	valide	valide_AI_AM_AF
84	10474.0	42	JJ119	31r	64	2	96.0	3.0	AM	AM	183.0	2.0	353.0	183.0	3781.0	4693.0	valide	valide_AI_AM_AF
85	10474.0	42	JJ119	31r	65	3	97.0	3.0	AM	AM	107.0	3.0	1.0	107.0	3846.0	4696.0	valide	valide_AI_AM_AF
86	10474.0	42	JJ119	31r	66	4	98.0	2.0	AF	AF	168.0	4.0	337.0	168.0	3799.0	1456.0	valide	valide_AI_AM_AF
87	10475.0	43	JJ119	32v	66	1	99.0	0.0	AC	AC	1622.0	1.0	376.0	1622.0	3756.0	3237.0	valide	
88	10476.0	44	JJ119	33r	67	1	100.0	0.0	AC	AC	103.0	1.0	0.0	103.0	3958.0	3187.0	valide	
89	10477.0	45	JJ119	33r	67	1	101.0	1.0	AI	AI	3272.0	1.0	0.0	3272.0	3958.0	1439.0	valide	valide_AI_AM_AF
90	10477.0	45	JJ119	33r	68	2	102.0	2.0	AF	AF	150.0	2.0	66.0	150.0	4066.0	3071.0	valide	valide_AI_AM_AF
91	10478.0	46	JJ119	33v	68	1	103.0	1.0	AI	AI	3211.0	1.0	209.0	3211.0	3925.0	1598.0	valide	valide_AI_AM_AF
92	10478.0	46	JJ119	33v	69	2	104.0	2.0	AF	AF	70.0	2.0	0.0	70.0	4211.0	2557.0	valide	valide_AI_AM_AF
93	10479.0	47	JJ119	34r	69	1	105.0	1.0	AI	AI	2622.0	1.0	0.0	2622.0	3918.0	2101.0	valide	valide_AI_AM_AF
94	10479.0	47	JJ119	34r	70	2	106.0	2.0	AF	AF	182.0	2.0	0.0	182.0	4130.0	2556.0	valide	valide_AI_AM_AF
95	10480.0	48	JJ119	34v	70	1	107.0	1.0	AI	AI	2742.0	1.0	489.0	2742.0	3640.0	2131.0	valide	valide_AI_AM_AF
96	10480.0	48	JJ119	34v	71	2	108.0	3.0	AM	AM	101.0	2.0	0.0	101.0	3853.0	4695.0	valide	valide_AI_AM_AF
97	10480.0	48	JJ119	34v	72	3	109.0	2.0	AF	AF	159.0	3.0	295.0	159.0	3838.0	4720.0	valide	valide_AI_AM_AF
98	10481.0	49	JJ119	36r	73	1	110.0	0.0	AC	AC	108.0	1.0	18.0	108.0	4001.0	3724.0	valide	
99	10482.0	50	JJ119	36r	73	1	111.0	1.0	AI	AI	3829.0	1.0	0.0	3829.0	4022.0	892.0	valide	valide_AI_AM_AF
100	10482.0	50	JJ119	36r	74	2	112.0	3.0	AM	AM	143.0	2.0	290.0	143.0	3843.0	4689.0	valide	valide_AI_AM_AF
101	10482.0	50	JJ119	36r	75	3	113.0	2.0	AF	AF	102.0	3.0	0.0	102.0	3935.0	4641.0	valide	valide_AI_AM_AF
102	10483.0	51	JJ119	37v	76	1	114.0	0.0	AC	AC	180.0	1.0	9.0	180.0	4125.0	2670.0	valide	
103	10484.0	52	JJ119	37v	76	1	115.0	1.0	AI	AI	2844.0	1.0	256.0	2844.0	3876.0	2010.0	valide	valide_AI_AM_AF
104	10484.0	52	JJ119	37v	77	2	116.0	2.0	AF	AF	95.0	2.0	0.0	95.0	3870.0	2339.0	valide	valide_AI_AM_AF
105	10485.0	53	JJ119	38r	77	1	117.0	1.0	AI	AI	2432.0	1.0	2.0	2432.0	3836.0	2269.0	valide	valide_AI_AM_AF
106	10485.0	53	JJ119	38r	78	2	118.0	2.0	AF	AF	194.0	2.0	61.0	194.0	4072.0	1118.0	valide	valide_AI_AM_AF
107	10486.0	54	JJ119	38v	78	1	119.0	0.0	AC	AC	1306.0	1.0	229.0	1306.0	3903.0	3535.0	valide	
108	10487.0	55	JJ119	39r	79	1	120.0	1.0	AI	AI	101.0	1.0	2.0	101.0	3824.0	4623.0	valide	valide_AI_AM_AF
109	10487.0	55	JJ119	39r	80	2	121.0	2.0	AF	AF	187.0	2.0	538.0	187.0	3596.0	4656.0	valide	valide_AI_AM_AF
110	10488.0	56	JJ119	40r	81	1	122.0	1.0	AI	AI	118.0	1.0	0.0	118.0	3849.0	4607.0	valide	valide_AI_AM_AF
111	10488.0	56	JJ119	40r	82	2	123.0	2.0	AF	AF	192.0	2.0	109.0	192.0	4023.0	2275.0	valide	valide_AI_AM_AF
112	10489.0	57	JJ119	40v	82	1	124.0	1.0	AI	AI	2465.0	1.0	280.0	2465.0	3853.0	2324.0	valide	valide_AI_AM_AF
113	10489.0	57	JJ119	40v	83	2	125.0	2.0	AF	AF	54.0	2.0	0.0	54.0	4328.0	1202.0	valide	valide_AI_AM_AF
114	10490.0	58	JJ119	41r	83	1	126.0	0.0	AC	AC	1254.0	1.0	1.0	1254.0	3872.0	3492.0	valide	
115	10491.0	59	JJ119	41v	84	1	127.0	1.0	AI	AI	662.0	1.0	566.0	662.0	3563.0	4200.0	valide	valide_AI_AM_AF
116	10491.0	59	JJ119	41v	85	2	128.0	2.0	AF	AF	83.0	2.0	0.0	83.0	3883.0	2181.0	valide	valide_AI_AM_AF
117	10492.0	60	JJ119	42r	85	1	129.0	1.0	AI	AI	2259.0	1.0	2.0	2259.0	3839.0	2434.0	valide	valide_AI_AM_AF
118	10492.0	60	JJ119	42r	86	2	130.0	2.0	AF	AF	156.0	2.0	53.0	156.0	4080.0	3832.0	valide	valide_AI_AM_AF
119	10493.0	61	JJ119	42v	86	1	131.0	1.0	AI	AI	3971.0	1.0	17.0	3971.0	4112.0	790.0	valide	valide_AI_AM_AF
120	10493.0	61	JJ119	42v	87	2	132.0	2.0	AF	AF	31.0	2.0	2.0	31.0	4287.0	3415.0	valide	valide_AI_AM_AF
121	10494.0	62	JJ119	43r	87	1	133.0	1.0	AI	AI	3437.0	1.0	0.0	3437.0	4390.0	1261.0	valide	valide_AI_AM_AF
122	10494.0	62	JJ119	43r	88	2	134.0	2.0	AF	AF	145.0	2.0	376.0	145.0	3755.0	3430.0	valide	valide_AI_AM_AF
123	10495.0	63	JJ119	43v	88	1	135.0	1.0	AI	AI	3571.0	1.0	360.0	3571.0	3773.0	1184.0	valide	valide_AI_AM_AF
124	10495.0	63	JJ119	43v	89	2	136.0	2.0	AF	AF	16.0	2.0	0.0	16.0	4519.0	2078.0	valide	valide_AI_AM_AF
125	10496.0	64	JJ119	44r	89	1	137.0	1.0	AI	AI	2085.0	1.0	1.0	2085.0	3866.0	2619.0	valide	valide_AI_AM_AF
126	10496.0	64	JJ119	44r	90	2	138.0	2.0	AF	AF	163.0	2.0	378.0	163.0	3756.0	2751.0	valide	valide_AI_AM_AF
127	10497.0	65	JJ119	44v	90	1	139.0	1.0	AI	AI	2915.0	1.0	491.0	2915.0	3642.0	1851.0	valide	valide_AI_AM_AF
128	10497.0	65	JJ119	44v	91	2	140.0	3.0	AM	AM	62.0	2.0	1.0	62.0	3853.0	4654.0	valide	valide_AI_AM_AF
129	10497.0	65	JJ119	44v	92	3	141.0	3.0	AM	AM	143.0	3.0	512.0	143.0	3621.0	4672.0	valide	valide_AI_AM_AF
130	10497.0	65	JJ119	44v	93	4	142.0	3.0	AM	AM	56.0	4.0	2.0	56.0	3849.0	4683.0	valide	valide_AI_AM_AF
131	10497.0	65	JJ119	44v	94	5	143.0	2.0	AF	AF	180.0	5.0	491.0	180.0	3642.0	4632.0	valide	valide_AI_AM_AF
132	10498.0	66	JJ119	47r	95	1	144.0	1.0	AI	AI	109.0	1.0	0.0	109.0	3889.0	4637.0	valide	valide_AI_AM_AF
133	10498.0	66	JJ119	47r	96	2	145.0	2.0	AF	AF	167.0	2.0	134.0	167.0	3997.0	3703.0	valide	valide_AI_AM_AF
134	10499.0	67	JJ119	47v	96	1	146.0	1.0	AI	AI	3871.0	1.0	0.0	3871.0	4135.0	901.0	valide	valide_AI_AM_AF
135	10499.0	67	JJ119	47v	97	2	147.0	3.0	AM	AM	67.0	2.0	3.0	67.0	3851.0	4672.0	valide	valide_AI_AM_AF
136	10499.0	67	JJ119	47v	98	3	148.0	2.0	AF	AF	111.0	3.0	268.0	111.0	3867.0	1871.0	valide	valide_AI_AM_AF
137	10500.0	68	JJ119	48v	98	1	149.0	1.0	AI	AI	1978.0	1.0	528.0	1978.0	3606.0	2875.0	valide	valide_AI_AM_AF
138	10500.0	68	JJ119	48v	99	2	150.0	2.0	AF	AF	28.0	2.0	0.0	28.0	4504.0	2054.0	valide	valide_AI_AM_AF
139	10501.0	69	JJ119	49r	99	1	151.0	0.0	AC	AC	2069.0	1.0	2.0	2069.0	3847.0	2636.0	valide	
140	10502.0	70	JJ119	49v	100	1	152.0	0.0	AC	AC	182.0	1.0	285.0	182.0	3846.0	801.0	valide	
141	10503.0	71	JJ119	49v	100	1	153.0	0.0	AC	AC	980.0	1.0	218.0	980.0	3891.0	2563.0	valide	
142	10504.0	72	JJ119	49v	100	1	154.0	1.0	AI	AI	3549.0	1.0	188.0	3549.0	3946.0	1262.0	valide	valide_AI_AM_AF
143	10504.0	72	JJ119	49v	101	2	155.0	2.0	AF	AF	32.0	2.0	0.0	32.0	4519.0	2800.0	valide	valide_AI_AM_AF
144	10505.0	73	JJ119	50r	101	1	156.0	1.0	AI	AI	2833.0	1.0	5.0	2833.0	3912.0	1865.0	valide	valide_AI_AM_AF
145	10505.0	73	JJ119	50r	102	2	157.0	2.0	AF	AF	178.0	2.0	439.0	178.0	3694.0	2593.0	valide	valide_AI_AM_AF
146	10506.0	74	JJ119	50v	102	1	158.0	1.0	AI	AI	2767.0	1.0	409.0	2767.0	3725.0	2033.0	valide	valide_AI_AM_AF
147	10506.0	74	JJ119	50v	103	2	159.0	2.0	AF	AF	59.0	2.0	4.0	59.0	3892.0	2960.0	valide	valide_AI_AM_AF
148	10507.0	75	JJ119	51r	103	1	160.0	1.0	AI	AI	3007.0	1.0	3.0	3007.0	3973.0	1691.0	valide	valide_AI_AM_AF
149	10507.0	75	JJ119	51r	104	2	161.0	2.0	AF	AF	192.0	2.0	0.0	192.0	4131.0	1494.0	valide	valide_AI_AM_AF
150	10508.0	76	JJ119	51v	104	1	162.0	1.0	AI	AI	1687.0	1.0	457.0	1687.0	3677.0	3185.0	valide	valide_AI_AM_AF
151	10508.0	76	JJ119	51v	105	2	163.0	2.0	AF	AF	45.0	2.0	8.0	45.0	4267.0	1307.0	valide	valide_AI_AM_AF
152	10509.0	77	JJ119	52r	105	1	164.0	0.0	AC	AC	1350.0	1.0	1.0	1350.0	3914.0	2073.0	valide	
153	10510.0	78	JJ119	52r	105	1	165.0	1.0	AI	AI	3415.0	1.0	0.0	3415.0	4281.0	1294.0	valide	valide_AI_AM_AF
154	10510.0	78	JJ119	52r	106	2	166.0	2.0	AF	AF	168.0	2.0	0.0	168.0	4189.0	2080.0	valide	valide_AI_AM_AF
155	10511.0	79	JJ119	52v	106	1	167.0	1.0	AI	AI	2246.0	1.0	0.0	2246.0	4190.0	2537.0	valide	valide_AI_AM_AF
156	10511.0	79	JJ119	52v	107	2	168.0	2.0	AF	AF	52.0	2.0	1.0	52.0	4118.0	1243.0	valide	valide_AI_AM_AF
157	10512.0	80	JJ119	53r	107	1	169.0	0.0	AC	AC	1290.0	1.0	0.0	1290.0	3857.0	2656.0	valide	
158	10513.0	81	JJ119	53r	107	1	170.0	1.0	AI	AI	3939.0	1.0	8.0	3939.0	4449.0	773.0	valide	valide_AI_AM_AF
159	10513.0	81	JJ119	53r	108	2	171.0	2.0	AF	AF	189.0	2.0	0.0	189.0	4189.0	2572.0	valide	valide_AI_AM_AF
160	10514.0	82	JJ119	53v	108	1	172.0	1.0	AI	AI	2759.0	1.0	0.0	2759.0	4189.0	2092.0	valide	valide_AI_AM_AF
161	10514.0	82	JJ119	53v	109	2	173.0	2.0	AF	AF	36.0	2.0	6.0	36.0	4412.0	1157.0	valide	valide_AI_AM_AF
162	10515.0	83	JJ119	54r	109	1	174.0	1.0	AI	AI	1191.0	1.0	1.0	1191.0	3847.0	3574.0	valide	valide_AI_AM_AF
163	10515.0	83	JJ119	54r	110	2	175.0	2.0	AF	AF	181.0	2.0	0.0	181.0	4188.0	985.0	valide	valide_AI_AM_AF
164	10516.0	84	JJ119	54v	110	1	176.0	0.0	AC	AC	1163.0	1.0	0.0	1163.0	4189.0	3682.0	valide	
165	10517.0	85	JJ119	55r	111	1	177.0	1.0	AI	AI	95.0	1.0	0.0	95.0	3871.0	4642.0	valide	valide_AI_AM_AF
166	10517.0	85	JJ119	55r	112	2	178.0	3.0	AM	AM	171.0	2.0	0.0	171.0	4188.0	4697.0	valide	valide_AI_AM_AF
167	10517.0	85	JJ119	55r	113	3	179.0	3.0	AM	AM	73.0	3.0	0.0	73.0	4067.0	4696.0	valide	valide_AI_AM_AF
168	10517.0	85	JJ119	55r	114	4	180.0	3.0	AM	AM	171.0	4.0	0.0	171.0	4189.0	4707.0	valide	valide_AI_AM_AF
169	10517.0	85	JJ119	55r	115	5	181.0	3.0	AM	AM	53.0	5.0	0.0	53.0	3879.0	4654.0	valide	valide_AI_AM_AF
170	10517.0	85	JJ119	55r	116	6	182.0	3.0	AM	AM	170.0	6.0	0.0	170.0	4189.0	4712.0	valide	valide_AI_AM_AF
171	10517.0	85	JJ119	55r	117	7	183.0	3.0	AM	AM	92.0	7.0	0.0	92.0	3876.0	4605.0	valide	valide_AI_AM_AF
172	10517.0	85	JJ119	55r	118	8	184.0	3.0	AM	AM	191.0	8.0	0.0	191.0	4265.0	4678.0	valide	valide_AI_AM_AF
173	10517.0	85	JJ119	55r	119	9	185.0	3.0	AM	AM	114.0	9.0	0.0	114.0	3923.0	4589.0	valide	valide_AI_AM_AF
174	10517.0	85	JJ119	55r	120	10	186.0	2.0	AF	AF	193.0	10.0	0.0	193.0	4264.0	2485.0	valide	valide_AI_AM_AF
175	10518.0	86	JJ119	59v	120	1	187.0	0.0	AC	AC	2678.0	1.0	0.0	2678.0	4265.0	270.0	valide	
176	10519.0	87	JJ119	60r	121	1	188.0	1.0	AI	AI	160.0	1.0	0.0	160.0	3870.0	4532.0	valide	valide_AI_AM_AF
177	10519.0	87	JJ119	60r	122	2	189.0	2.0	AF	AF	62.0	2.0	0.0	62.0	1200.0	697.0	valide	valide_AI_AM_AF
178	10520.0	88	JJ119	60v	122	1	190.0	0.0	AC	AC	757.0	1.0	187.0	757.0	936.0	30.0	valide	
179	10521.0	87bis	JJ119	60v	122	1	191.0	1.0	AI	AI	790.0	1.0	0.0	790.0	1200.0	584.0	valide	valide_AI_AM_AF
180	10521.0	87bis	JJ119	60v	123	2	192.0	2.0	AF	AF	60.0	2.0	0.0	60.0	4435.0	2974.0	valide	valide_AI_AM_AF
181	10522.0	89	JJ119	61r	123	1	193.0	1.0	AI	AI	3024.0	1.0	0.0	3024.0	4553.0	1674.0	valide	valide_AI_AM_AF
182	10522.0	89	JJ119	61r	124	2	194.0	3.0	AM	AM	188.0	2.0	0.0	188.0	4264.0	4692.0	valide	valide_AI_AM_AF
183	10522.0	89	JJ119	61r	125	3	195.0	3.0	AM	AM	102.0	3.0	2.0	102.0	3847.0	4641.0	valide	valide_AI_AM_AF
