zone_id	image_id	volume	folio_sort_key	folio_label	folio_norm	class_id	class_name	abs_x	abs_y	abs_w	abs_h	x_pct	y_pct	w_pct	h_pct	url_image_full	image_filename	image_width_px	image_height_px
18	20	JJ160	20	1v	1v	2	AF	64	3	1134	964	5.36	0.185	94.48	64.21	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vfysuxm4kr2w/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vfysuxm4kr2w/full/1200,/0/default.jpg	1200	1502
19	20	JJ160	20	1v	1v	1	AI	41	965	1159	485	3.395	64.275	96.55	32.27	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vfysuxm4kr2w/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vfysuxm4kr2w/full/1200,/0/default.jpg	1200	1502
20	21	JJ160	21	2r	2r	2	AF	0	29	1097	928	0.03	2.1	91.4	67.86	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vhi44uz581qd/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vhi44uz581qd/full/1200,/0/default.jpg	1200	1368
21	21	JJ160	21	2r	2r	0	AC	1	957	1168	374	0.085	69.925	97.31	27.33	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vhi44uz581qd/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vhi44uz581qd/full/1200,/0/default.jpg	1200	1368
22	22	JJ160	22	2v	2v	0	AC	88	21	1112	1445	7.31	1.43	92.64	96.18	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v7ose5uuzbax/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v7ose5uuzbax/full/1200,/0/default.jpg	1200	1502
23	23	JJ160	23	3r	3r	1	AI	1	58	1072	1275	0.06	4.24	89.36	93.2	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v44ur8eiab0t/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v44ur8eiab0t/full/1200,/0/default.jpg	1200	1368
24	24	JJ160	24	3v	3v	3	AM	82	27	1117	1432	6.805	1.775	93.11	95.37	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vf5ofawg1aop/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vf5ofawg1aop/full/1200,/0/default.jpg	1200	1502
25	25	JJ160	25	4r	4r	2	AF	0	34	1106	688	0.0	2.52	92.14	50.28	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v23vxxu87rdc/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v23vxxu87rdc/full/1200,/0/default.jpg	1200	1368
26	25	JJ160	25	4r	4r	1	AI	1	722	1099	607	0.065	52.75	91.57	44.4	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v23vxxu87rdc/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v23vxxu87rdc/full/1200,/0/default.jpg	1200	1368
27	26	JJ160	26	4v	4v	2	AF	80	4	1117	764	6.705	0.255	93.09	50.87	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vl4kznvbopqt/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vl4kznvbopqt/full/1200,/0/default.jpg	1200	1502
28	26	JJ160	26	4v	4v	1	AI	91	769	1108	683	7.59	51.215	92.36	45.45	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vl4kznvbopqt/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vl4kznvbopqt/full/1200,/0/default.jpg	1200	1502
29	27	JJ160	27	5r	5r	3	AM	1	46	1043	1283	0.12	3.365	86.94	93.81	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vd54am5kbvne/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vd54am5kbvne/full/1200,/0/default.jpg	1200	1368
30	28	JJ160	28	5v	5v	3	AM	80	34	1119	1414	6.625	2.245	93.29	94.11	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vqkckskb6wwa/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vqkckskb6wwa/full/1200,/0/default.jpg	1200	1502
31	29	JJ160	29	6r	6r	2	AF	1	51	1073	787	0.06	3.74	89.4	57.56	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vhwyd7m3ygg4/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vhwyd7m3ygg4/full/1200,/0/default.jpg	1200	1368
32	29	JJ160	29	6r	6r	1	AI	1	836	1125	494	0.105	61.11	93.77	36.1	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vhwyd7m3ygg4/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vhwyd7m3ygg4/full/1200,/0/default.jpg	1200	1368
33	30	JJ160	30	6v	6v	3	AM	76	40	1122	1403	6.365	2.65	93.53	93.44	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vkqrqa2lyhbi/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vkqrqa2lyhbi/full/1200,/0/default.jpg	1200	1502
34	31	JJ160	31	7r	7r	2	AF	1	54	1124	553	0.115	3.935	93.63	40.41	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vtvae6hb3stz/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vtvae6hb3stz/full/1200,/0/default.jpg	1200	1368
35	31	JJ160	31	7r	7r	1	AI	0	602	1088	729	0.005	44.02	90.63	53.26	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vtvae6hb3stz/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vtvae6hb3stz/full/1200,/0/default.jpg	1200	1368
36	32	JJ160	32	7v	7v	2	AF	67	30	1131	1425	5.61	1.995	94.28	94.89	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vq77ca5sr9dh/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vq77ca5sr9dh/full/1200,/0/default.jpg	1200	1502
37	33	JJ160	33	8r	8r	0	AC	0	59	1061	1279	0.0	4.335	88.44	93.51	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v03s3pqk08ev/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v03s3pqk08ev/full/1200,/0/default.jpg	1200	1368
38	34	JJ160	34	8v	8v	0	AC	76	38	1124	1429	6.31	2.515	93.64	95.17	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vjt2146ty5j5/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vjt2146ty5j5/full/1200,/0/default.jpg	1200	1502
39	35	JJ160	35	9r	9r	0	AC	0	59	1083	1280	-0.005	4.335	90.23	93.57	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vdwgip7s2pt6/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vdwgip7s2pt6/full/1200,/0/default.jpg	1200	1368
40	36	JJ160	36	9v	9v	1	AI	61	23	1138	1436	5.085	1.55	94.85	95.6	https://iiif.irht.cnrs.fr/iiif/ark:/63955/viwv8hvhwr1p/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/viwv8hvhwr1p/full/1200,/0/default.jpg	1200	1502
41	37	JJ160	37	10r	10r	3	AM	0	44	1067	1294	0.02	3.24	88.92	94.6	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vu2u0vt6fzjb/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vu2u0vt6fzjb/full/1200,/0/default.jpg	1200	1368
42	38	JJ160	38	10v	10v	2	AF	11	3	1186	469	0.915	0.215	98.87	31.25	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vf20mu3co9uk/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vf20mu3co9uk/full/1200,/0/default.jpg	1200	1502
43	38	JJ160	38	10v	10v	1	AI	99	476	1101	1001	8.225	31.68	91.77	66.62	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vf20mu3co9uk/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vf20mu3co9uk/full/1200,/0/default.jpg	1200	1502
44	39	JJ160	39	11r	11r	3	AM	1	39	1067	1296	0.045	2.865	88.89	94.77	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v5321lysmonp/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v5321lysmonp/full/1200,/0/default.jpg	1200	1368
45	40	JJ160	40	11v	11v	3	AM	64	2	1135	1463	5.295	0.13	94.59	97.4	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vjnlcu0bdcrg/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vjnlcu0bdcrg/full/1200,/0/default.jpg	1200	1502
46	41	JJ160	41	12r	12r	2	AF	2	51	1059	1289	0.205	3.75	88.25	94.22	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vdeahqyqkjwo/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vdeahqyqkjwo/full/1200,/0/default.jpg	1200	1368
47	42	JJ160	42	12v	12v	0	AC	79	27	1120	1432	6.555	1.8	93.35	95.34	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vmx9lpw9dls0/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vmx9lpw9dls0/full/1200,/0/default.jpg	1200	1502
48	43	JJ160	43	13r	13r	0	AC	1	54	1066	1280	0.05	3.95	88.86	93.6	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v75v8g9k8pym/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v75v8g9k8pym/full/1200,/0/default.jpg	1200	1368
49	44	JJ160	44	13v	13v	1	AI	50	32	1149	1457	4.18	2.12	95.78	97.0	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vzfcy6xi2l4z/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vzfcy6xi2l4z/full/1200,/0/default.jpg	1200	1502
50	45	JJ160	45	14r	14r	2	AF	3	12	1196	306	0.285	0.85	99.67	22.38	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vuqpqz2cs3jx/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vuqpqz2cs3jx/full/1200,/0/default.jpg	1200	1368
51	45	JJ160	45	14r	14r	0	AC	0	317	1156	89	0.01	23.165	96.32	6.53	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vuqpqz2cs3jx/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vuqpqz2cs3jx/full/1200,/0/default.jpg	1200	1368
52	45	JJ160	45	14r	14r	1	AI	0	380	1111	954	0.0	27.78	92.58	69.72	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vuqpqz2cs3jx/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vuqpqz2cs3jx/full/1200,/0/default.jpg	1200	1368
53	46	JJ160	46	14v	14v	3	AM	57	13	1142	1471	4.745	0.895	95.17	97.91	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vyre7cmwb8wq/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vyre7cmwb8wq/full/1200,/0/default.jpg	1200	1502
54	47	JJ160	47	15r	15r	2	AF	1	17	1143	717	0.1	1.245	95.28	52.39	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vlvwiez4jyy9/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vlvwiez4jyy9/full/1200,/0/default.jpg	1200	1368
55	47	JJ160	47	15r	15r	1	AI	0	735	1098	592	0.0	53.715	91.52	43.25	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vlvwiez4jyy9/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vlvwiez4jyy9/full/1200,/0/default.jpg	1200	1368
56	48	JJ160	48	15v	15v	2	AF	39	24	1159	1079	3.27	1.615	96.62	71.87	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vnp9p11tlzrc/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vnp9p11tlzrc/full/1200,/0/default.jpg	1200	1502
57	48	JJ160	48	15v	15v	1	AI	31	1102	1168	360	2.61	73.395	97.3	23.99	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vnp9p11tlzrc/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vnp9p11tlzrc/full/1200,/0/default.jpg	1200	1502
58	49	JJ160	49	16r	16r	3	AM	1	42	1057	1297	0.065	3.06	88.09	94.8	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vezp1v0asqvo/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vezp1v0asqvo/full/1200,/0/default.jpg	1200	1368
59	50	JJ160	50	16v	16v	2	AF	1	12	1198	1459	0.085	0.82	99.83	99.02	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vne2milkhv86/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vne2milkhv86/full/1200,/0/default.jpg	1200	1473
60	51	JJ160	51	17r	17r	1	AI	0	49	1043	1282	0.0	3.585	86.9	93.61	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v4y85rt5i5ji/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v4y85rt5i5ji/full/1200,/0/default.jpg	1200	1370
61	52	JJ160	52	17v	17v	3	AM	1	3	1198	1459	0.1	0.18	99.84	99.08	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vvldvv6mqu95/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vvldvv6mqu95/full/1200,/0/default.jpg	1200	1473
62	53	JJ160	53	18r	18r	2	AF	0	46	1050	504	0.0	3.37	87.52	36.8	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vwwnih4dpbio/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vwwnih4dpbio/full/1200,/0/default.jpg	1200	1370
63	53	JJ160	53	18r	18r	1	AI	0	551	1072	780	0.005	40.24	89.37	56.9	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vwwnih4dpbio/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vwwnih4dpbio/full/1200,/0/default.jpg	1200	1370
64	54	JJ160	54	18v	18v	2	AF	3	48	1196	1423	0.23	3.245	99.68	96.63	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vjofctyidgdy/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vjofctyidgdy/full/1200,/0/default.jpg	1200	1473
65	55	JJ160	55	19r	19r	0	AC	0	40	1040	1289	0.0	2.945	86.7	94.09	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vu8t0ukv4ps0/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vu8t0ukv4ps0/full/1200,/0/default.jpg	1200	1370
66	56	JJ160	56	19v	19v	1	AI	1	48	1198	1416	0.095	3.27	99.83	96.1	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vdaiho8t7wcv/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vdaiho8t7wcv/full/1200,/0/default.jpg	1200	1473
67	57	JJ160	57	20r	20r	2	AF	0	41	1031	1294	0.005	2.96	85.95	94.46	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vbopa62rk1ls/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vbopa62rk1ls/full/1200,/0/default.jpg	1200	1370
68	58	JJ160	58	20v	20v	1	AI	7	43	1193	1425	0.565	2.905	99.41	96.73	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vvmnfhs5atil/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vvmnfhs5atil/full/1200,/0/default.jpg	1200	1473
69	59	JJ160	59	21r	21r	3	AM	0	43	1076	1303	-0.005	3.125	89.67	95.11	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vb09jtgf5cru/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vb09jtgf5cru/full/1200,/0/default.jpg	1200	1370
70	60	JJ160	60	21v	21v	2	AF	3	46	1196	1424	0.26	3.15	99.66	96.66	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v1213tl5fe02/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v1213tl5fe02/full/1200,/0/default.jpg	1200	1473
71	61	JJ160	61	22r	22r	1	AI	0	54	1076	1283	0.005	3.935	89.63	93.65	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v2fkuluo3fz3/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v2fkuluo3fz3/full/1200,/0/default.jpg	1200	1370
72	62	JJ160	62	22v	22v	2	AF	3	31	1197	457	0.285	2.095	99.71	31.05	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vojx5z2hrxjt/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vojx5z2hrxjt/full/1200,/0/default.jpg	1200	1473
73	62	JJ160	62	22v	22v	0	AC	45	478	1089	69	3.76	32.47	90.78	4.7	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vojx5z2hrxjt/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vojx5z2hrxjt/full/1200,/0/default.jpg	1200	1473
74	62	JJ160	62	22v	22v	1	AI	10	535	1189	935	0.84	36.335	99.1	63.49	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vojx5z2hrxjt/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vojx5z2hrxjt/full/1200,/0/default.jpg	1200	1473
75	63	JJ160	63	23r	23r	2	AF	0	36	1056	1305	-0.005	2.615	87.99	95.25	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vymnjr2ys408/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vymnjr2ys408/full/1200,/0/default.jpg	1200	1370
76	64	JJ160	64	23v	23v	1	AI	2	32	1198	1434	0.155	2.175	99.83	97.37	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vovtjjwyj0n2/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vovtjjwyj0n2/full/1200,/0/default.jpg	1200	1473
77	65	JJ160	65	24r	24r	2	AF	0	31	1055	1302	-0.005	2.265	87.91	95.07	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vxt20btxunvg/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vxt20btxunvg/full/1200,/0/default.jpg	1200	1370
78	66	JJ160	66	24v	24v	0	AC	2	34	1197	1435	0.135	2.295	99.73	97.41	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vaf8dd1ie979/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vaf8dd1ie979/full/1200,/0/default.jpg	1200	1473
79	67	JJ160	67	25r	25r	1	AI	0	41	1083	1297	-0.005	3.015	90.29	94.67	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v2qszoczbfx4/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v2qszoczbfx4/full/1200,/0/default.jpg	1200	1370
80	68	JJ160	68	25v	25v	3	AM	6	40	1194	1429	0.515	2.735	99.49	97.01	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vhxfbv9yqq96/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vhxfbv9yqq96/full/1200,/0/default.jpg	1200	1473
81	69	JJ160	69	26r	26r	3	AM	0	36	1045	1301	0.0	2.605	87.12	94.95	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vznk05yac7c2/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vznk05yac7c2/full/1200,/0/default.jpg	1200	1370
82	70	JJ160	70	26v	26v	2	AF	2	21	1198	735	0.155	1.395	99.85	49.89	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v0cqcb2r9797/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v0cqcb2r9797/full/1200,/0/default.jpg	1200	1473
83	70	JJ160	70	26v	26v	1	AI	6	758	1193	711	0.485	51.49	99.45	48.28	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v0cqcb2r9797/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v0cqcb2r9797/full/1200,/0/default.jpg	1200	1473
84	71	JJ160	71	27r	27r	3	AM	0	36	1081	1302	-0.005	2.63	90.05	95.0	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vmk2wjtnsznf/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vmk2wjtnsznf/full/1200,/0/default.jpg	1200	1370
85	72	JJ160	72	27v	27v	3	AM	1	33	1199	1435	0.07	2.26	99.88	97.44	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vjoliyxpazpm/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vjoliyxpazpm/full/1200,/0/default.jpg	1200	1473
