image_id	register	image_filename	volume	folio_sort_key	folio_label	folio_norm	width_px	height_px	url_full	url_resized	resized_width_px	resized_height_px	manifest_url	canvas_id
17	JJ160	Paris_Archives_Nationales_JJ160_17.jpg	JJ160	17	VIIIr	viiir	4359	4971	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vbfz4beytan5/full/full/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vbfz4beytan5/full/1200,/0/default.jpg	1200	1368	https://api.irht.cnrs.fr/ark:/63955/f37ga9pw9hfp/manifest.json	https://arca.irht.cnrs.fr/iiif/128462/canvas/canvas-4310690
18	JJ160	Paris_Archives_Nationales_JJ160_18.jpg	JJ160	18	VIIIv	viiiv	3952	4947	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vxcpg7ncu0d2/full/full/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vxcpg7ncu0d2/full/1200,/0/default.jpg	1200	1502	https://api.irht.cnrs.fr/ark:/63955/f37ga9pw9hfp/manifest.json	https://arca.irht.cnrs.fr/iiif/128462/canvas/canvas-4310691
19	JJ160	Paris_Archives_Nationales_JJ160_19.jpg	JJ160	19	1r	1r	4359	4971	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vl56xe6h1fth/full/full/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vl56xe6h1fth/full/1200,/0/default.jpg	1200	1368	https://api.irht.cnrs.fr/ark:/63955/f37ga9pw9hfp/manifest.json	https://arca.irht.cnrs.fr/iiif/128462/canvas/canvas-4310692
20	JJ160	Paris_Archives_Nationales_JJ160_20.jpg	JJ160	20	1v	1v	3952	4947	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vfysuxm4kr2w/full/full/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vfysuxm4kr2w/full/1200,/0/default.jpg	1200	1502	https://api.irht.cnrs.fr/ark:/63955/f37ga9pw9hfp/manifest.json	https://arca.irht.cnrs.fr/iiif/128462/canvas/canvas-4310693
21	JJ160	Paris_Archives_Nationales_JJ160_21.jpg	JJ160	21	2r	2r	4359	4971	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vhi44uz581qd/full/full/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vhi44uz581qd/full/1200,/0/default.jpg	1200	1368	https://api.irht.cnrs.fr/ark:/63955/f37ga9pw9hfp/manifest.json	https://arca.irht.cnrs.fr/iiif/128462/canvas/canvas-4310694
22	JJ160	Paris_Archives_Nationales_JJ160_22.jpg	JJ160	22	2v	2v	3952	4947	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v7ose5uuzbax/full/full/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v7ose5uuzbax/full/1200,/0/default.jpg	1200	1502	https://api.irht.cnrs.fr/ark:/63955/f37ga9pw9hfp/manifest.json	https://arca.irht.cnrs.fr/iiif/128462/canvas/canvas-4310695
23	JJ160	Paris_Archives_Nationales_JJ160_23.jpg	JJ160	23	3r	3r	4359	4971	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v44ur8eiab0t/full/full/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v44ur8eiab0t/full/1200,/0/default.jpg	1200	1368	https://api.irht.cnrs.fr/ark:/63955/f37ga9pw9hfp/manifest.json	https://arca.irht.cnrs.fr/iiif/128462/canvas/canvas-4310696
24	JJ160	Paris_Archives_Nationales_JJ160_24.jpg	JJ160	24	3v	3v	3952	4947	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vf5ofawg1aop/full/full/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vf5ofawg1aop/full/1200,/0/default.jpg	1200	1502	https://api.irht.cnrs.fr/ark:/63955/f37ga9pw9hfp/manifest.json	https://arca.irht.cnrs.fr/iiif/128462/canvas/canvas-4310697
25	JJ160	Paris_Archives_Nationales_JJ160_25.jpg	JJ160	25	4r	4r	4359	4971	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v23vxxu87rdc/full/full/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v23vxxu87rdc/full/1200,/0/default.jpg	1200	1368	https://api.irht.cnrs.fr/ark:/63955/f37ga9pw9hfp/manifest.json	https://arca.irht.cnrs.fr/iiif/128462/canvas/canvas-4310698
26	JJ160	Paris_Archives_Nationales_JJ160_26.jpg	JJ160	26	4v	4v	3952	4947	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vl4kznvbopqt/full/full/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vl4kznvbopqt/full/1200,/0/default.jpg	1200	1502	https://api.irht.cnrs.fr/ark:/63955/f37ga9pw9hfp/manifest.json	https://arca.irht.cnrs.fr/iiif/128462/canvas/canvas-4310699
27	JJ160	Paris_Archives_Nationales_JJ160_27.jpg	JJ160	27	5r	5r	4359	4971	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vd54am5kbvne/full/full/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vd54am5kbvne/full/1200,/0/default.jpg	1200	1368	https://api.irht.cnrs.fr/ark:/63955/f37ga9pw9hfp/manifest.json	https://arca.irht.cnrs.fr/iiif/128462/canvas/canvas-4310700
28	JJ160	Paris_Archives_Nationales_JJ160_28.jpg	JJ160	28	5v	5v	3952	4947	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vqkckskb6wwa/full/full/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vqkckskb6wwa/full/1200,/0/default.jpg	1200	1502	https://api.irht.cnrs.fr/ark:/63955/f37ga9pw9hfp/manifest.json	https://arca.irht.cnrs.fr/iiif/128462/canvas/canvas-4310701
29	JJ160	Paris_Archives_Nationales_JJ160_29.jpg	JJ160	29	6r	6r	4359	4971	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vhwyd7m3ygg4/full/full/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vhwyd7m3ygg4/full/1200,/0/default.jpg	1200	1368	https://api.irht.cnrs.fr/ark:/63955/f37ga9pw9hfp/manifest.json	https://arca.irht.cnrs.fr/iiif/128462/canvas/canvas-4310702
30	JJ160	Paris_Archives_Nationales_JJ160_30.jpg	JJ160	30	6v	6v	3952	4947	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vkqrqa2lyhbi/full/full/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vkqrqa2lyhbi/full/1200,/0/default.jpg	1200	1502	https://api.irht.cnrs.fr/ark:/63955/f37ga9pw9hfp/manifest.json	https://arca.irht.cnrs.fr/iiif/128462/canvas/canvas-4310703
31	JJ160	Paris_Archives_Nationales_JJ160_31.jpg	JJ160	31	7r	7r	4359	4971	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vtvae6hb3stz/full/full/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vtvae6hb3stz/full/1200,/0/default.jpg	1200	1368	https://api.irht.cnrs.fr/ark:/63955/f37ga9pw9hfp/manifest.json	https://arca.irht.cnrs.fr/iiif/128462/canvas/canvas-4310704
32	JJ160	Paris_Archives_Nationales_JJ160_32.jpg	JJ160	32	7v	7v	3952	4947	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vq77ca5sr9dh/full/full/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vq77ca5sr9dh/full/1200,/0/default.jpg	1200	1502	https://api.irht.cnrs.fr/ark:/63955/f37ga9pw9hfp/manifest.json	https://arca.irht.cnrs.fr/iiif/128462/canvas/canvas-4310705
33	JJ160	Paris_Archives_Nationales_JJ160_33.jpg	JJ160	33	8r	8r	4359	4971	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v03s3pqk08ev/full/full/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v03s3pqk08ev/full/1200,/0/default.jpg	1200	1368	https://api.irht.cnrs.fr/ark:/63955/f37ga9pw9hfp/manifest.json	https://arca.irht.cnrs.fr/iiif/128462/canvas/canvas-4310706
34	JJ160	Paris_Archives_Nationales_JJ160_34.jpg	JJ160	34	8v	8v	3952	4947	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vjt2146ty5j5/full/full/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vjt2146ty5j5/full/1200,/0/default.jpg	1200	1502	https://api.irht.cnrs.fr/ark:/63955/f37ga9pw9hfp/manifest.json	https://arca.irht.cnrs.fr/iiif/128462/canvas/canvas-4310707
35	JJ160	Paris_Archives_Nationales_JJ160_35.jpg	JJ160	35	9r	9r	4359	4971	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vdwgip7s2pt6/full/full/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vdwgip7s2pt6/full/1200,/0/default.jpg	1200	1368	https://api.irht.cnrs.fr/ark:/63955/f37ga9pw9hfp/manifest.json	https://arca.irht.cnrs.fr/iiif/128462/canvas/canvas-4310708
36	JJ160	Paris_Archives_Nationales_JJ160_36.jpg	JJ160	36	9v	9v	3952	4947	https://iiif.irht.cnrs.fr/iiif/ark:/63955/viwv8hvhwr1p/full/full/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/viwv8hvhwr1p/full/1200,/0/default.jpg	1200	1502	https://api.irht.cnrs.fr/ark:/63955/f37ga9pw9hfp/manifest.json	https://arca.irht.cnrs.fr/iiif/128462/canvas/canvas-4310709
37	JJ160	Paris_Archives_Nationales_JJ160_37.jpg	JJ160	37	10r	10r	4359	4971	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vu2u0vt6fzjb/full/full/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vu2u0vt6fzjb/full/1200,/0/default.jpg	1200	1368	https://api.irht.cnrs.fr/ark:/63955/f37ga9pw9hfp/manifest.json	https://arca.irht.cnrs.fr/iiif/128462/canvas/canvas-4310710
38	JJ160	Paris_Archives_Nationales_JJ160_38.jpg	JJ160	38	10v	10v	3952	4947	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vf20mu3co9uk/full/full/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vf20mu3co9uk/full/1200,/0/default.jpg	1200	1502	https://api.irht.cnrs.fr/ark:/63955/f37ga9pw9hfp/manifest.json	https://arca.irht.cnrs.fr/iiif/128462/canvas/canvas-4310711
39	JJ160	Paris_Archives_Nationales_JJ160_39.jpg	JJ160	39	11r	11r	4359	4971	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v5321lysmonp/full/full/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v5321lysmonp/full/1200,/0/default.jpg	1200	1368	https://api.irht.cnrs.fr/ark:/63955/f37ga9pw9hfp/manifest.json	https://arca.irht.cnrs.fr/iiif/128462/canvas/canvas-4310712
40	JJ160	Paris_Archives_Nationales_JJ160_40.jpg	JJ160	40	11v	11v	3952	4947	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vjnlcu0bdcrg/full/full/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vjnlcu0bdcrg/full/1200,/0/default.jpg	1200	1502	https://api.irht.cnrs.fr/ark:/63955/f37ga9pw9hfp/manifest.json	https://arca.irht.cnrs.fr/iiif/128462/canvas/canvas-4310713
41	JJ160	Paris_Archives_Nationales_JJ160_41.jpg	JJ160	41	12r	12r	4359	4971	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vdeahqyqkjwo/full/full/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vdeahqyqkjwo/full/1200,/0/default.jpg	1200	1368	https://api.irht.cnrs.fr/ark:/63955/f37ga9pw9hfp/manifest.json	https://arca.irht.cnrs.fr/iiif/128462/canvas/canvas-4310714
42	JJ160	Paris_Archives_Nationales_JJ160_42.jpg	JJ160	42	12v	12v	3952	4947	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vmx9lpw9dls0/full/full/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vmx9lpw9dls0/full/1200,/0/default.jpg	1200	1502	https://api.irht.cnrs.fr/ark:/63955/f37ga9pw9hfp/manifest.json	https://arca.irht.cnrs.fr/iiif/128462/canvas/canvas-4310715
43	JJ160	Paris_Archives_Nationales_JJ160_43.jpg	JJ160	43	13r	13r	4359	4971	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v75v8g9k8pym/full/full/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v75v8g9k8pym/full/1200,/0/default.jpg	1200	1368	https://api.irht.cnrs.fr/ark:/63955/f37ga9pw9hfp/manifest.json	https://arca.irht.cnrs.fr/iiif/128462/canvas/canvas-4310716
44	JJ160	Paris_Archives_Nationales_JJ160_44.jpg	JJ160	44	13v	13v	3952	4947	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vzfcy6xi2l4z/full/full/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vzfcy6xi2l4z/full/1200,/0/default.jpg	1200	1502	https://api.irht.cnrs.fr/ark:/63955/f37ga9pw9hfp/manifest.json	https://arca.irht.cnrs.fr/iiif/128462/canvas/canvas-4310717
45	JJ160	Paris_Archives_Nationales_JJ160_45.jpg	JJ160	45	14r	14r	4359	4971	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vuqpqz2cs3jx/full/full/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vuqpqz2cs3jx/full/1200,/0/default.jpg	1200	1368	https://api.irht.cnrs.fr/ark:/63955/f37ga9pw9hfp/manifest.json	https://arca.irht.cnrs.fr/iiif/128462/canvas/canvas-4310718
46	JJ160	Paris_Archives_Nationales_JJ160_46.jpg	JJ160	46	14v	14v	3952	4947	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vyre7cmwb8wq/full/full/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vyre7cmwb8wq/full/1200,/0/default.jpg	1200	1502	https://api.irht.cnrs.fr/ark:/63955/f37ga9pw9hfp/manifest.json	https://arca.irht.cnrs.fr/iiif/128462/canvas/canvas-4310719
47	JJ160	Paris_Archives_Nationales_JJ160_47.jpg	JJ160	47	15r	15r	4359	4971	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vlvwiez4jyy9/full/full/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vlvwiez4jyy9/full/1200,/0/default.jpg	1200	1368	https://api.irht.cnrs.fr/ark:/63955/f37ga9pw9hfp/manifest.json	https://arca.irht.cnrs.fr/iiif/128462/canvas/canvas-4310720
48	JJ160	Paris_Archives_Nationales_JJ160_48.jpg	JJ160	48	15v	15v	3952	4947	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vnp9p11tlzrc/full/full/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vnp9p11tlzrc/full/1200,/0/default.jpg	1200	1502	https://api.irht.cnrs.fr/ark:/63955/f37ga9pw9hfp/manifest.json	https://arca.irht.cnrs.fr/iiif/128462/canvas/canvas-4310721
49	JJ160	Paris_Archives_Nationales_JJ160_49.jpg	JJ160	49	16r	16r	4359	4971	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vezp1v0asqvo/full/full/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vezp1v0asqvo/full/1200,/0/default.jpg	1200	1368	https://api.irht.cnrs.fr/ark:/63955/f37ga9pw9hfp/manifest.json	https://arca.irht.cnrs.fr/iiif/128462/canvas/canvas-4310722
50	JJ160	Paris_Archives_Nationales_JJ160_50.jpg	JJ160	50	16v	16v	4030	4947	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vne2milkhv86/full/full/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vne2milkhv86/full/1200,/0/default.jpg	1200	1473	https://api.irht.cnrs.fr/ark:/63955/f37ga9pw9hfp/manifest.json	https://arca.irht.cnrs.fr/iiif/128462/canvas/canvas-4310723
51	JJ160	Paris_Archives_Nationales_JJ160_51.jpg	JJ160	51	17r	17r	4353	4971	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v4y85rt5i5ji/full/full/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v4y85rt5i5ji/full/1200,/0/default.jpg	1200	1370	https://api.irht.cnrs.fr/ark:/63955/f37ga9pw9hfp/manifest.json	https://arca.irht.cnrs.fr/iiif/128462/canvas/canvas-4310724
52	JJ160	Paris_Archives_Nationales_JJ160_52.jpg	JJ160	52	17v	17v	4030	4947	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vvldvv6mqu95/full/full/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vvldvv6mqu95/full/1200,/0/default.jpg	1200	1473	https://api.irht.cnrs.fr/ark:/63955/f37ga9pw9hfp/manifest.json	https://arca.irht.cnrs.fr/iiif/128462/canvas/canvas-4310725
53	JJ160	Paris_Archives_Nationales_JJ160_53.jpg	JJ160	53	18r	18r	4353	4971	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vwwnih4dpbio/full/full/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vwwnih4dpbio/full/1200,/0/default.jpg	1200	1370	https://api.irht.cnrs.fr/ark:/63955/f37ga9pw9hfp/manifest.json	https://arca.irht.cnrs.fr/iiif/128462/canvas/canvas-4310726
54	JJ160	Paris_Archives_Nationales_JJ160_54.jpg	JJ160	54	18v	18v	4030	4947	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vjofctyidgdy/full/full/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vjofctyidgdy/full/1200,/0/default.jpg	1200	1473	https://api.irht.cnrs.fr/ark:/63955/f37ga9pw9hfp/manifest.json	https://arca.irht.cnrs.fr/iiif/128462/canvas/canvas-4310727
55	JJ160	Paris_Archives_Nationales_JJ160_55.jpg	JJ160	55	19r	19r	4353	4971	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vu8t0ukv4ps0/full/full/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vu8t0ukv4ps0/full/1200,/0/default.jpg	1200	1370	https://api.irht.cnrs.fr/ark:/63955/f37ga9pw9hfp/manifest.json	https://arca.irht.cnrs.fr/iiif/128462/canvas/canvas-4310728
56	JJ160	Paris_Archives_Nationales_JJ160_56.jpg	JJ160	56	19v	19v	4030	4947	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vdaiho8t7wcv/full/full/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vdaiho8t7wcv/full/1200,/0/default.jpg	1200	1473	https://api.irht.cnrs.fr/ark:/63955/f37ga9pw9hfp/manifest.json	https://arca.irht.cnrs.fr/iiif/128462/canvas/canvas-4310729
57	JJ160	Paris_Archives_Nationales_JJ160_57.jpg	JJ160	57	20r	20r	4353	4971	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vbopa62rk1ls/full/full/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vbopa62rk1ls/full/1200,/0/default.jpg	1200	1370	https://api.irht.cnrs.fr/ark:/63955/f37ga9pw9hfp/manifest.json	https://arca.irht.cnrs.fr/iiif/128462/canvas/canvas-4310730
58	JJ160	Paris_Archives_Nationales_JJ160_58.jpg	JJ160	58	20v	20v	4030	4947	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vvmnfhs5atil/full/full/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vvmnfhs5atil/full/1200,/0/default.jpg	1200	1473	https://api.irht.cnrs.fr/ark:/63955/f37ga9pw9hfp/manifest.json	https://arca.irht.cnrs.fr/iiif/128462/canvas/canvas-4310731
