zone_temp_id,zone_label,zone_order_on_folio,image_ark_id,image_temp_id,register,folio_label,folio_sort_key,class_name,abs_x,abs_y,abs_w,abs_h,x_pct,y_pct,w_pct,h_pct,declared_width,declared_height,base_image,urlImage,address_bvmm_path,address_bvmm_name,__source_file
20144,z2,2,ark:/63955/v0t6c316agdb,10627,JJ123,5v,12,AC,295,880,3458,358,7.220704334361491,17.954552079309487,84.68457902081073,7.2993882693088,4083,4902,FRAN_0021_11313_A,https://iiif.irht.cnrs.fr/iiif/VOLUME1/France/Paris/Archives_nationales/FRAN_0021_JJ123/DEPOT/FRAN_0021_11313_A/full/full/0/default.jpg,"https://iiif.irht.cnrs.fr/iiif/VOLUME1/France/Paris/Archives_nationales/FRAN_0021_JJ123/DEPOT/FRAN_0021_11313_A/295,880,3458,358/600,/0/default.jpg",_remote,
20145,z3,3,ark:/63955/v0t6c316agdb,10627,JJ123,5v,12,AC,364,1232,3215,496,8.917223446631489,25.13620827975847,78.74676212786574,10.124957921944471,4083,4902,FRAN_0021_11313_A,https://iiif.irht.cnrs.fr/iiif/VOLUME1/France/Paris/Archives_nationales/FRAN_0021_JJ123/DEPOT/FRAN_0021_11313_A/full/full/0/default.jpg,"https://iiif.irht.cnrs.fr/iiif/VOLUME1/France/Paris/Archives_nationales/FRAN_0021_JJ123/DEPOT/FRAN_0021_11313_A/364,1232,3215,496/600,/0/default.jpg",_remote,
20146,z4,4,ark:/63955/v0t6c316agdb,10627,JJ123,5v,12,AC,6,1764,4077,3136,0.14500000000000068,35.98499999999999,99.85000000000001,63.970000000000006,4083,4902,FRAN_0021_11313_A,https://iiif.irht.cnrs.fr/iiif/VOLUME1/France/Paris/Archives_nationales/FRAN_0021_JJ123/DEPOT/FRAN_0021_11313_A/full/full/0/default.jpg,"https://iiif.irht.cnrs.fr/iiif/VOLUME1/France/Paris/Archives_nationales/FRAN_0021_JJ123/DEPOT/FRAN_0021_11313_A/6,1764,4077,3136/600,/0/default.jpg",_remote,
20147,z1,1,ark:/63955/van4lqcgxjgh,10628,JJ123,6r,13,AC,3,28,4349,2602,0.06499999999999839,0.5799999999999972,99.85000000000001,52.980000000000004,4356,4911,FRAN_0021_11314_A,https://iiif.irht.cnrs.fr/iiif/VOLUME1/France/Paris/Archives_nationales/FRAN_0021_JJ123/DEPOT/FRAN_0021_11314_A/full/full/0/default.jpg,"https://iiif.irht.cnrs.fr/iiif/VOLUME1/France/Paris/Archives_nationales/FRAN_0021_JJ123/DEPOT/FRAN_0021_11314_A/3,28,4349,2602/600,/0/default.jpg",_remote,
20148,z2,2,ark:/63955/van4lqcgxjgh,10628,JJ123,6r,13,AI,3,2625,4337,2173,0.06499999999999839,53.459999999999994,99.57000000000001,44.24,4356,4911,FRAN_0021_11314_A,https://iiif.irht.cnrs.fr/iiif/VOLUME1/France/Paris/Archives_nationales/FRAN_0021_JJ123/DEPOT/FRAN_0021_11314_A/full/full/0/default.jpg,"https://iiif.irht.cnrs.fr/iiif/VOLUME1/France/Paris/Archives_nationales/FRAN_0021_JJ123/DEPOT/FRAN_0021_11314_A/3,2625,4337,2173/600,/0/default.jpg",_remote,
20149,z1,1,ark:/63955/vjw1hflgp5hj,10629,JJ123,6v,14,AF,18,168,4062,1391,0.4300000000000026,3.4299999999999997,99.48,28.38,4083,4902,FRAN_0021_11315_A,https://iiif.irht.cnrs.fr/iiif/VOLUME1/France/Paris/Archives_nationales/FRAN_0021_JJ123/DEPOT/FRAN_0021_11315_A/full/full/0/default.jpg,"https://iiif.irht.cnrs.fr/iiif/VOLUME1/France/Paris/Archives_nationales/FRAN_0021_JJ123/DEPOT/FRAN_0021_11315_A/18,168,4062,1391/600,/0/default.jpg",_remote,
20150,z2,2,ark:/63955/vjw1hflgp5hj,10629,JJ123,6v,14,AC,4,1557,4077,1273,0.10999999999999344,31.77,99.86,25.96,4083,4902,FRAN_0021_11315_A,https://iiif.irht.cnrs.fr/iiif/VOLUME1/France/Paris/Archives_nationales/FRAN_0021_JJ123/DEPOT/FRAN_0021_11315_A/full/full/0/default.jpg,"https://iiif.irht.cnrs.fr/iiif/VOLUME1/France/Paris/Archives_nationales/FRAN_0021_JJ123/DEPOT/FRAN_0021_11315_A/4,1557,4077,1273/600,/0/default.jpg",_remote,
20151,z3,3,ark:/63955/vjw1hflgp5hj,10629,JJ123,6v,14,AI,7,2825,4076,2050,0.16000000000000458,57.62499999999999,99.83999999999999,41.81,4083,4902,FRAN_0021_11315_A,https://iiif.irht.cnrs.fr/iiif/VOLUME1/France/Paris/Archives_nationales/FRAN_0021_JJ123/DEPOT/FRAN_0021_11315_A/full/full/0/default.jpg,"https://iiif.irht.cnrs.fr/iiif/VOLUME1/France/Paris/Archives_nationales/FRAN_0021_JJ123/DEPOT/FRAN_0021_11315_A/7,2825,4076,2050/600,/0/default.jpg",_remote,
20152,z1,1,ark:/63955/vcune1xue951,10630,JJ123,7r,15,AF,7,10,4303,1995,0.16000000000000458,0.20499999999999963,99.83999999999999,40.63,4310,4911,FRAN_0021_11316_A,https://iiif.irht.cnrs.fr/iiif/VOLUME1/France/Paris/Archives_nationales/FRAN_0021_JJ123/DEPOT/FRAN_0021_11316_A/full/full/0/default.jpg,"https://iiif.irht.cnrs.fr/iiif/VOLUME1/France/Paris/Archives_nationales/FRAN_0021_JJ123/DEPOT/FRAN_0021_11316_A/7,10,4303,1995/600,/0/default.jpg",_remote,
20153,z2,2,ark:/63955/vcune1xue951,10630,JJ123,7r,15,AC,3,2006,4304,2780,0.07499999999999729,40.85,99.87,56.599999999999994,4310,4911,FRAN_0021_11316_A,https://iiif.irht.cnrs.fr/iiif/VOLUME1/France/Paris/Archives_nationales/FRAN_0021_JJ123/DEPOT/FRAN_0021_11316_A/full/full/0/default.jpg,"https://iiif.irht.cnrs.fr/iiif/VOLUME1/France/Paris/Archives_nationales/FRAN_0021_JJ123/DEPOT/FRAN_0021_11316_A/3,2006,4304,2780/600,/0/default.jpg",_remote,
20154,z1,1,ark:/63955/veqrq7pan6tk,10631,JJ123,7v,16,AC,24,157,4055,2803,0.5899999999999961,3.1950000000000034,99.32,57.19,4083,4902,FRAN_0021_11317_A,https://iiif.irht.cnrs.fr/iiif/VOLUME1/France/Paris/Archives_nationales/FRAN_0021_JJ123/DEPOT/FRAN_0021_11317_A/full/full/0/default.jpg,"https://iiif.irht.cnrs.fr/iiif/VOLUME1/France/Paris/Archives_nationales/FRAN_0021_JJ123/DEPOT/FRAN_0021_11317_A/24,157,4055,2803/600,/0/default.jpg",_remote,
20155,z2,2,ark:/63955/veqrq7pan6tk,10631,JJ123,7v,16,AI,6,2951,4076,1897,0.15000000000000568,60.19,99.82,38.7,4083,4902,FRAN_0021_11317_A,https://iiif.irht.cnrs.fr/iiif/VOLUME1/France/Paris/Archives_nationales/FRAN_0021_JJ123/DEPOT/FRAN_0021_11317_A/full/full/0/default.jpg,"https://iiif.irht.cnrs.fr/iiif/VOLUME1/France/Paris/Archives_nationales/FRAN_0021_JJ123/DEPOT/FRAN_0021_11317_A/6,2951,4076,1897/600,/0/default.jpg",_remote,
20156,z1,1,ark:/63955/v8aztrpz98c3,10632,JJ123,8r,17,AF,5,10,4305,3515,0.11500000000000399,0.20999999999999908,99.89,71.58,4310,4911,FRAN_0021_11318_A,https://iiif.irht.cnrs.fr/iiif/VOLUME1/France/Paris/Archives_nationales/FRAN_0021_JJ123/DEPOT/FRAN_0021_11318_A/full/full/0/default.jpg,"https://iiif.irht.cnrs.fr/iiif/VOLUME1/France/Paris/Archives_nationales/FRAN_0021_JJ123/DEPOT/FRAN_0021_11318_A/5,10,4305,3515/600,/0/default.jpg",_remote,
20157,z2,2,ark:/63955/v8aztrpz98c3,10632,JJ123,8r,17,AI,5,3515,4305,1248,0.12000000000000344,71.58,99.88,25.419999999999998,4310,4911,FRAN_0021_11318_A,https://iiif.irht.cnrs.fr/iiif/VOLUME1/France/Paris/Archives_nationales/FRAN_0021_JJ123/DEPOT/FRAN_0021_11318_A/full/full/0/default.jpg,"https://iiif.irht.cnrs.fr/iiif/VOLUME1/France/Paris/Archives_nationales/FRAN_0021_JJ123/DEPOT/FRAN_0021_11318_A/5,3515,4305,1248/600,/0/default.jpg",_remote,
20158,z1,1,ark:/63955/vvq5tlj2rkhi,10633,JJ123,8v,18,AF,8,156,4072,3443,0.19000000000000683,3.1899999999999986,99.74,70.24000000000001,4083,4902,FRAN_0021_11319_A,https://iiif.irht.cnrs.fr/iiif/VOLUME1/France/Paris/Archives_nationales/FRAN_0021_JJ123/DEPOT/FRAN_0021_11319_A/full/full/0/default.jpg,"https://iiif.irht.cnrs.fr/iiif/VOLUME1/France/Paris/Archives_nationales/FRAN_0021_JJ123/DEPOT/FRAN_0021_11319_A/8,156,4072,3443/600,/0/default.jpg",_remote,
20159,z2,2,ark:/63955/vvq5tlj2rkhi,10633,JJ123,8v,18,AI,67,3593,4015,1256,1.6350000000000031,73.29,98.33,25.619999999999997,4083,4902,FRAN_0021_11319_A,https://iiif.irht.cnrs.fr/iiif/VOLUME1/France/Paris/Archives_nationales/FRAN_0021_JJ123/DEPOT/FRAN_0021_11319_A/full/full/0/default.jpg,"https://iiif.irht.cnrs.fr/iiif/VOLUME1/France/Paris/Archives_nationales/FRAN_0021_JJ123/DEPOT/FRAN_0021_11319_A/67,3593,4015,1256/600,/0/default.jpg",_remote,
20160,z1,1,ark:/63955/vc8p1id8bygm,10634,JJ123,9r,19,AF,7,11,4302,3144,0.15500000000000513,0.22499999999999742,99.81,64.01,4310,4911,FRAN_0021_11320_A,https://iiif.irht.cnrs.fr/iiif/VOLUME1/France/Paris/Archives_nationales/FRAN_0021_JJ123/DEPOT/FRAN_0021_11320_A/full/full/0/default.jpg,"https://iiif.irht.cnrs.fr/iiif/VOLUME1/France/Paris/Archives_nationales/FRAN_0021_JJ123/DEPOT/FRAN_0021_11320_A/7,11,4302,3144/600,/0/default.jpg",_remote,
20161,z2,2,ark:/63955/vc8p1id8bygm,10634,JJ123,9r,19,AI,8,3145,4302,1619,0.18000000000000238,64.035,99.82,32.97,4310,4911,FRAN_0021_11320_A,https://iiif.irht.cnrs.fr/iiif/VOLUME1/France/Paris/Archives_nationales/FRAN_0021_JJ123/DEPOT/FRAN_0021_11320_A/full/full/0/default.jpg,"https://iiif.irht.cnrs.fr/iiif/VOLUME1/France/Paris/Archives_nationales/FRAN_0021_JJ123/DEPOT/FRAN_0021_11320_A/8,3145,4302,1619/600,/0/default.jpg",_remote,
20162,z1,1,ark:/63955/vy9en9nwlrsb,10635,JJ123,9v,20,AF,17,171,4064,1585,0.40500000000000536,3.495000000000001,99.53,32.33,4083,4902,FRAN_0021_11321_A,https://iiif.irht.cnrs.fr/iiif/VOLUME1/France/Paris/Archives_nationales/FRAN_0021_JJ123/DEPOT/FRAN_0021_11321_A/full/full/0/default.jpg,"https://iiif.irht.cnrs.fr/iiif/VOLUME1/France/Paris/Archives_nationales/FRAN_0021_JJ123/DEPOT/FRAN_0021_11321_A/17,171,4064,1585/600,/0/default.jpg",_remote,
20163,z2,2,ark:/63955/vy9en9nwlrsb,10635,JJ123,9v,20,AI,46,1754,4036,3140,1.1299999999999977,35.785000000000004,98.83999999999999,64.05,4083,4902,FRAN_0021_11321_A,https://iiif.irht.cnrs.fr/iiif/VOLUME1/France/Paris/Archives_nationales/FRAN_0021_JJ123/DEPOT/FRAN_0021_11321_A/full/full/0/default.jpg,"https://iiif.irht.cnrs.fr/iiif/VOLUME1/France/Paris/Archives_nationales/FRAN_0021_JJ123/DEPOT/FRAN_0021_11321_A/46,1754,4036,3140/600,/0/default.jpg",_remote,
20164,z1,1,ark:/63955/vwlxfoo056cd,10636,JJ123,10r,21,AF,3,45,4274,4860,0.07999999999999674,0.9099999999999997,99.16,98.96000000000001,4310,4911,FRAN_0021_11322_A,https://iiif.irht.cnrs.fr/iiif/VOLUME1/France/Paris/Archives_nationales/FRAN_0021_JJ123/DEPOT/FRAN_0021_11322_A/full/full/0/default.jpg,"https://iiif.irht.cnrs.fr/iiif/VOLUME1/France/Paris/Archives_nationales/FRAN_0021_JJ123/DEPOT/FRAN_0021_11322_A/3,45,4274,4860/600,/0/default.jpg",_remote,
20165,z1,1,ark:/63955/vwev9m783u6d,10637,JJ123,10v,22,AI,369,199,3713,4564,9.037971887550206,4.057891566265058,90.93202811244979,93.09698795180726,4083,4902,FRAN_0021_11323_A,https://iiif.irht.cnrs.fr/iiif/VOLUME1/France/Paris/Archives_nationales/FRAN_0021_JJ123/DEPOT/FRAN_0021_11323_A/full/full/0/default.jpg,"https://iiif.irht.cnrs.fr/iiif/VOLUME1/France/Paris/Archives_nationales/FRAN_0021_JJ123/DEPOT/FRAN_0021_11323_A/369,199,3713,4564/600,/0/default.jpg",_remote,
20166,z1,1,ark:/63955/v8tmvq7niij3,10638,JJ123,11r,23,AF,30,9,4280,1068,0.6849999999999967,0.1899999999999999,99.31,21.740000000000002,4310,4911,FRAN_0021_11324_A,https://iiif.irht.cnrs.fr/iiif/VOLUME1/France/Paris/Archives_nationales/FRAN_0021_JJ123/DEPOT/FRAN_0021_11324_A/full/full/0/default.jpg,"https://iiif.irht.cnrs.fr/iiif/VOLUME1/France/Paris/Archives_nationales/FRAN_0021_JJ123/DEPOT/FRAN_0021_11324_A/30,9,4280,1068/600,/0/default.jpg",_remote,
20167,z2,2,ark:/63955/v8tmvq7niij3,10638,JJ123,11r,23,AC,4,1084,4282,2918,0.10000000000000009,22.06500000000001,99.36,59.41,4310,4911,FRAN_0021_11324_A,https://iiif.irht.cnrs.fr/iiif/VOLUME1/France/Paris/Archives_nationales/FRAN_0021_JJ123/DEPOT/FRAN_0021_11324_A/full/full/0/default.jpg,"https://iiif.irht.cnrs.fr/iiif/VOLUME1/France/Paris/Archives_nationales/FRAN_0021_JJ123/DEPOT/FRAN_0021_11324_A/4,1084,4282,2918/600,/0/default.jpg",_remote,
20168,z3,3,ark:/63955/v8tmvq7niij3,10638,JJ123,11r,23,AI,3,3982,4305,771,0.07499999999999729,81.08999999999999,99.89,15.7,4310,4911,FRAN_0021_11324_A,https://iiif.irht.cnrs.fr/iiif/VOLUME1/France/Paris/Archives_nationales/FRAN_0021_JJ123/DEPOT/FRAN_0021_11324_A/full/full/0/default.jpg,"https://iiif.irht.cnrs.fr/iiif/VOLUME1/France/Paris/Archives_nationales/FRAN_0021_JJ123/DEPOT/FRAN_0021_11324_A/3,3982,4305,771/600,/0/default.jpg",_remote,
20169,z1,1,ark:/63955/vgzs4zybcc7q,10639,JJ123,11v,24,AF,79,166,4001,1801,1.9299999999999984,3.384999999999999,98.0,36.75,4083,4902,FRAN_0021_11325_A,https://iiif.irht.cnrs.fr/iiif/VOLUME1/France/Paris/Archives_nationales/FRAN_0021_JJ123/DEPOT/FRAN_0021_11325_A/full/full/0/default.jpg,"https://iiif.irht.cnrs.fr/iiif/VOLUME1/France/Paris/Archives_nationales/FRAN_0021_JJ123/DEPOT/FRAN_0021_11325_A/79,166,4001,1801/600,/0/default.jpg",_remote,
20170,z2,2,ark:/63955/vgzs4zybcc7q,10639,JJ123,11v,24,AI,109,1968,3973,2918,2.660000000000001,40.145,97.3,59.53000000000001,4083,4902,FRAN_0021_11325_A,https://iiif.irht.cnrs.fr/iiif/VOLUME1/France/Paris/Archives_nationales/FRAN_0021_JJ123/DEPOT/FRAN_0021_11325_A/full/full/0/default.jpg,"https://iiif.irht.cnrs.fr/iiif/VOLUME1/France/Paris/Archives_nationales/FRAN_0021_JJ123/DEPOT/FRAN_0021_11325_A/109,1968,3973,2918/600,/0/default.jpg",_remote,
20171,z1,1,ark:/63955/v8hcfpf9vsip,10640,JJ123,12r,25,AF,18,12,4289,1281,0.4200000000000037,0.244999999999998,99.52,26.090000000000003,4310,4911,FRAN_0021_11326_A,https://iiif.irht.cnrs.fr/iiif/VOLUME1/France/Paris/Archives_nationales/FRAN_0021_JJ123/DEPOT/FRAN_0021_11326_A/full/full/0/default.jpg,"https://iiif.irht.cnrs.fr/iiif/VOLUME1/France/Paris/Archives_nationales/FRAN_0021_JJ123/DEPOT/FRAN_0021_11326_A/18,12,4289,1281/600,/0/default.jpg",_remote,
20172,z2,2,ark:/63955/v8hcfpf9vsip,10640,JJ123,12r,25,AI,5,1295,4282,3567,0.12000000000000344,26.369999999999997,99.33999999999999,72.64,4310,4911,FRAN_0021_11326_A,https://iiif.irht.cnrs.fr/iiif/VOLUME1/France/Paris/Archives_nationales/FRAN_0021_JJ123/DEPOT/FRAN_0021_11326_A/full/full/0/default.jpg,"https://iiif.irht.cnrs.fr/iiif/VOLUME1/France/Paris/Archives_nationales/FRAN_0021_JJ123/DEPOT/FRAN_0021_11326_A/5,1295,4282,3567/600,/0/default.jpg",_remote,
20173,z1,1,ark:/63955/vfefm1x5l1lk,10641,JJ123,12v,26,AF,8,173,4070,899,0.20499999999999408,3.5250000000000017,99.67,18.33,4083,4902,FRAN_0021_11327_A,https://iiif.irht.cnrs.fr/iiif/VOLUME1/France/Paris/Archives_nationales/FRAN_0021_JJ123/DEPOT/FRAN_0021_11327_A/full/full/0/default.jpg,"https://iiif.irht.cnrs.fr/iiif/VOLUME1/France/Paris/Archives_nationales/FRAN_0021_JJ123/DEPOT/FRAN_0021_11327_A/8,173,4070,899/600,/0/default.jpg",_remote,
20174,z2,2,ark:/63955/vfefm1x5l1lk,10641,JJ123,12v,26,AC,67,1068,4016,3827,1.6449999999999965,21.785,98.35000000000001,78.07,4083,4902,FRAN_0021_11327_A,https://iiif.irht.cnrs.fr/iiif/VOLUME1/France/Paris/Archives_nationales/FRAN_0021_JJ123/DEPOT/FRAN_0021_11327_A/full/full/0/default.jpg,"https://iiif.irht.cnrs.fr/iiif/VOLUME1/France/Paris/Archives_nationales/FRAN_0021_JJ123/DEPOT/FRAN_0021_11327_A/67,1068,4016,3827/600,/0/default.jpg",_remote,
20175,z1,1,ark:/63955/vuqks1x49ncq,10642,JJ123,13r,27,AC,2,58,4307,3022,0.050000000000000044,1.1900000000000022,99.92,61.53999999999999,4310,4911,FRAN_0021_11328_A,https://iiif.irht.cnrs.fr/iiif/VOLUME1/France/Paris/Archives_nationales/FRAN_0021_JJ123/DEPOT/FRAN_0021_11328_A/full/full/0/default.jpg,"https://iiif.irht.cnrs.fr/iiif/VOLUME1/France/Paris/Archives_nationales/FRAN_0021_JJ123/DEPOT/FRAN_0021_11328_A/2,58,4307,3022/600,/0/default.jpg",_remote,
20176,z2,2,ark:/63955/vuqks1x49ncq,10642,JJ123,13r,27,AI,8,3074,4302,1695,0.18000000000000238,62.595,99.82,34.510000000000005,4310,4911,FRAN_0021_11328_A,https://iiif.irht.cnrs.fr/iiif/VOLUME1/France/Paris/Archives_nationales/FRAN_0021_JJ123/DEPOT/FRAN_0021_11328_A/full/full/0/default.jpg,"https://iiif.irht.cnrs.fr/iiif/VOLUME1/France/Paris/Archives_nationales/FRAN_0021_JJ123/DEPOT/FRAN_0021_11328_A/8,3074,4302,1695/600,/0/default.jpg",_remote,
20177,z1,1,ark:/63955/v0sgg2b9k1oy,10643,JJ123,13v,28,AF,31,52,4050,1842,0.7650000000000046,1.0550000000000004,99.19,37.57,4083,4902,FRAN_0021_11329_A,https://iiif.irht.cnrs.fr/iiif/VOLUME1/France/Paris/Archives_nationales/FRAN_0021_JJ123/DEPOT/FRAN_0021_11329_A/full/full/0/default.jpg,"https://iiif.irht.cnrs.fr/iiif/VOLUME1/France/Paris/Archives_nationales/FRAN_0021_JJ123/DEPOT/FRAN_0021_11329_A/31,52,4050,1842/600,/0/default.jpg",_remote,
20178,z2,2,ark:/63955/v0sgg2b9k1oy,10643,JJ123,13v,28,AC,117,1891,3966,3006,2.8549999999999964,38.580000000000005,97.13000000000001,61.31999999999999,4083,4902,FRAN_0021_11329_A,https://iiif.irht.cnrs.fr/iiif/VOLUME1/France/Paris/Archives_nationales/FRAN_0021_JJ123/DEPOT/FRAN_0021_11329_A/full/full/0/default.jpg,"https://iiif.irht.cnrs.fr/iiif/VOLUME1/France/Paris/Archives_nationales/FRAN_0021_JJ123/DEPOT/FRAN_0021_11329_A/117,1891,3966,3006/600,/0/default.jpg",_remote,
20179,z1,1,ark:/63955/vga0eflf169r,10644,JJ123,14r,29,AC,2,25,4308,2803,0.05499999999999394,0.5000000000000004,99.95,57.08,4310,4911,FRAN_0021_11330_A,https://iiif.irht.cnrs.fr/iiif/VOLUME1/France/Paris/Archives_nationales/FRAN_0021_JJ123/DEPOT/FRAN_0021_11330_A/full/full/0/default.jpg,"https://iiif.irht.cnrs.fr/iiif/VOLUME1/France/Paris/Archives_nationales/FRAN_0021_JJ123/DEPOT/FRAN_0021_11330_A/2,25,4308,2803/600,/0/default.jpg",_remote,
20180,z2,2,ark:/63955/vga0eflf169r,10644,JJ123,14r,29,AC,7,2815,4304,1979,0.15499999999999958,57.330000000000005,99.85000000000001,40.300000000000004,4310,4911,FRAN_0021_11330_A,https://iiif.irht.cnrs.fr/iiif/VOLUME1/France/Paris/Archives_nationales/FRAN_0021_JJ123/DEPOT/FRAN_0021_11330_A/full/full/0/default.jpg,"https://iiif.irht.cnrs.fr/iiif/VOLUME1/France/Paris/Archives_nationales/FRAN_0021_JJ123/DEPOT/FRAN_0021_11330_A/7,2815,4304,1979/600,/0/default.jpg",_remote,
