"annotation_id","annotator","created_at","folio_label","folio_sort_key","id","image","image_path","label","lead_time","register","updated_at","volume"
24979,"1","2026-07-18T08:13:04.308080Z","5r","11",45218,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vyfhtdtg6fu9/full/1200,/0/default.jpg","Paris_Archives_Nationales_JJ200_11.jpg","[{""x"":0.27,""y"":0.0,""width"":99.7,""height"":30.12,""rotation"":0,""rectanglelabels"":[""AF""],""original_width"":1200,""original_height"":1500},{""x"":0.125,""y"":29.915,""width"":99.85,""height"":69.89,""rotation"":0,""rectanglelabels"":[""AI""],""original_width"":1200,""original_height"":1500}]","","JJ200","2026-07-18T08:13:04.308080Z","JJ200"
24980,"1","2026-07-18T08:13:04.308080Z","5v","12",45219,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/v3vxqasg0adj/full/1200,/0/default.jpg","Paris_Archives_Nationales_JJ200_12.jpg","[{""x"":0.48,""y"":0.18,""width"":99.52,""height"":99.62,""rotation"":0,""rectanglelabels"":[""AM""],""original_width"":1200,""original_height"":1434}]","","JJ200","2026-07-18T08:13:04.308080Z","JJ200"
24981,"1","2026-07-18T08:13:04.308080Z","6r","13",45220,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vr7q9gji18gh/full/1200,/0/default.jpg","Paris_Archives_Nationales_JJ200_13.jpg","[{""x"":0.065,""y"":0.02,""width"":99.93,""height"":99.88,""rotation"":0,""rectanglelabels"":[""AF""],""original_width"":1200,""original_height"":1500}]","","JJ200","2026-07-18T08:13:04.308080Z","JJ200"
24982,"1","2026-07-18T08:13:04.308080Z","6v","14",45221,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vp9uiq0yk92g/full/1200,/0/default.jpg","Paris_Archives_Nationales_JJ200_14.jpg","",2.526,"JJ200","2026-07-18T08:13:04.308080Z","JJ200"
24983,"1","2026-07-18T08:13:04.308080Z","7r","15",45222,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/v7tr0asanb2v/full/,1200/0/default.jpg","Paris_Archives_Nationales_JJ200_15.jpg","[{""x"":0.72,""y"":0.0,""width"":94.48,""height"":100.0,""rotation"":0,""rectanglelabels"":[""AI""],""original_width"":1271,""original_height"":1200}]","","JJ200","2026-07-18T08:13:04.308080Z","JJ200"
24984,"1","2026-07-18T08:13:04.308080Z","7v","16",45223,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/v1cbluduaujk/full/,1200/0/default.jpg","Paris_Archives_Nationales_JJ200_16.jpg","[{""x"":0.52,""y"":16.56,""width"":99.48,""height"":83.44,""rotation"":0,""rectanglelabels"":[""AI""],""original_width"":1260,""original_height"":1200},{""x"":0.79,""y"":0.055,""width"":99.12,""height"":16.57,""rotation"":0,""rectanglelabels"":[""AF""],""original_width"":1260,""original_height"":1200}]","","JJ200","2026-07-18T08:13:04.308080Z","JJ200"
24985,"1","2026-07-18T08:13:04.308080Z","8r","17",45224,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vo2bp1vz4c6x/full/,1200/0/default.jpg","Paris_Archives_Nationales_JJ200_17.jpg","[{""x"":1.125,""y"":0.14,""width"":98.87,""height"":99.86,""rotation"":0,""rectanglelabels"":[""AF""],""original_width"":1271,""original_height"":1200}]","","JJ200","2026-07-18T08:13:04.308080Z","JJ200"
24986,"1","2026-07-18T08:13:04.308080Z","8v","18",45225,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/v367vhv6jq8w/full/,1200/0/default.jpg","Paris_Archives_Nationales_JJ200_18.jpg","[{""x"":0.005,""y"":45.5,""width"":99.97,""height"":54.3,""rotation"":0,""rectanglelabels"":[""AC""],""original_width"":1269,""original_height"":1200},{""x"":0.02,""y"":0.0,""width"":99.98,""height"":45.76,""rotation"":0,""rectanglelabels"":[""AC""],""original_width"":1269,""original_height"":1200}]","","JJ200","2026-07-18T08:13:04.308080Z","JJ200"
24987,"1","2026-07-18T08:13:04.308080Z","9r","19",45226,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/v2tqfo197mya/full/1200,/0/default.jpg","Paris_Archives_Nationales_JJ200_19.jpg","[{""x"":0.045,""y"":0.05,""width"":99.81,""height"":64.14,""rotation"":0,""rectanglelabels"":[""AC""],""original_width"":1200,""original_height"":1327},{""x"":0.12,""y"":64.205,""width"":99.7,""height"":35.29,""rotation"":0,""rectanglelabels"":[""AI""],""original_width"":1200,""original_height"":1327}]",4.909,"JJ200","2026-07-18T08:13:04.308080Z","JJ200"
24988,"1","2026-07-18T08:13:04.308080Z","9v","20",45227,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vxnctng5te90/full/1200,/0/default.jpg","Paris_Archives_Nationales_JJ200_20.jpg","[{""x"":0.295,""y"":0.08,""width"":99.71,""height"":99.74,""rotation"":0,""rectanglelabels"":[""AM""],""original_width"":1200,""original_height"":1320}]","","JJ200","2026-07-18T08:13:04.308080Z","JJ200"
24989,"1","2026-07-18T08:13:04.308080Z","10r","21",45228,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vm5hhc18kyae/full/1200,/0/default.jpg","Paris_Archives_Nationales_JJ200_21.jpg","[{""x"":0.365,""y"":0.09,""width"":99.57,""height"":99.88,""rotation"":0,""rectanglelabels"":[""AM""],""original_width"":1200,""original_height"":1326}]","","JJ200","2026-07-18T08:13:04.308080Z","JJ200"
24990,"1","2026-07-18T08:13:04.308080Z","10v","22",45229,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vop2qzadylam/full/1200,/0/default.jpg","Paris_Archives_Nationales_JJ200_22.jpg","[{""x"":-0.005,""y"":0.31,""width"":99.93,""height"":59.08,""rotation"":0,""rectanglelabels"":[""AF""],""original_width"":1200,""original_height"":1346},{""x"":0.08,""y"":59.41,""width"":99.92,""height"":39.9,""rotation"":0,""rectanglelabels"":[""AI""],""original_width"":1200,""original_height"":1346}]",2.311,"JJ200","2026-07-18T08:13:04.308080Z","JJ200"
24991,"1","2026-07-18T08:13:04.308080Z","11r","23",45230,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vy49ea3tj3fp/full/1200,/0/default.jpg","Paris_Archives_Nationales_JJ200_23.jpg","[{""x"":0.05,""y"":30.5,""width"":99.76,""height"":36.58,""rotation"":0,""rectanglelabels"":[""AC""],""original_width"":1200,""original_height"":1327},{""x"":-0.005,""y"":0.09,""width"":99.83,""height"":30.38,""rotation"":0,""rectanglelabels"":[""AF""],""original_width"":1200,""original_height"":1327},{""x"":0.005,""y"":66.82,""width"":99.83,""height"":33.14,""rotation"":0,""rectanglelabels"":[""AI""],""original_width"":1200,""original_height"":1327}]","","JJ200","2026-07-18T08:13:04.308080Z","JJ200"
24992,"1","2026-07-18T08:13:04.308080Z","11v","24",45231,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vlx1n5mlf1a5/full/1200,/0/default.jpg","Paris_Archives_Nationales_JJ200_24.jpg","[{""x"":0.195,""y"":0.12,""width"":99.73,""height"":99.18,""rotation"":0,""rectanglelabels"":[""AF""],""original_width"":1200,""original_height"":1359}]","","JJ200","2026-07-18T08:13:04.308080Z","JJ200"
24993,"1","2026-07-18T08:13:04.308080Z","12r","25",45232,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/v415ee30ppyt/full/1200,/0/default.jpg","Paris_Archives_Nationales_JJ200_25.jpg","[{""x"":0.065,""y"":0.05,""width"":99.87,""height"":99.52,""rotation"":0,""rectanglelabels"":[""AI""],""original_width"":1200,""original_height"":1344}]","","JJ200","2026-07-18T08:13:04.308080Z","JJ200"
24994,"1","2026-07-18T08:13:04.308080Z","12v","26",45233,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vzd327n6mcsj/full/1200,/0/default.jpg","Paris_Archives_Nationales_JJ200_26.jpg","[{""x"":0.075,""y"":0.02,""width"":99.81,""height"":39.32,""rotation"":0,""rectanglelabels"":[""AF""],""original_width"":1200,""original_height"":1351},{""x"":0.06,""y"":39.24,""width"":99.84,""height"":60.54,""rotation"":0,""rectanglelabels"":[""AI""],""original_width"":1200,""original_height"":1351}]",2.841,"JJ200","2026-07-18T08:13:04.308080Z","JJ200"
24995,"1","2026-07-18T08:13:04.308080Z","13r","27",45234,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vefp0141ba5d/full/1200,/0/default.jpg","Paris_Archives_Nationales_JJ200_27.jpg","[{""x"":0,""y"":64.65,""width"":100,""height"":33.4,""rotation"":0,""rectanglelabels"":[""AI""],""original_width"":1200,""original_height"":1362},{""x"":0,""y"":0.1,""width"":100,""height"":64.22,""rotation"":0,""rectanglelabels"":[""AF""],""original_width"":1200,""original_height"":1362}]",2.482,"JJ200","2026-07-18T08:13:04.308080Z","JJ200"
24996,"1","2026-07-18T08:13:04.318312Z","13v","28",45235,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vfkrjlg9k98x/full/1200,/0/default.jpg","Paris_Archives_Nationales_JJ200_28.jpg","[{""x"":0.3,""y"":0.115,""width"":99.7,""height"":98.77,""rotation"":0,""rectanglelabels"":[""AM""],""original_width"":1200,""original_height"":1348}]",2.708,"JJ200","2026-07-18T08:13:04.318312Z","JJ200"
24997,"1","2026-07-18T08:13:04.318312Z","14r","29",45236,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vdb50hrd9brp/full/1200,/0/default.jpg","Paris_Archives_Nationales_JJ200_29.jpg","[{""x"":0.0,""y"":15.28,""width"":99.96,""height"":83.9,""rotation"":0,""rectanglelabels"":[""AC""],""original_width"":1200,""original_height"":1364},{""x"":0.085,""y"":0.07,""width"":99.85,""height"":15.28,""rotation"":0,""rectanglelabels"":[""AF""],""original_width"":1200,""original_height"":1364}]","","JJ200","2026-07-18T08:13:04.318312Z","JJ200"
24998,"1","2026-07-18T08:13:04.318312Z","14v","30",45237,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/v0rq5t2fzfvk/full/1200,/0/default.jpg","Paris_Archives_Nationales_JJ200_30.jpg","[{""x"":0.16,""y"":0.19,""width"":99.8,""height"":99.74,""rotation"":0,""rectanglelabels"":[""AC""],""original_width"":1200,""original_height"":1346}]","","JJ200","2026-07-18T08:13:04.318312Z","JJ200"
24999,"1","2026-07-18T08:13:04.318312Z","15r","31",45238,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/v6f5nopxxnb8/full/1200,/0/default.jpg","Paris_Archives_Nationales_JJ200_31.jpg","[{""x"":0.5299999999999965,""y"":0.02858462990264404,""width"":99.47,""height"":99.69,""rotation"":0,""rectanglelabels"":[""AI""],""original_width"":1200,""original_height"":1307}]",3.447,"JJ200","2026-07-18T08:13:04.318312Z","JJ200"
25000,"1","2026-07-18T08:13:04.318312Z","15v","32",45239,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vsbqkp0wgpw8/full/1200,/0/default.jpg","Paris_Archives_Nationales_JJ200_32.jpg","[{""x"":0.005,""y"":0.03,""width"":99.99,""height"":21.82,""rotation"":0,""rectanglelabels"":[""AF""],""original_width"":1200,""original_height"":1313},{""x"":0.24,""y"":21.845,""width"":99.76,""height"":77.95,""rotation"":0,""rectanglelabels"":[""AI""],""original_width"":1200,""original_height"":1313}]",2.251,"JJ200","2026-07-18T08:13:04.318312Z","JJ200"
25001,"1","2026-07-18T08:13:04.318312Z","16r","33",45240,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vg22ii2yem5t/full/1200,/0/default.jpg","Paris_Archives_Nationales_JJ200_33.jpg","[{""x"":0.06,""y"":0.06,""width"":99.94,""height"":18.86,""rotation"":0,""rectanglelabels"":[""AF""],""original_width"":1200,""original_height"":1307},{""x"":0.065,""y"":18.685,""width"":99.93,""height"":81.07,""rotation"":0,""rectanglelabels"":[""AC""],""original_width"":1200,""original_height"":1307}]",35.041,"JJ200","2026-07-18T08:13:04.318312Z","JJ200"
25002,"1","2026-07-18T08:13:04.318312Z","16v","34",45241,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vssiiqf61nzd/full/1200,/0/default.jpg","Paris_Archives_Nationales_JJ200_34.jpg","[{""x"":0.205,""y"":0.085,""width"":99.71,""height"":99.91,""rotation"":0,""rectanglelabels"":[""AC""],""original_width"":1200,""original_height"":1292}]","","JJ200","2026-07-18T08:13:04.318312Z","JJ200"
25003,"1","2026-07-18T08:13:04.318312Z","17r","35",45242,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vej2efj3crjf/full/1200,/0/default.jpg","Paris_Archives_Nationales_JJ200_35.jpg","[{""x"":0.0,""y"":0.305,""width"":100.0,""height"":52.17,""rotation"":0,""rectanglelabels"":[""AC""],""original_width"":1200,""original_height"":1306},{""x"":0.385,""y"":52.335,""width"":99.61,""height"":47.01,""rotation"":0,""rectanglelabels"":[""AC""],""original_width"":1200,""original_height"":1306}]","","JJ200","2026-07-18T08:13:04.318312Z","JJ200"
25004,"1","2026-07-18T08:13:04.318312Z","17v","36",45243,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vu2xw0ci55by/full/1200,/0/default.jpg","Paris_Archives_Nationales_JJ200_36.jpg","[{""x"":0.16,""y"":55.12,""width"":99.8,""height"":44.72,""rotation"":0,""rectanglelabels"":[""AI""],""original_width"":1200,""original_height"":1274},{""x"":0.21,""y"":0.02,""width"":99.7,""height"":55.4,""rotation"":0,""rectanglelabels"":[""AC""],""original_width"":1200,""original_height"":1274}]",4.945,"JJ200","2026-07-18T08:13:04.318312Z","JJ200"
25005,"1","2026-07-18T08:13:04.318312Z","18r","37",45244,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vnto3zpry25i/full/1200,/0/default.jpg","Paris_Archives_Nationales_JJ200_37.jpg","[{""x"":0.105,""y"":0.03,""width"":99.89,""height"":99.68,""rotation"":0,""rectanglelabels"":[""AM""],""original_width"":1200,""original_height"":1306}]","","JJ200","2026-07-18T08:13:04.318312Z","JJ200"
25006,"1","2026-07-18T08:13:04.318312Z","18v","38",45245,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/v5jyonbg7qaa/full/1200,/0/default.jpg","Paris_Archives_Nationales_JJ200_38.jpg","[{""x"":1.145,""y"":0.06,""width"":98.85,""height"":99.72,""rotation"":0,""rectanglelabels"":[""AM""],""original_width"":1200,""original_height"":1264}]","","JJ200","2026-07-18T08:13:04.318312Z","JJ200"
25007,"1","2026-07-18T08:13:04.318312Z","19r","39",45246,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vo6a0pg50etu/full/1200,/0/default.jpg","Paris_Archives_Nationales_JJ200_39.jpg","[{""x"":0.235,""y"":3.31,""width"":99.77,""height"":96.56,""rotation"":0,""rectanglelabels"":[""AM""],""original_width"":1200,""original_height"":1237}]",7.346,"JJ200","2026-07-18T08:13:04.318312Z","JJ200"
25008,"1","2026-07-18T08:13:04.318312Z","19v","40",45247,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/v3wtsnrvta0c/full/1200,/0/default.jpg","Paris_Archives_Nationales_JJ200_40.jpg","[{""x"":0.035,""y"":0.055,""width"":99.97,""height"":99.91,""rotation"":0,""rectanglelabels"":[""AM""],""original_width"":1200,""original_height"":1245}]","","JJ200","2026-07-18T08:13:04.318312Z","JJ200"
25009,"1","2026-07-18T08:13:04.318312Z","20r","41",45248,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/v8p0j579fhym/full/1200,/0/default.jpg","Paris_Archives_Nationales_JJ200_41.jpg","[{""x"":0.07,""y"":0.08,""width"":99.74,""height"":56.86,""rotation"":0,""rectanglelabels"":[""AF""],""original_width"":1200,""original_height"":1266},{""x"":3.075,""y"":56.965,""width"":96.77,""height"":39.51,""rotation"":0,""rectanglelabels"":[""AI""],""original_width"":1200,""original_height"":1266}]","","JJ200","2026-07-18T08:13:04.318312Z","JJ200"
25010,"1","2026-07-18T08:13:04.318312Z","20v","42",45249,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vsyc84cny6qu/full/1200,/0/default.jpg","Paris_Archives_Nationales_JJ200_42.jpg","[{""x"":0.14,""y"":0.03,""width"":99.86,""height"":99.88,""rotation"":0,""rectanglelabels"":[""AF""],""original_width"":1200,""original_height"":1237}]","","JJ200","2026-07-18T08:13:04.318312Z","JJ200"
25011,"1","2026-07-18T08:13:04.318312Z","21r","43",45250,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/v0jisfb2goa5/full/1200,/0/default.jpg","Paris_Archives_Nationales_JJ200_43.jpg","[{""x"":0.38,""y"":0.105,""width"":99.62,""height"":52.27,""rotation"":0,""rectanglelabels"":[""AC""],""original_width"":1200,""original_height"":1306},{""x"":0.41,""y"":52.285,""width"":99.58,""height"":47.43,""rotation"":0,""rectanglelabels"":[""AI""],""original_width"":1200,""original_height"":1306}]","","JJ200","2026-07-18T08:13:04.318312Z","JJ200"
25012,"1","2026-07-18T08:13:04.318312Z","21v","44",45251,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/voubw3qd2d60/full/1200,/0/default.jpg","Paris_Archives_Nationales_JJ200_44.jpg","[{""x"":0.16,""y"":39.315,""width"":99.84,""height"":60.53,""rotation"":0,""rectanglelabels"":[""AI""],""original_width"":1200,""original_height"":1233},{""x"":0.225,""y"":0.035,""width"":99.77,""height"":39.29,""rotation"":0,""rectanglelabels"":[""AF""],""original_width"":1200,""original_height"":1233}]","","JJ200","2026-07-18T08:13:04.318312Z","JJ200"
25013,"1","2026-07-18T08:13:04.318312Z","22r","45",45252,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vpf52238ty9d/full/1200,/0/default.jpg","Paris_Archives_Nationales_JJ200_45.jpg","[{""x"":0.215,""y"":0.025,""width"":99.79,""height"":99.85,""rotation"":0,""rectanglelabels"":[""AF""],""original_width"":1200,""original_height"":1324}]","","JJ200","2026-07-18T08:13:04.318312Z","JJ200"
25014,"1","2026-07-18T08:13:04.318312Z","22v","46",45253,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vg1ss39gee58/full/1200,/0/default.jpg","Paris_Archives_Nationales_JJ200_46.jpg","[{""x"":0.02,""y"":51.24,""width"":99.96,""height"":47.9,""rotation"":0,""rectanglelabels"":[""AI""],""original_width"":1200,""original_height"":1251},{""x"":0.26,""y"":0.04,""width"":99.74,""height"":51.34,""rotation"":0,""rectanglelabels"":[""AC""],""original_width"":1200,""original_height"":1251}]",6.447,"JJ200","2026-07-18T08:13:04.318312Z","JJ200"
25015,"1","2026-07-18T08:13:04.318312Z","23r","47",45254,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vp1cgfeulfj1/full/1200,/0/default.jpg","Paris_Archives_Nationales_JJ200_47.jpg","[{""x"":0.0,""y"":0.21,""width"":100.0,""height"":49.66,""rotation"":0,""rectanglelabels"":[""AF""],""original_width"":1200,""original_height"":1291},{""x"":0.035,""y"":49.82,""width"":99.97,""height"":50.06,""rotation"":0,""rectanglelabels"":[""AI""],""original_width"":1200,""original_height"":1291}]","","JJ200","2026-07-18T08:13:04.318312Z","JJ200"
25016,"1","2026-07-18T08:13:04.359405Z","23v","48",45255,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vkl3ouxm3a35/full/1200,/0/default.jpg","Paris_Archives_Nationales_JJ200_48.jpg","[{""x"":0.45,""y"":0.165,""width"":99.46,""height"":37.01,""rotation"":0,""rectanglelabels"":[""AF""],""original_width"":1200,""original_height"":1301},{""x"":0.0,""y"":37.065,""width"":99.92,""height"":62.81,""rotation"":0,""rectanglelabels"":[""AI""],""original_width"":1200,""original_height"":1301}]","","JJ200","2026-07-18T08:13:04.359405Z","JJ200"
25017,"1","2026-07-18T08:13:04.359405Z","24r","49",45256,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/v3w8ccnrivhj/full/1200,/0/default.jpg","Paris_Archives_Nationales_JJ200_49.jpg","[{""x"":0.125,""y"":76.59,""width"":99.87,""height"":22.9,""rotation"":0,""rectanglelabels"":[""AC""],""original_width"":1200,""original_height"":1291},{""x"":0.0,""y"":0.005,""width"":100.0,""height"":78.27,""rotation"":0,""rectanglelabels"":[""AF""],""original_width"":1200,""original_height"":1291}]","","JJ200","2026-07-18T08:13:04.359405Z","JJ200"
25018,"1","2026-07-18T08:13:04.359405Z","24v","50",45257,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/v7yzmsk1bmmx/full/1200,/0/default.jpg","Paris_Archives_Nationales_JJ200_50.jpg","[{""x"":0.43,""y"":0.04,""width"":99.48,""height"":99.9,""rotation"":0,""rectanglelabels"":[""AC""],""original_width"":1200,""original_height"":1292}]","","JJ200","2026-07-18T08:13:04.359405Z","JJ200"
25019,"1","2026-07-18T08:13:04.359405Z","25r","51",45258,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vpasnwvy012w/full/1200,/0/default.jpg","Paris_Archives_Nationales_JJ200_51.jpg","[{""x"":0.025,""y"":0.12,""width"":99.97,""height"":76.26,""rotation"":0,""rectanglelabels"":[""AC""],""original_width"":1200,""original_height"":1324},{""x"":0.185,""y"":75.605,""width"":99.81,""height"":23.83,""rotation"":0,""rectanglelabels"":[""AI""],""original_width"":1200,""original_height"":1324}]",8.289,"JJ200","2026-07-18T08:13:04.359405Z","JJ200"
25020,"1","2026-07-18T08:13:04.359405Z","25v","52",45259,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/v9f9x6rsoa0m/full/1200,/0/default.jpg","Paris_Archives_Nationales_JJ200_52.jpg","[{""x"":0.46,""y"":0.045,""width"":99.54,""height"":99.95,""rotation"":0,""rectanglelabels"":[""AF""],""original_width"":1200,""original_height"":1311}]","","JJ200","2026-07-18T08:13:04.359405Z","JJ200"
25021,"1","2026-07-18T08:13:04.359405Z","26r","53",45260,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/v9mfuorgao6l/full/1200,/0/default.jpg","Paris_Archives_Nationales_JJ200_53.jpg","[{""x"":0.2749999999999994,""y"":0.14499999999999996,""width"":99.72499999999995,""height"":71.07014097315833,""rotation"":0,""rectanglelabels"":[""AC""],""original_width"":1200,""original_height"":1324},{""x"":2.183546759798215,""y"":70.77997671711293,""width"":93.37873496313543,""height"":20.023282887077997,""rotation"":0,""rectanglelabels"":[""AI""],""original_width"":1200,""original_height"":1324}]",15.898,"JJ200","2026-07-18T08:13:04.359405Z","JJ200"
25022,"1","2026-07-18T08:13:04.369661Z","26v","54",45261,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vguicsidufn9/full/1200,/0/default.jpg","Paris_Archives_Nationales_JJ200_54.jpg","[{""x"":0.205,""y"":0.295,""width"":99.79,""height"":46.83,""rotation"":0,""rectanglelabels"":[""AF""],""original_width"":1200,""original_height"":1336},{""x"":0.145,""y"":47.13,""width"":99.85,""height"":52.78,""rotation"":0,""rectanglelabels"":[""AI""],""original_width"":1200,""original_height"":1336}]","","JJ200","2026-07-18T08:13:04.369661Z","JJ200"
