"annotation_id","annotator","created_at","folio_label","folio_sort_key","id","image","image_path","label","lead_time","register","updated_at","volume"
12573,"1","2026-06-19T11:23:57.460728Z","1r","11",12573,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/v66u7qzn7vtl/full/1200,/0/default.jpg","Paris_Archives_Nationales_JJ170_11.jpg","[{""x"":0.025,""y"":3.475,""width"":86.85,""height"":93.89,""rotation"":0,""rectanglelabels"":[""AI""],""original_width"":1200,""original_height"":1368}]","","JJ170","2026-06-19T11:23:57.460728Z","JJ170"
12574,"1","2026-06-19T11:23:57.460728Z","1v","12",12574,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vvcy9ue7r1ae/full/1200,/0/default.jpg","Paris_Archives_Nationales_JJ170_12.jpg","[{""x"":0.925,""y"":0.385,""width"":99.01,""height"":99.35,""rotation"":0,""rectanglelabels"":[""AM""],""original_width"":1200,""original_height"":1430}]","","JJ170","2026-06-19T11:23:57.460728Z","JJ170"
12575,"1","2026-06-19T11:23:57.460728Z","2r","13",12575,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vzuaukgbvmh2/full/1200,/0/default.jpg","Paris_Archives_Nationales_JJ170_13.jpg","[{""x"":0.055,""y"":2.41,""width"":83.83,""height"":96.36,""rotation"":0,""rectanglelabels"":[""AM""],""original_width"":1200,""original_height"":1378}]","","JJ170","2026-06-19T11:23:57.460728Z","JJ170"
12576,"1","2026-06-19T11:23:57.460728Z","2v","14",12576,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vgpsgdzb6k6i/full/1200,/0/default.jpg","Paris_Archives_Nationales_JJ170_14.jpg","[{""x"":0.845,""y"":0.6,""width"":99.09,""height"":98.86,""rotation"":0,""rectanglelabels"":[""AM""],""original_width"":1200,""original_height"":1430}]","","JJ170","2026-06-19T11:23:57.460728Z","JJ170"
12577,"1","2026-06-19T11:23:57.460728Z","3r","15",12577,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vjgdxo5zyjzt/full/1200,/0/default.jpg","Paris_Archives_Nationales_JJ170_15.jpg","[{""x"":0.0,""y"":2.645,""width"":85.32,""height"":95.27,""rotation"":0,""rectanglelabels"":[""AM""],""original_width"":1200,""original_height"":1378}]","","JJ170","2026-06-19T11:23:57.460728Z","JJ170"
12578,"1","2026-06-19T11:23:57.460728Z","3v","16",12578,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vuuda59xnbdc/full/1200,/0/default.jpg","Paris_Archives_Nationales_JJ170_16.jpg","[{""x"":0.105,""y"":0.475,""width"":99.79,""height"":97.95,""rotation"":0,""rectanglelabels"":[""AM""],""original_width"":1200,""original_height"":1438}]","","JJ170","2026-06-19T11:23:57.460728Z","JJ170"
12579,"1","2026-06-19T11:23:57.460728Z","4r","17",12579,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/v3tp25wnce6s/full/1200,/0/default.jpg","Paris_Archives_Nationales_JJ170_17.jpg","[{""x"":0.035,""y"":2.175,""width"":84.17,""height"":96.25,""rotation"":0,""rectanglelabels"":[""AM""],""original_width"":1200,""original_height"":1378}]","","JJ170","2026-06-19T11:23:57.460728Z","JJ170"
12580,"1","2026-06-19T11:23:57.460728Z","4v","18",12580,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vr4hx4fh38by/full/1200,/0/default.jpg","Paris_Archives_Nationales_JJ170_18.jpg","[{""x"":7.68,""y"":0.285,""width"":92.26,""height"":97.99,""rotation"":0,""rectanglelabels"":[""AM""],""original_width"":1200,""original_height"":1438}]","","JJ170","2026-06-19T11:23:57.460728Z","JJ170"
12581,"1","2026-06-19T11:23:57.460728Z","5r","19",12581,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vmm3vjr6x3ar/full/1200,/0/default.jpg","Paris_Archives_Nationales_JJ170_19.jpg","[{""x"":0.04,""y"":1.94,""width"":84.48,""height"":96.32,""rotation"":0,""rectanglelabels"":[""AM""],""original_width"":1200,""original_height"":1378}]","","JJ170","2026-06-19T11:23:57.460728Z","JJ170"
12582,"1","2026-06-19T11:23:57.460728Z","5v","20",12582,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vtdwp08471wc/full/1200,/0/default.jpg","Paris_Archives_Nationales_JJ170_20.jpg","[{""x"":16.52,""y"":0.28,""width"":83.42,""height"":97.06,""rotation"":0,""rectanglelabels"":[""AM""],""original_width"":1200,""original_height"":1438}]","","JJ170","2026-06-19T11:23:57.460728Z","JJ170"
12583,"1","2026-06-19T11:23:57.466498Z","6r","21",12583,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vjtgzak8lju8/full/1200,/0/default.jpg","Paris_Archives_Nationales_JJ170_21.jpg","[{""x"":0.005,""y"":2.77,""width"":83.83,""height"":95.92,""rotation"":0,""rectanglelabels"":[""AM""],""original_width"":1200,""original_height"":1378}]","","JJ170","2026-06-19T11:23:57.466498Z","JJ170"
12584,"1","2026-06-19T11:23:57.466498Z","6v","22",12584,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vmqrewph6gbk/full/1200,/0/default.jpg","Paris_Archives_Nationales_JJ170_22.jpg","[{""x"":16.355,""y"":0.27,""width"":83.59,""height"":98.62,""rotation"":0,""rectanglelabels"":[""AM""],""original_width"":1200,""original_height"":1438}]",3.802,"JJ170","2026-06-19T11:23:57.466498Z","JJ170"
12585,"1","2026-06-19T11:23:57.466498Z","7r","23",12585,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vd1kl5sn146u/full/1200,/0/default.jpg","Paris_Archives_Nationales_JJ170_23.jpg","[{""x"":0.15,""y"":2.69,""width"":85.34,""height"":95.72,""rotation"":0,""rectanglelabels"":[""AM""],""original_width"":1200,""original_height"":1378}]","","JJ170","2026-06-19T11:23:57.466498Z","JJ170"
12586,"1","2026-06-19T11:23:57.466498Z","7v","24",12586,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vl545dqo8yby/full/1200,/0/default.jpg","Paris_Archives_Nationales_JJ170_24.jpg","[{""x"":15.94,""y"":0.56,""width"":84.04,""height"":97.96,""rotation"":0,""rectanglelabels"":[""AM""],""original_width"":1200,""original_height"":1438}]",2.764,"JJ170","2026-06-19T11:23:57.466498Z","JJ170"
12587,"1","2026-06-19T11:23:57.466498Z","8r","25",12587,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vqpvf72vjm8k/full/1200,/0/default.jpg","Paris_Archives_Nationales_JJ170_25.jpg","[{""x"":0.035,""y"":2.905,""width"":84.25,""height"":95.19,""rotation"":0,""rectanglelabels"":[""AM""],""original_width"":1200,""original_height"":1378}]","","JJ170","2026-06-19T11:23:57.466498Z","JJ170"
12588,"1","2026-06-19T11:23:57.466498Z","8v","26",12588,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/v6upyiq3plov/full/1200,/0/default.jpg","Paris_Archives_Nationales_JJ170_26.jpg","[{""x"":13.62,""y"":2.4,""width"":86.3,""height"":97.02,""rotation"":0,""rectanglelabels"":[""AM""],""original_width"":1200,""original_height"":1438}]","","JJ170","2026-06-19T11:23:57.466498Z","JJ170"
12589,"1","2026-06-19T11:23:57.468034Z","9r","27",12589,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vqu9giheug4k/full/1200,/0/default.jpg","Paris_Archives_Nationales_JJ170_27.jpg","[{""x"":0.0,""y"":2.535,""width"":84.84,""height"":95.75,""rotation"":0,""rectanglelabels"":[""AM""],""original_width"":1200,""original_height"":1378}]","","JJ170","2026-06-19T11:23:57.468034Z","JJ170"
12590,"1","2026-06-19T11:23:57.468034Z","9v","28",12590,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vbksdfb0ow7j/full/1200,/0/default.jpg","Paris_Archives_Nationales_JJ170_28.jpg","[{""x"":14.775,""y"":1.085,""width"":85.19,""height"":97.73,""rotation"":0,""rectanglelabels"":[""AM""],""original_width"":1200,""original_height"":1438}]",2.781,"JJ170","2026-06-19T11:23:57.468034Z","JJ170"
12591,"1","2026-06-19T11:23:57.468034Z","10r","29",12591,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vl61c9ryxmor/full/1200,/0/default.jpg","Paris_Archives_Nationales_JJ170_29.jpg","[{""x"":0.0,""y"":2.22,""width"":84.72,""height"":96.52,""rotation"":0,""rectanglelabels"":[""AM""],""original_width"":1200,""original_height"":1378}]","","JJ170","2026-06-19T11:23:57.468034Z","JJ170"
12592,"1","2026-06-19T11:23:57.468034Z","10v","30",12592,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vv4adj5top58/full/1200,/0/default.jpg","Paris_Archives_Nationales_JJ170_30.jpg","[{""x"":14.535,""y"":0.715,""width"":85.43,""height"":98.81,""rotation"":0,""rectanglelabels"":[""AM""],""original_width"":1200,""original_height"":1438}]","","JJ170","2026-06-19T11:23:57.468034Z","JJ170"
12593,"1","2026-06-19T11:23:57.468034Z","11r","31",12593,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vijotjcpqwbw/full/1200,/0/default.jpg","Paris_Archives_Nationales_JJ170_31.jpg","[{""x"":-0.005,""y"":2.245,""width"":84.73,""height"":95.87,""rotation"":0,""rectanglelabels"":[""AM""],""original_width"":1200,""original_height"":1378}]","","JJ170","2026-06-19T11:23:57.468034Z","JJ170"
12594,"1","2026-06-19T11:23:57.468034Z","11v","32",12594,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vxo5pm3bau7f/full/1200,/0/default.jpg","Paris_Archives_Nationales_JJ170_32.jpg","[{""x"":2.89,""y"":2.16,""width"":97.04,""height"":97.64,""rotation"":0,""rectanglelabels"":[""AM""],""original_width"":1200,""original_height"":1466}]","","JJ170","2026-06-19T11:23:57.468034Z","JJ170"
12595,"1","2026-06-19T11:23:57.468034Z","12r","33",12595,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/v5kzaen0jwi2/full/1200,/0/default.jpg","Paris_Archives_Nationales_JJ170_33.jpg","[{""x"":0.055,""y"":2.545,""width"":84.09,""height"":95.89,""rotation"":0,""rectanglelabels"":[""AM""],""original_width"":1200,""original_height"":1378}]","","JJ170","2026-06-19T11:23:57.468034Z","JJ170"
12596,"1","2026-06-19T11:23:57.468034Z","12v","34",12596,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vkclx2btd8r1/full/1200,/0/default.jpg","Paris_Archives_Nationales_JJ170_34.jpg","[{""x"":0.0,""y"":1.515,""width"":100.0,""height"":98.19,""rotation"":0,""rectanglelabels"":[""AM""],""original_width"":1200,""original_height"":1466}]","","JJ170","2026-06-19T11:23:57.468034Z","JJ170"
12597,"1","2026-06-19T11:23:57.468034Z","13r","35",12597,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vegohryczehj/full/1200,/0/default.jpg","Paris_Archives_Nationales_JJ170_35.jpg","[{""x"":0.005,""y"":2.97,""width"":85.15,""height"":95.54,""rotation"":0,""rectanglelabels"":[""AM""],""original_width"":1200,""original_height"":1378}]","","JJ170","2026-06-19T11:23:57.468034Z","JJ170"
12598,"1","2026-06-19T11:23:57.468034Z","13v","36",12598,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vdrx1sgxajim/full/1200,/0/default.jpg","Paris_Archives_Nationales_JJ170_36.jpg","[{""x"":0.0,""y"":3.02,""width"":99.94,""height"":96.86,""rotation"":0,""rectanglelabels"":[""AM""],""original_width"":1200,""original_height"":1466}]","","JJ170","2026-06-19T11:23:57.468034Z","JJ170"
12599,"1","2026-06-19T11:23:57.468034Z","14r","37",12599,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/v4fog92o042h/full/1200,/0/default.jpg","Paris_Archives_Nationales_JJ170_37.jpg","[{""x"":0.0,""y"":2.835,""width"":84.66,""height"":95.81,""rotation"":0,""rectanglelabels"":[""AM""],""original_width"":1200,""original_height"":1378}]","","JJ170","2026-06-19T11:23:57.468034Z","JJ170"
12600,"1","2026-06-19T11:23:57.468034Z","14v","38",12600,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vsk9rw85drj5/full/1200,/0/default.jpg","Paris_Archives_Nationales_JJ170_38.jpg","[{""x"":0.005,""y"":2.42,""width"":99.99,""height"":97.52,""rotation"":0,""rectanglelabels"":[""AM""],""original_width"":1200,""original_height"":1466}]","","JJ170","2026-06-19T11:23:57.468034Z","JJ170"
12601,"1","2026-06-19T11:23:57.468034Z","15r","39",12601,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vpkx6i8p0vtg/full/1200,/0/default.jpg","Paris_Archives_Nationales_JJ170_39.jpg","[{""x"":0.0,""y"":2.795,""width"":85.82,""height"":95.79,""rotation"":0,""rectanglelabels"":[""AM""],""original_width"":1200,""original_height"":1378}]","","JJ170","2026-06-19T11:23:57.468034Z","JJ170"
12602,"1","2026-06-19T11:23:57.468034Z","15v","40",12602,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vkaqmzrq28im/full/1200,/0/default.jpg","Paris_Archives_Nationales_JJ170_40.jpg","[{""x"":0.0,""y"":3.055,""width"":99.96,""height"":96.77,""rotation"":0,""rectanglelabels"":[""AM""],""original_width"":1200,""original_height"":1466}]","","JJ170","2026-06-19T11:23:57.468034Z","JJ170"
12603,"1","2026-06-19T11:23:57.468034Z","16r","41",12603,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vh9ipfwhy26i/full/1200,/0/default.jpg","Paris_Archives_Nationales_JJ170_41.jpg","[{""x"":-0.005,""y"":2.915,""width"":84.79,""height"":95.85,""rotation"":0,""rectanglelabels"":[""AM""],""original_width"":1200,""original_height"":1378}]","","JJ170","2026-06-19T11:23:57.468034Z","JJ170"
12604,"1","2026-06-19T11:23:57.468034Z","16v","42",12604,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/v0c18224vjo6/full/1200,/0/default.jpg","Paris_Archives_Nationales_JJ170_42.jpg","[{""x"":0.0,""y"":3.19,""width"":99.92,""height"":96.1,""rotation"":0,""rectanglelabels"":[""AM""],""original_width"":1200,""original_height"":1466}]","","JJ170","2026-06-19T11:23:57.468034Z","JJ170"
12605,"1","2026-06-19T11:23:57.468034Z","17r","43",12605,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/v9a50079jtqt/full/1200,/0/default.jpg","Paris_Archives_Nationales_JJ170_43.jpg","[{""x"":0.005,""y"":2.655,""width"":85.35,""height"":96.19,""rotation"":0,""rectanglelabels"":[""AM""],""original_width"":1200,""original_height"":1378}]","","JJ170","2026-06-19T11:23:57.468034Z","JJ170"
12606,"1","2026-06-19T11:23:57.468034Z","17v","44",12606,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vcg88y6b5pbi/full/1200,/0/default.jpg","Paris_Archives_Nationales_JJ170_44.jpg","[{""x"":0.005,""y"":2.155,""width"":99.99,""height"":97.39,""rotation"":0,""rectanglelabels"":[""AM""],""original_width"":1200,""original_height"":1449}]","","JJ170","2026-06-19T11:23:57.468034Z","JJ170"
12607,"1","2026-06-19T11:23:57.468034Z","18r","45",12607,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vrkktogccmln/full/1200,/0/default.jpg","Paris_Archives_Nationales_JJ170_45.jpg","[{""x"":0.005,""y"":2.49,""width"":84.47,""height"":95.82,""rotation"":0,""rectanglelabels"":[""AM""],""original_width"":1200,""original_height"":1378}]","","JJ170","2026-06-19T11:23:57.468034Z","JJ170"
12608,"1","2026-06-19T11:23:57.468034Z","18v","46",12608,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vrmoyv7sm043/full/1200,/0/default.jpg","Paris_Archives_Nationales_JJ170_46.jpg","[{""x"":0.0,""y"":2.62,""width"":99.98,""height"":96.38,""rotation"":0,""rectanglelabels"":[""AM""],""original_width"":1200,""original_height"":1449}]","","JJ170","2026-06-19T11:23:57.468034Z","JJ170"
12609,"1","2026-06-19T11:23:57.468034Z","19r","47",12609,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/v9d1fo650pwl/full/1200,/0/default.jpg","Paris_Archives_Nationales_JJ170_47.jpg","[{""x"":0.0,""y"":2.71,""width"":85.98,""height"":96.54,""rotation"":0,""rectanglelabels"":[""AM""],""original_width"":1200,""original_height"":1378}]","","JJ170","2026-06-19T11:23:57.468034Z","JJ170"
12610,"1","2026-06-19T11:23:57.495483Z","19v","48",12610,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/v9p9p2mbo92b/full/1200,/0/default.jpg","Paris_Archives_Nationales_JJ170_48.jpg","[{""x"":-0.005,""y"":3.005,""width"":99.95,""height"":96.05,""rotation"":0,""rectanglelabels"":[""AM""],""original_width"":1200,""original_height"":1449}]","","JJ170","2026-06-19T11:23:57.495483Z","JJ170"
12611,"1","2026-06-19T11:23:57.495483Z","20r","49",12611,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vy165ut6ywfc/full/1200,/0/default.jpg","Paris_Archives_Nationales_JJ170_49.jpg","[{""x"":0.0,""y"":3.42,""width"":85.14,""height"":95.68,""rotation"":0,""rectanglelabels"":[""AM""],""original_width"":1200,""original_height"":1378}]","","JJ170","2026-06-19T11:23:57.495483Z","JJ170"
12612,"1","2026-06-19T11:23:57.495483Z","20v","50",12612,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vxv1411tyn2o/full/1200,/0/default.jpg","Paris_Archives_Nationales_JJ170_50.jpg","[{""x"":-0.005,""y"":3.085,""width"":99.93,""height"":95.53,""rotation"":0,""rectanglelabels"":[""AM""],""original_width"":1200,""original_height"":1449}]","","JJ170","2026-06-19T11:23:57.495483Z","JJ170"
12613,"1","2026-06-19T11:23:57.495483Z","21r","51",12613,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vwsqj3ft6qr8/full/1200,/0/default.jpg","Paris_Archives_Nationales_JJ170_51.jpg","[{""x"":0.0,""y"":3.22,""width"":85.46,""height"":95.44,""rotation"":0,""rectanglelabels"":[""AM""],""original_width"":1200,""original_height"":1378}]","","JJ170","2026-06-19T11:23:57.495483Z","JJ170"
12614,"1","2026-06-19T11:23:57.495483Z","21v","52",12614,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vwx2p31ljdjf/full/1200,/0/default.jpg","Paris_Archives_Nationales_JJ170_52.jpg","[{""x"":0.425,""y"":0.915,""width"":99.53,""height"":98.81,""rotation"":0,""rectanglelabels"":[""AM""],""original_width"":1200,""original_height"":1449}]","","JJ170","2026-06-19T11:23:57.495483Z","JJ170"
12615,"1","2026-06-19T11:23:57.495483Z","22r","53",12615,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vfnghhf4k31c/full/1200,/0/default.jpg","Paris_Archives_Nationales_JJ170_53.jpg","[{""x"":0.005,""y"":2.485,""width"":84.67,""height"":95.75,""rotation"":0,""rectanglelabels"":[""AM""],""original_width"":1200,""original_height"":1378}]","","JJ170","2026-06-19T11:23:57.495483Z","JJ170"
12616,"1","2026-06-19T11:23:57.495483Z","22v","54",12616,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vtkg8dny4vv1/full/1200,/0/default.jpg","Paris_Archives_Nationales_JJ170_54.jpg","[{""x"":0.005,""y"":0.225,""width"":99.93,""height"":99.45,""rotation"":0,""rectanglelabels"":[""AM""],""original_width"":1200,""original_height"":1449}]","","JJ170","2026-06-19T11:23:57.495483Z","JJ170"
12617,"1","2026-06-19T11:23:57.495483Z","23r","55",12617,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vyl5z7pdq4se/full/1200,/0/default.jpg","Paris_Archives_Nationales_JJ170_55.jpg","[{""x"":-0.005,""y"":2.595,""width"":83.49,""height"":95.29,""rotation"":0,""rectanglelabels"":[""AM""],""original_width"":1200,""original_height"":1378}]","","JJ170","2026-06-19T11:23:57.501170Z","JJ170"
12618,"1","2026-06-19T11:23:57.501170Z","23v","56",12618,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vl9v0eg4fsxz/full/1200,/0/default.jpg","Paris_Archives_Nationales_JJ170_56.jpg","[{""x"":0.0,""y"":0.22,""width"":99.96,""height"":99.4,""rotation"":0,""rectanglelabels"":[""AM""],""original_width"":1200,""original_height"":1449}]","","JJ170","2026-06-19T11:23:57.501170Z","JJ170"
12619,"1","2026-06-19T11:23:57.501478Z","24r","57",12619,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/v96dw5ir1kpm/full/1200,/0/default.jpg","Paris_Archives_Nationales_JJ170_57.jpg","[{""x"":-0.005,""y"":1.19,""width"":84.27,""height"":97.3,""rotation"":0,""rectanglelabels"":[""AM""],""original_width"":1200,""original_height"":1363}]","","JJ170","2026-06-19T11:23:57.501478Z","JJ170"
12620,"1","2026-06-19T11:23:57.501478Z","24v","58",12620,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vqptf3kkvy55/full/1200,/0/default.jpg","Paris_Archives_Nationales_JJ170_58.jpg","[{""x"":0.835,""y"":2.125,""width"":99.05,""height"":97.67,""rotation"":0,""rectanglelabels"":[""AM""],""original_width"":1200,""original_height"":1443}]","","JJ170","2026-06-19T11:23:57.501478Z","JJ170"
12621,"1","2026-06-19T11:23:57.501478Z","25r","59",12621,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vu6jaaz38zcf/full/1200,/0/default.jpg","Paris_Archives_Nationales_JJ170_59.jpg","[{""x"":0.0,""y"":1.98,""width"":85.12,""height"":96.44,""rotation"":0,""rectanglelabels"":[""AM""],""original_width"":1200,""original_height"":1384}]","","JJ170","2026-06-19T11:23:57.501478Z","JJ170"
12622,"1","2026-06-19T11:23:57.501478Z","25v","60",12622,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vc8lu0mfq85g/full/1200,/0/default.jpg","Paris_Archives_Nationales_JJ170_60.jpg","[{""x"":0.79,""y"":0.92,""width"":99.12,""height"":97.9,""rotation"":0,""rectanglelabels"":[""AM""],""original_width"":1200,""original_height"":1443}]","","JJ170","2026-06-19T11:23:57.501478Z","JJ170"
12623,"1","2026-06-19T11:23:57.502579Z","26r","61",12623,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/v2kjm4flakgh/full/1200,/0/default.jpg","Paris_Archives_Nationales_JJ170_61.jpg","[{""x"":0.005,""y"":1.605,""width"":85.15,""height"":97.23,""rotation"":0,""rectanglelabels"":[""AM""],""original_width"":1200,""original_height"":1384}]","","JJ170","2026-06-19T11:23:57.502579Z","JJ170"
12624,"1","2026-06-19T11:23:57.502579Z","26v","62",12624,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/v4rs4v137gfg/full/1200,/0/default.jpg","Paris_Archives_Nationales_JJ170_62.jpg","[{""x"":0.855,""y"":1.64,""width"":99.05,""height"":97.98,""rotation"":0,""rectanglelabels"":[""AM""],""original_width"":1200,""original_height"":1443}]","","JJ170","2026-06-19T11:23:57.502579Z","JJ170"
12625,"1","2026-06-19T11:23:57.502579Z","27r","63",12625,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/v2ahop7xuozf/full/1200,/0/default.jpg","Paris_Archives_Nationales_JJ170_63.jpg","[{""x"":0.0,""y"":2.145,""width"":84.96,""height"":94.71,""rotation"":0,""rectanglelabels"":[""AM""],""original_width"":1200,""original_height"":1384}]","","JJ170","2026-06-19T11:23:57.502579Z","JJ170"
12626,"1","2026-06-19T11:23:57.502579Z","27v","64",12626,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/v7mkm8u7occg/full/1200,/0/default.jpg","Paris_Archives_Nationales_JJ170_64.jpg","[{""x"":0.54,""y"":0.3,""width"":99.36,""height"":98.98,""rotation"":0,""rectanglelabels"":[""AM""],""original_width"":1200,""original_height"":1443}]","","JJ170","2026-06-19T11:23:57.502579Z","JJ170"
