File;Register;Act_number;Head
Paris_AN_JJ_inventaire_IR422-JJ80-155;JJ88;87bis;87/bis
Paris_AN_JJ_inventaire_IR422-JJ80-155;JJ88;87ter;87/ter
Paris_AN_JJ_inventaire_IR422-JJ80-155;JJ89;26bis;26bis
Paris_AN_JJ_inventaire_IR422-JJ80-155;JJ89;151bis;151bis
Paris_AN_JJ_inventaire_IR422-JJ80-155;JJ89;626bis;626bis
Paris_AN_JJ_inventaire_IR422-JJ80-155;JJ89;631bis;631bis
Paris_AN_JJ_inventaire_IR422-JJ80-155;JJ89;668bis;668bis
Paris_AN_JJ_inventaire_IR422-JJ80-155;JJ90;106bis;106bis
Paris_AN_JJ_inventaire_IR422-JJ80-155;JJ90;161bis;161bis
Paris_AN_JJ_inventaire_IR422-JJ80-155;JJ90;424bis;424/bis
Paris_AN_JJ_inventaire_IR422-JJ80-155;JJ90;515bis;515/bis
Paris_AN_JJ_inventaire_IR422-JJ80-155;JJ90;599bis;599/bis
Paris_AN_JJ_inventaire_IR422-JJ80-155;JJ92;75bis;75/bis
Paris_AN_JJ_inventaire_IR422-JJ80-155;JJ93;169bis;169/bis
Paris_AN_JJ_inventaire_IR422-JJ80-155;JJ95;132bis;132/bis
Paris_AN_JJ_inventaire_IR422-JJ80-155;JJ98;7bis;7bis
Paris_AN_JJ_inventaire_IR422-JJ80-155;JJ104;202bis;202bis
Paris_AN_JJ_inventaire_IR422-JJ80-155;JJ104;356bis;356bis
Paris_AN_JJ_inventaire_IR422-JJ80-155;JJ105;20bis;20bis
Paris_AN_JJ_inventaire_IR422-JJ80-155;JJ105;425bis;425bis
Paris_AN_JJ_inventaire_IR422-JJ80-155;JJ112;352bis;352bis
Paris_AN_JJ_inventaire_IR422-JJ80-155;JJ113;26bis;26bis
Paris_AN_JJ_inventaire_IR422-JJ80-155;JJ113;363bis;363/bis
Paris_AN_JJ_inventaire_IR422-JJ80-155;JJ114;155bis;155bis
Paris_AN_JJ_inventaire_IR422-JJ80-155;JJ114;226bis;226bis
Paris_AN_JJ_inventaire_IR422-JJ80-155;JJ114;303bis;303bis
Paris_AN_JJ_inventaire_IR422-JJ80-155;JJ117;7bis;7/bis
Paris_AN_JJ_inventaire_IR422-JJ80-155;JJ117;41bis;41/bis
Paris_AN_JJ_inventaire_IR422-JJ80-155;JJ117;100bis;100bis
Paris_AN_JJ_inventaire_IR422-JJ80-155;JJ117;127bis;127bis
Paris_AN_JJ_inventaire_IR422-JJ80-155;JJ117;215bis;215/bis
Paris_AN_JJ_inventaire_IR422-JJ80-155;JJ118;9bis;9bis
Paris_AN_JJ_inventaire_IR422-JJ80-155;JJ118;135bis;135bis
Paris_AN_JJ_inventaire_IR422-JJ80-155;JJ119;88bis;88bis
Paris_AN_JJ_inventaire_IR422-JJ80-155;JJ119;120bis;120bis
Paris_AN_JJ_inventaire_IR422-JJ80-155;JJ119;283bis;283bis
Paris_AN_JJ_inventaire_IR422-JJ80-155;JJ120;152bis;152bis
Paris_AN_JJ_inventaire_IR422-JJ80-155;JJ121;18bis;18bis
Paris_AN_JJ_inventaire_IR422-JJ80-155;JJ121;117bis;117bis
Paris_AN_JJ_inventaire_IR422-JJ80-155;JJ121;128bis;128bis
Paris_AN_JJ_inventaire_IR422-JJ80-155;JJ122;59bis;59bis
Paris_AN_JJ_inventaire_IR422-JJ80-155;JJ122;61bis;61bis
Paris_AN_JJ_inventaire_IR422-JJ80-155;JJ122;82bis;82bis
Paris_AN_JJ_inventaire_IR422-JJ80-155;JJ122;121bis;121bis
Paris_AN_JJ_inventaire_IR422-JJ80-155;JJ123;34bis;34bis
Paris_AN_JJ_inventaire_IR422-JJ80-155;JJ123;46bis;46bis
Paris_AN_JJ_inventaire_IR422-JJ80-155;JJ123;47bis;47bis
Paris_AN_JJ_inventaire_IR422-JJ80-155;JJ123;106bis;106bis
Paris_AN_JJ_inventaire_IR422-JJ80-155;JJ123;157bis;157/bis
Paris_AN_JJ_inventaire_IR422-JJ80-155;JJ123;231bis;231bis
Paris_AN_JJ_inventaire_IR422-JJ80-155;JJ125;290bis;290bis
Paris_AN_JJ_inventaire_IR422-JJ80-155;JJ126;140bis;140bis
Paris_AN_JJ_inventaire_IR422-JJ80-155;JJ126;207bis;207bis
Paris_AN_JJ_inventaire_IR422-JJ80-155;JJ127;91bis;91/bis
Paris_AN_JJ_inventaire_IR422-JJ80-155;JJ129;30bis;30bis
Paris_AN_JJ_inventaire_IR422-JJ80-155;JJ129;145bis;145/bis
Paris_AN_JJ_inventaire_IR422-JJ80-155;JJ130;180bis;180bis
Paris_AN_JJ_inventaire_IR422-JJ80-155;JJ131;100bis;100/bis
Paris_AN_JJ_inventaire_IR422-JJ80-155;JJ131;101bis;101/bis
Paris_AN_JJ_inventaire_IR422-JJ80-155;JJ131;102bis;102/bis
Paris_AN_JJ_inventaire_IR422-JJ80-155;JJ131;103bis;103/bis
Paris_AN_JJ_inventaire_IR422-JJ80-155;JJ131;104bis;104/bis
Paris_AN_JJ_inventaire_IR422-JJ80-155;JJ131;105bis;105/bis
Paris_AN_JJ_inventaire_IR422-JJ80-155;JJ131;106bis;106/bis
Paris_AN_JJ_inventaire_IR422-JJ80-155;JJ131;108bis;108/bis
Paris_AN_JJ_inventaire_IR422-JJ80-155;JJ131;109bis;109/bis
Paris_AN_JJ_inventaire_IR422-JJ80-155;JJ131;110bis;110/bis
Paris_AN_JJ_inventaire_IR422-JJ80-155;JJ131;113bis;113/bis
Paris_AN_JJ_inventaire_IR422-JJ80-155;JJ131;170bis;170bis
Paris_AN_JJ_inventaire_IR422-JJ80-155;JJ131;221bis;221bis
Paris_AN_JJ_inventaire_IR422-JJ80-155;JJ132;156bis;156bis
Paris_AN_JJ_inventaire_IR422-JJ80-155;JJ132;156ter;156ter
Paris_AN_JJ_inventaire_IR422-JJ80-155;JJ133;204bis;204bis
Paris_AN_JJ_inventaire_IR422-JJ80-155;JJ133;208bis;208bis
Paris_AN_JJ_inventaire_IR422-JJ80-155;JJ134;15bis;15bis
Paris_AN_JJ_inventaire_IR422-JJ80-155;JJ135;60bis;60bis
Paris_AN_JJ_inventaire_IR422-JJ80-155;JJ135;107bis;107bis
Paris_AN_JJ_inventaire_IR422-JJ80-155;JJ135;214bis;214bis
Paris_AN_JJ_inventaire_IR422-JJ80-155;JJ135;255bis;255bis
Paris_AN_JJ_inventaire_IR422-JJ80-155;JJ136;30-30ter;30-30/ter
Paris_AN_JJ_inventaire_IR422-JJ80-155;JJ136;39bis;39/bis
Paris_AN_JJ_inventaire_IR422-JJ80-155;JJ136;39ter;39/ter
Paris_AN_JJ_inventaire_IR422-JJ80-155;JJ136;130bis;130/bis
Paris_AN_JJ_inventaire_IR422-JJ80-155;JJ136;222bis;222bis
Paris_AN_JJ_inventaire_IR422-JJ80-155;JJ136;246bis;246bis
Paris_AN_JJ_inventaire_IR422-JJ80-155;JJ139;14bis;14bis
Paris_AN_JJ_inventaire_IR422-JJ80-155;JJ140;88bis;88bis
Paris_AN_JJ_inventaire_IR422-JJ80-155;JJ140;153bis;153bis
Paris_AN_JJ_inventaire_IR422-JJ80-155;JJ140;203bis;203bis
Paris_AN_JJ_inventaire_IR422-JJ80-155;JJ140;203ter;203ter
Paris_AN_JJ_inventaire_IR422-JJ80-155;JJ140;234bis;234bis
Paris_AN_JJ_inventaire_IR422-JJ80-155;JJ141;117bis;117bis
Paris_AN_JJ_inventaire_IR422-JJ80-155;JJ141;296bis;296bis
Paris_AN_JJ_inventaire_IR422-JJ80-155;JJ142;25bis;25bis
Paris_AN_JJ_inventaire_IR422-JJ80-155;JJ144;141bis;141bis
Paris_AN_JJ_inventaire_IR422-JJ80-155;JJ146;25bis;25bis
Paris_AN_JJ_inventaire_IR422-JJ80-155;JJ146;219bis;219bis
Paris_AN_JJ_inventaire_IR422-JJ80-155;JJ150;291bis;291bis
Paris_AN_JJ_inventaire_IR422-JJ80-155;JJ150;300bis;300bis
Paris_AN_JJ_inventaire_IR422-JJ80-155;JJ150;302bis;302/bis
Paris_AN_JJ_inventaire_IR422-JJ80-155;JJ151;186biset233;186biset233
Paris_AN_JJ_inventaire_IR422-JJ80-155;JJ152;298bis;298bis
Paris_AN_JJ_inventaire_IR422-JJ80-155;JJ153;5bis;5bis
Paris_AN_JJ_inventaire_IR422-JJ80-155;JJ153;173bis;173bis
Paris_AN_JJ_inventaire_IR422-JJ80-155;JJ153;379bis;379bis
Paris_AN_JJ_inventaire_IR422-JJ80-155;JJ153;513bis;513bis
Paris_AN_JJ_inventaire_IR422-JJ80-155;JJ153;513ter;513ter
Paris_AN_JJ_inventaire_IR422-JJ80-155;JJ154;74bis;74bis
Paris_AN_JJ_inventaire_IR422-JJ80-155;JJ155;54bis;54bis
Paris_AN_JJ_inventaire_IR422-JJ80-155;JJ155;76bis;76bis
Paris_AN_JJ_inventaire_IR422-JJ80-155;JJ155;82bis;82bis
Paris_AN_JJ_inventaire_IR422-JJ80-155;JJ155;168bis;168bis
Paris_AN_JJ_inventaire_IR422-JJ80-155;JJ155;449bis;449/bis
Paris_AN_JJ_inventaire_IR423-JJ156-211;JJ156;112bis;112/bis.
Paris_AN_JJ_inventaire_IR423-JJ156-211;JJ156;252bis;252/bis.
Paris_AN_JJ_inventaire_IR423-JJ156-211;JJ157;47bis;47/bis.
Paris_AN_JJ_inventaire_IR423-JJ156-211;JJ157;92bis;92/bis.
Paris_AN_JJ_inventaire_IR423-JJ156-211;JJ157;187bis;187/bis.
Paris_AN_JJ_inventaire_IR423-JJ156-211;JJ157;458bis;458/bis.
Paris_AN_JJ_inventaire_IR423-JJ156-211;JJ157;498bis;498/bis.
Paris_AN_JJ_inventaire_IR423-JJ156-211;JJ158;23bis;23/bis.
Paris_AN_JJ_inventaire_IR423-JJ156-211;JJ159;259bis;259/bis.
Paris_AN_JJ_inventaire_IR423-JJ156-211;JJ160;373bis;373/bis.
Paris_AN_JJ_inventaire_IR423-JJ156-211;JJ161;354bis;354/bis.
Paris_AN_JJ_inventaire_IR423-JJ156-211;JJ161;373bis;373/bis.
Paris_AN_JJ_inventaire_IR423-JJ156-211;JJ162;315bis;315/bis.
Paris_AN_JJ_inventaire_IR423-JJ156-211;JJ163;46bis;46/bis.
Paris_AN_JJ_inventaire_IR423-JJ156-211;JJ163;49bis;49/bis.
Paris_AN_JJ_inventaire_IR423-JJ156-211;JJ163;69bis;69/bis.
Paris_AN_JJ_inventaire_IR423-JJ156-211;JJ163;254bis;254/bis.
Paris_AN_JJ_inventaire_IR423-JJ156-211;JJ163;264bis;264/bis.
Paris_AN_JJ_inventaire_IR423-JJ156-211;JJ163;302bis;302/bis.
Paris_AN_JJ_inventaire_IR423-JJ156-211;JJ163;395bis;395/bis.
Paris_AN_JJ_inventaire_IR423-JJ156-211;JJ164;54bis;54/bis.
Paris_AN_JJ_inventaire_IR423-JJ156-211;JJ164;86bis;86/bis.
Paris_AN_JJ_inventaire_IR423-JJ156-211;JJ165;385bis;385/bis.
Paris_AN_JJ_inventaire_IR423-JJ156-211;JJ166;30bis;30bis.
Paris_AN_JJ_inventaire_IR423-JJ156-211;JJ166;110bis;110bis.
Paris_AN_JJ_inventaire_IR423-JJ156-211;JJ166;111bis;111bis.
Paris_AN_JJ_inventaire_IR423-JJ156-211;JJ166;112bis;112bis.
Paris_AN_JJ_inventaire_IR423-JJ156-211;JJ166;113bis;113bis.
Paris_AN_JJ_inventaire_IR423-JJ156-211;JJ166;142bis;142bis.
Paris_AN_JJ_inventaire_IR423-JJ156-211;JJ166;206bis;206bis.
Paris_AN_JJ_inventaire_IR423-JJ156-211;JJ166;272bis;272bis.
Paris_AN_JJ_inventaire_IR423-JJ156-211;JJ168;14bis;14/bis.
Paris_AN_JJ_inventaire_IR423-JJ156-211;JJ168;68bis;68/bis.
Paris_AN_JJ_inventaire_IR423-JJ156-211;JJ168;81bis;81/bis.
Paris_AN_JJ_inventaire_IR423-JJ156-211;JJ169;497bis;497bis.
Paris_AN_JJ_inventaire_IR423-JJ156-211;JJ170;61bis;61bis.
Paris_AN_JJ_inventaire_IR423-JJ156-211;JJ170;104bis;104bis.
Paris_AN_JJ_inventaire_IR423-JJ156-211;JJ171;164bis;164/bis.
Paris_AN_JJ_inventaire_IR423-JJ156-211;JJ171;429bis;429/bis.
Paris_AN_JJ_inventaire_IR423-JJ156-211;JJ172;361bis;361/bis.
Paris_AN_JJ_inventaire_IR423-JJ156-211;JJ173;544bis;544bis.
Paris_AN_JJ_inventaire_IR423-JJ156-211;JJ173;645bis;645bis.
Paris_AN_JJ_inventaire_IR423-JJ156-211;JJ174;46bis;46bis.
Paris_AN_JJ_inventaire_IR423-JJ156-211;JJ175;258bis;258bis.
Paris_AN_JJ_inventaire_IR423-JJ156-211;JJ176;105bis;105bis.
Paris_AN_JJ_inventaire_IR423-JJ156-211;JJ177;43bis;43bis.
Paris_AN_JJ_inventaire_IR423-JJ156-211;JJ178;62bis;62bis.
Paris_AN_JJ_inventaire_IR423-JJ156-211;JJ179;10bis;10/bis.
Paris_AN_JJ_inventaire_IR423-JJ156-211;JJ179;204bis;204bis.
Paris_AN_JJ_inventaire_IR423-JJ156-211;JJ182;113bis;113/bis.
Paris_AN_JJ_inventaire_IR423-JJ156-211;JJ185;236bis;236bis.
Paris_AN_JJ_inventaire_IR423-JJ156-211;JJ185;336-336bis;336-336bis.
Paris_AN_JJ_inventaire_IR423-JJ156-211;JJ189;213bis;213/bis.
Paris_AN_JJ_inventaire_IR423-JJ156-211;JJ195;972bis;972bis.
Paris_AN_JJ_inventaire_IR423-JJ156-211;JJ196;81bis;81bis.
Paris_AN_JJ_inventaire_IR423-JJ156-211;JJ196;159bis;159bis.
Paris_AN_JJ_inventaire_IR423-JJ156-211;JJ196;163bis;163bis.
Paris_AN_JJ_inventaire_IR423-JJ156-211;JJ196;222bis;222/bis.
Paris_AN_JJ_inventaire_IR423-JJ156-211;JJ199;225bis;225bis.
Paris_AN_JJ_inventaire_IR423-JJ156-211;JJ199;279bis;279bis.
Paris_AN_JJ_inventaire_IR423-JJ156-211;JJ204;26bis;26bis.
Paris_AN_JJ_inventaire_IR423-JJ156-211;JJ205;215bis;215/bis.
Paris_AN_JJ_inventaire_IR423-JJ156-211;JJ207;369bis;369bis.
Paris_AN_JJ_inventaire_IR423-JJ156-211;JJ209;33bis;33bis.
Paris_AN_JJ_inventaire_JJ37-50;JJ37;39bis;40
Paris_AN_JJ_inventaire_JJ37-50;JJ37;56bis;57bis
Paris_AN_JJ_inventaire_JJ37-50;JJ38;29bis;129
Paris_AN_JJ_inventaire_JJ37-50;JJ38;29ter;130
Paris_AN_JJ_inventaire_JJ37-50;JJ38;90bis;191bis
Paris_AN_JJ_inventaire_JJ37-50;JJ38;231bis;332
Paris_AN_JJ_inventaire_JJ37-50;JJ42B;88bis;614
Paris_AN_JJ_inventaire_JJ37-50;JJ42B;95bis;622
Paris_AN_JJ_inventaire_JJ37-50;JJ42B;193bis;722
Paris_AN_JJ_inventaire_JJ37-50;JJ42B;205bis;734bis
Paris_AN_JJ_inventaire_JJ37-50;JJ41;207bis;734bis
Paris_AN_JJ_inventaire_JJ37-50;JJ42A;13bis;748bis
Paris_AN_JJ_inventaire_JJ37-50;JJ42A;22bis;757bis
Paris_AN_JJ_inventaire_JJ37-50;JJ42A;63bis;799
Paris_AN_JJ_inventaire_JJ37-50;JJ42A;63ter;800
Paris_AN_JJ_inventaire_JJ37-50;JJ42A;63quater;801
Paris_AN_JJ_inventaire_JJ37-50;JJ42A;64bis;811
Paris_AN_JJ_inventaire_JJ37-50;JJ42A;64ter;811bis
Paris_AN_JJ_inventaire_JJ37-50;JJ42A;72bis;819bis
Paris_AN_JJ_inventaire_JJ37-50;JJ42A;137bis;885
Paris_AN_JJ_inventaire_JJ37-50;JJ42A;139bis;887bis
Paris_AN_JJ_inventaire_JJ37-50;JJ44;0bis;894ter
Paris_AN_JJ_inventaire_JJ37-50;JJ44;0ter;894quater
Paris_AN_JJ_inventaire_JJ37-50;JJ44;40bis;933bis
Paris_AN_JJ_inventaire_JJ37-50;JJ45;13bis;1081bis
Paris_AN_JJ_inventaire_JJ37-50;JJ45;140bis;1196bis
Paris_AN_JJ_inventaire_JJ37-50;JJ45;204bis;1261
Paris_AN_JJ_inventaire_JJ37-50;JJ46;50bis;1325(cancellé)
Paris_AN_JJ_inventaire_JJ37-50;JJ46;74bis;1350(cancellé)
Paris_AN_JJ_inventaire_JJ37-50;JJ46;81bis;1358(cancellé)
Paris_AN_JJ_inventaire_JJ37-50;JJ46;155bis;1433(cancellé)
Paris_AN_JJ_inventaire_JJ37-50;JJ46;155ter;1434(cancellé)
Paris_AN_JJ_inventaire_JJ37-50;JJ46;191bis;1471
Paris_AN_JJ_inventaire_JJ37-50;JJ46;192bis;1472bis
Paris_AN_JJ_inventaire_JJ37-50;JJ46;201bis;1481bis
Paris_AN_JJ_inventaire_JJ37-50;JJ46;216bis;1496bis
Paris_AN_JJ_inventaire_JJ37-50;JJ46;216ter;1496ter
Paris_AN_JJ_inventaire_JJ37-50;JJ46;225bis;1506(cancellé)
Paris_AN_JJ_inventaire_JJ37-50;JJ46;231bis;1512bis
Paris_AN_JJ_inventaire_JJ37-50;JJ47;133bis;1662
Paris_AN_JJ_inventaire_JJ37-50;JJ48;2bis;1692(cancellé)
Paris_AN_JJ_inventaire_JJ37-50;JJ48;43bis;1733bis
Paris_AN_JJ_inventaire_JJ37-50;JJ48;44bis;1734bis
Paris_AN_JJ_inventaire_JJ37-50;JJ48;59bis;1750(cancellé)
Paris_AN_JJ_inventaire_JJ37-50;JJ48;77bis;1769(cancellé)
Paris_AN_JJ_inventaire_JJ37-50;JJ48;100bis;1792bis
Paris_AN_JJ_inventaire_JJ37-50;JJ48;101bis;1794(cancellé)
Paris_AN_JJ_inventaire_JJ37-50;JJ48;101ter;1795(cancellé)
Paris_AN_JJ_inventaire_JJ37-50;JJ48;131bis;1825bis
Paris_AN_JJ_inventaire_JJ37-50;JJ48;164bis;1858bis
Paris_AN_JJ_inventaire_JJ37-50;JJ49;88bis;2009
Paris_AN_JJ_inventaire_JJ37-50;JJ49;202bis;2124
Paris_AN_JJ_inventaire_JJ37-50;JJ50;99bis;2288
Paris_AN_JJ_inventaire_JJ50-60;JJ50;131bis;33
Paris_AN_JJ_inventaire_JJ50-60;JJ52;77bis;127_7
Paris_AN_JJ_inventaire_JJ50-60;JJ53;169bis;458bis
Paris_AN_JJ_inventaire_JJ50-60;JJ53;221bis;514
Paris_AN_JJ_inventaire_JJ50-60;JJ53;275bis;570
Paris_AN_JJ_inventaire_JJ50-60;JJ53;335bis;632
Paris_AN_JJ_inventaire_JJ50-60;JJ54A;92bis;754
Paris_AN_JJ_inventaire_JJ50-60;JJ54A;132bis;795
Paris_AN_JJ_inventaire_JJ50-60;JJ54A;132ter;796
Paris_AN_JJ_inventaire_JJ50-60;JJ54A;201bis;866
Paris_AN_JJ_inventaire_JJ50-60;JJ54B;26bis;1392
Paris_AN_JJ_inventaire_JJ50-60;JJ54B;36bis;1403
Paris_AN_JJ_inventaire_JJ50-60;JJ56;180bis;1803
Paris_AN_JJ_inventaire_JJ50-60;JJ58;151bis;2405
Paris_AN_JJ_inventaire_JJ50-60;JJ58;318bis;2573
Paris_AN_JJ_inventaire_JJ50-60;JJ58;385bis;2641
Paris_AN_JJ_inventaire_JJ50-60;JJ58;420bis;2677
Paris_AN_JJ_inventaire_JJ50-60;JJ58;437bis;2694bis
Paris_AN_JJ_inventaire_JJ50-60;JJ58;439bis;2696bis
Paris_AN_JJ_inventaire_JJ50-60;JJ58;450bis;2708
Paris_AN_JJ_inventaire_JJ50-60;JJ59;454bis;3176
Paris_AN_JJ_inventaire_JJ50-60;JJ60;115bis;3486
Paris_AN_JJ_inventaire_JJ61-64;JJ61;471bis;4069bis
Paris_AN_JJ_inventaire_JJ61-64;JJ62;27bis;4122
Paris_AN_JJ_inventaire_JJ61-64;JJ62;34bis;4130(cancellé)
Paris_AN_JJ_inventaire_JJ61-64;JJ62;34ter;4131(cancellé)
Paris_AN_JJ_inventaire_JJ61-64;JJ62;67bis;4164bis
Paris_AN_JJ_inventaire_JJ61-64;JJ62;186bis;4284(cancellé)
Paris_AN_JJ_inventaire_JJ61-64;JJ62;243bis;4341bis
Paris_AN_JJ_inventaire_JJ61-64;JJ62;477bis;4575bis
Paris_AN_JJ_inventaire_JJ61-64;JJ62;500bis;4598bis
Paris_AN_JJ_inventaire_JJ61-64;JJ64;91bis;4721(cancellé)
Paris_AN_JJ_inventaire_JJ61-64;JJ64;134bis;4765(cancellé)
Paris_AN_JJ_inventaire_JJ61-64;JJ64;155bis;4787(cancellé)
Paris_AN_JJ_inventaire_JJ61-64;JJ64;158bis;4791(cancellé)
Paris_AN_JJ_inventaire_JJ61-64;JJ64;185bis;4819(cancellé)
Paris_AN_JJ_inventaire_JJ61-64;JJ64;294bis;4929(cancellé)
Paris_AN_JJ_inventaire_JJ61-64;JJ64;433bis;5069
Paris_AN_JJ_inventaire_JJ61-64;JJ64;456bis;5093(cancellé)
Paris_AN_JJ_inventaire_JJ61-64;JJ64;636bis;5274(cancellé)
Paris_AN_JJ_inventaire_JJ65A-JJ69;JJ65A;42bis;
Paris_AN_JJ_inventaire_JJ65A-JJ69;JJ65A;62bis;
Paris_AN_JJ_inventaire_JJ65A-JJ69;JJ65A;221bis;
Paris_AN_JJ_inventaire_JJ65A-JJ69;JJ65A;248bis;
Paris_AN_JJ_inventaire_JJ65A-JJ69;JJ65A;268bis;
Paris_AN_JJ_inventaire_JJ65A-JJ69;JJ65B;68bis;
Paris_AN_JJ_inventaire_JJ65A-JJ69;JJ65B;188bis;
Paris_AN_JJ_inventaire_JJ65A-JJ69;JJ65B;188ter;
Paris_AN_JJ_inventaire_JJ65A-JJ69;JJ66;153bis;
Paris_AN_JJ_inventaire_JJ65A-JJ69;JJ66;186bis;
