zone_id	image_id	volume	folio_sort_key	folio_label	folio_norm	class_id	class_name	abs_x	abs_y	abs_w	abs_h	x_pct	y_pct	w_pct	h_pct	url_image_full	image_filename	image_width_px	image_height_px
21	17	JJ200	17	8r	8r	2	AF	14	2	1257	1198	1.125	0.14	98.87	99.86	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vo2bp1vz4c6x/full/,1200/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vo2bp1vz4c6x/full/,1200/0/default.jpg	1271	1200
22	18	JJ200	18	8v	8v	0	AC	0	0	1269	549	0.02	0.0	99.98	45.76	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v367vhv6jq8w/full/,1200/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v367vhv6jq8w/full/,1200/0/default.jpg	1269	1200
23	18	JJ200	18	8v	8v	0	AC	0	546	1269	652	0.005	45.5	99.97	54.3	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v367vhv6jq8w/full/,1200/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v367vhv6jq8w/full/,1200/0/default.jpg	1269	1200
24	19	JJ200	19	9r	9r	0	AC	1	1	1198	851	0.045	0.05	99.81	64.14	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v2tqfo197mya/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v2tqfo197mya/full/1200,/0/default.jpg	1200	1327
25	19	JJ200	19	9r	9r	1	AI	1	852	1196	468	0.12	64.205	99.7	35.29	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v2tqfo197mya/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v2tqfo197mya/full/1200,/0/default.jpg	1200	1327
26	20	JJ200	20	9v	9v	3	AM	4	1	1197	1317	0.295	0.08	99.71	99.74	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vxnctng5te90/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vxnctng5te90/full/1200,/0/default.jpg	1200	1320
27	21	JJ200	21	10r	10r	3	AM	4	1	1195	1324	0.365	0.09	99.57	99.88	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vm5hhc18kyae/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vm5hhc18kyae/full/1200,/0/default.jpg	1200	1326
28	22	JJ200	22	10v	10v	2	AF	0	4	1199	795	-0.005	0.31	99.93	59.08	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vop2qzadylam/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vop2qzadylam/full/1200,/0/default.jpg	1200	1346
29	22	JJ200	22	10v	10v	1	AI	1	800	1199	537	0.08	59.41	99.92	39.9	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vop2qzadylam/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vop2qzadylam/full/1200,/0/default.jpg	1200	1346
30	23	JJ200	23	11r	11r	2	AF	0	1	1198	403	-0.005	0.09	99.83	30.38	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vy49ea3tj3fp/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vy49ea3tj3fp/full/1200,/0/default.jpg	1200	1327
31	23	JJ200	23	11r	11r	0	AC	1	405	1197	485	0.05	30.5	99.76	36.58	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vy49ea3tj3fp/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vy49ea3tj3fp/full/1200,/0/default.jpg	1200	1327
32	23	JJ200	23	11r	11r	1	AI	0	887	1198	440	0.005	66.82	99.83	33.14	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vy49ea3tj3fp/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vy49ea3tj3fp/full/1200,/0/default.jpg	1200	1327
33	24	JJ200	24	11v	11v	2	AF	2	2	1197	1348	0.195	0.12	99.73	99.18	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vlx1n5mlf1a5/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vlx1n5mlf1a5/full/1200,/0/default.jpg	1200	1359
34	25	JJ200	25	12r	12r	1	AI	1	1	1198	1338	0.065	0.05	99.87	99.52	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v415ee30ppyt/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v415ee30ppyt/full/1200,/0/default.jpg	1200	1344
35	26	JJ200	26	12v	12v	2	AF	1	0	1198	531	0.075	0.02	99.81	39.32	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vzd327n6mcsj/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vzd327n6mcsj/full/1200,/0/default.jpg	1200	1351
36	26	JJ200	26	12v	12v	1	AI	1	530	1198	818	0.06	39.24	99.84	60.54	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vzd327n6mcsj/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vzd327n6mcsj/full/1200,/0/default.jpg	1200	1351
37	27	JJ200	27	13r	13r	2	AF	0	1	1200	875	0.0	0.1	100.0	64.22	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vefp0141ba5d/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vefp0141ba5d/full/1200,/0/default.jpg	1200	1362
38	27	JJ200	27	13r	13r	1	AI	0	881	1200	455	0.0	64.65	100.0	33.4	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vefp0141ba5d/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vefp0141ba5d/full/1200,/0/default.jpg	1200	1362
39	28	JJ200	28	13v	13v	3	AM	4	2	1196	1331	0.3	0.115	99.7	98.77	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vfkrjlg9k98x/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vfkrjlg9k98x/full/1200,/0/default.jpg	1200	1348
40	29	JJ200	29	14r	14r	2	AF	1	1	1198	208	0.085	0.07	99.85	15.28	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vdb50hrd9brp/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vdb50hrd9brp/full/1200,/0/default.jpg	1200	1364
41	29	JJ200	29	14r	14r	0	AC	0	208	1200	1144	0.0	15.28	99.96	83.9	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vdb50hrd9brp/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vdb50hrd9brp/full/1200,/0/default.jpg	1200	1364
42	30	JJ200	30	14v	14v	0	AC	2	3	1198	1343	0.16	0.19	99.8	99.74	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v0rq5t2fzfvk/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v0rq5t2fzfvk/full/1200,/0/default.jpg	1200	1346
43	31	JJ200	31	15r	15r	1	AI	6	0	1194	1303	0.5299999999999965	0.02858462990264404	99.47	99.69	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v6f5nopxxnb8/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v6f5nopxxnb8/full/1200,/0/default.jpg	1200	1307
44	32	JJ200	32	15v	15v	2	AF	0	0	1200	286	0.005	0.03	99.99	21.82	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vsbqkp0wgpw8/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vsbqkp0wgpw8/full/1200,/0/default.jpg	1200	1313
45	32	JJ200	32	15v	15v	1	AI	3	287	1197	1023	0.24	21.845	99.76	77.95	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vsbqkp0wgpw8/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vsbqkp0wgpw8/full/1200,/0/default.jpg	1200	1313
46	33	JJ200	33	16r	16r	2	AF	1	1	1199	247	0.06	0.06	99.94	18.86	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vg22ii2yem5t/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vg22ii2yem5t/full/1200,/0/default.jpg	1200	1307
47	33	JJ200	33	16r	16r	0	AC	1	244	1199	1060	0.065	18.685	99.93	81.07	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vg22ii2yem5t/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vg22ii2yem5t/full/1200,/0/default.jpg	1200	1307
48	34	JJ200	34	16v	16v	0	AC	2	1	1197	1291	0.205	0.085	99.71	99.91	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vssiiqf61nzd/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vssiiqf61nzd/full/1200,/0/default.jpg	1200	1292
49	35	JJ200	35	17r	17r	0	AC	0	4	1200	681	0.0	0.305	100.0	52.17	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vej2efj3crjf/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vej2efj3crjf/full/1200,/0/default.jpg	1200	1306
50	35	JJ200	35	17r	17r	0	AC	5	683	1195	614	0.385	52.335	99.61	47.01	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vej2efj3crjf/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vej2efj3crjf/full/1200,/0/default.jpg	1200	1306
51	36	JJ200	36	17v	17v	0	AC	3	0	1196	706	0.21	0.02	99.7	55.4	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vu2xw0ci55by/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vu2xw0ci55by/full/1200,/0/default.jpg	1200	1274
52	36	JJ200	36	17v	17v	1	AI	2	702	1198	570	0.16	55.12	99.8	44.72	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vu2xw0ci55by/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vu2xw0ci55by/full/1200,/0/default.jpg	1200	1274
53	37	JJ200	37	18r	18r	3	AM	1	0	1199	1302	0.105	0.03	99.89	99.68	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vnto3zpry25i/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vnto3zpry25i/full/1200,/0/default.jpg	1200	1306
54	38	JJ200	38	18v	18v	3	AM	14	1	1186	1260	1.145	0.06	98.85	99.72	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v5jyonbg7qaa/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v5jyonbg7qaa/full/1200,/0/default.jpg	1200	1264
55	39	JJ200	39	19r	19r	3	AM	3	41	1197	1194	0.235	3.31	99.77	96.56	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vo6a0pg50etu/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vo6a0pg50etu/full/1200,/0/default.jpg	1200	1237
56	40	JJ200	40	19v	19v	3	AM	0	1	1200	1244	0.035	0.055	99.97	99.91	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v3wtsnrvta0c/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v3wtsnrvta0c/full/1200,/0/default.jpg	1200	1245
57	41	JJ200	41	20r	20r	2	AF	1	1	1197	720	0.07	0.08	99.74	56.86	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v8p0j579fhym/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v8p0j579fhym/full/1200,/0/default.jpg	1200	1266
58	41	JJ200	41	20r	20r	1	AI	37	721	1161	500	3.075	56.965	96.77	39.51	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v8p0j579fhym/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v8p0j579fhym/full/1200,/0/default.jpg	1200	1266
59	42	JJ200	42	20v	20v	2	AF	2	0	1198	1236	0.14	0.03	99.86	99.88	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vsyc84cny6qu/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vsyc84cny6qu/full/1200,/0/default.jpg	1200	1237
60	43	JJ200	43	21r	21r	0	AC	5	1	1195	683	0.38	0.105	99.62	52.27	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v0jisfb2goa5/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v0jisfb2goa5/full/1200,/0/default.jpg	1200	1306
61	43	JJ200	43	21r	21r	1	AI	5	683	1195	619	0.41	52.285	99.58	47.43	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v0jisfb2goa5/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v0jisfb2goa5/full/1200,/0/default.jpg	1200	1306
62	44	JJ200	44	21v	21v	2	AF	3	0	1197	484	0.225	0.035	99.77	39.29	https://iiif.irht.cnrs.fr/iiif/ark:/63955/voubw3qd2d60/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/voubw3qd2d60/full/1200,/0/default.jpg	1200	1233
63	44	JJ200	44	21v	21v	1	AI	2	485	1198	746	0.16	39.315	99.84	60.53	https://iiif.irht.cnrs.fr/iiif/ark:/63955/voubw3qd2d60/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/voubw3qd2d60/full/1200,/0/default.jpg	1200	1233
64	45	JJ200	45	22r	22r	2	AF	3	0	1197	1322	0.215	0.025	99.79	99.85	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vpf52238ty9d/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vpf52238ty9d/full/1200,/0/default.jpg	1200	1324
65	46	JJ200	46	22v	22v	0	AC	3	1	1197	642	0.26	0.04	99.74	51.34	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vg1ss39gee58/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vg1ss39gee58/full/1200,/0/default.jpg	1200	1251
66	46	JJ200	46	22v	22v	1	AI	0	641	1200	599	0.02	51.24	99.96	47.9	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vg1ss39gee58/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vg1ss39gee58/full/1200,/0/default.jpg	1200	1251
67	47	JJ200	47	23r	23r	2	AF	0	3	1200	641	0.0	0.21	100.0	49.66	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vp1cgfeulfj1/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vp1cgfeulfj1/full/1200,/0/default.jpg	1200	1291
68	47	JJ200	47	23r	23r	1	AI	0	643	1200	646	0.035	49.82	99.97	50.06	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vp1cgfeulfj1/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vp1cgfeulfj1/full/1200,/0/default.jpg	1200	1291
69	48	JJ200	48	23v	23v	2	AF	5	2	1194	482	0.45	0.165	99.46	37.01	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vkl3ouxm3a35/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vkl3ouxm3a35/full/1200,/0/default.jpg	1200	1301
70	48	JJ200	48	23v	23v	1	AI	0	482	1199	817	0.0	37.065	99.92	62.81	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vkl3ouxm3a35/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vkl3ouxm3a35/full/1200,/0/default.jpg	1200	1301
71	49	JJ200	49	24r	24r	2	AF	0	0	1200	1010	0.0	0.005	100.0	78.27	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v3w8ccnrivhj/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v3w8ccnrivhj/full/1200,/0/default.jpg	1200	1291
72	49	JJ200	49	24r	24r	0	AC	2	989	1198	296	0.125	76.59	99.87	22.9	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v3w8ccnrivhj/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v3w8ccnrivhj/full/1200,/0/default.jpg	1200	1291
73	50	JJ200	50	24v	24v	0	AC	5	1	1194	1291	0.43	0.04	99.48	99.9	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v7yzmsk1bmmx/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v7yzmsk1bmmx/full/1200,/0/default.jpg	1200	1292
74	51	JJ200	51	25r	25r	0	AC	0	2	1200	1010	0.025	0.12	99.97	76.26	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vpasnwvy012w/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vpasnwvy012w/full/1200,/0/default.jpg	1200	1324
75	51	JJ200	51	25r	25r	1	AI	2	1001	1198	316	0.185	75.605	99.81	23.83	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vpasnwvy012w/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vpasnwvy012w/full/1200,/0/default.jpg	1200	1324
76	52	JJ200	52	25v	25v	2	AF	6	1	1194	1310	0.46	0.045	99.54	99.95	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v9f9x6rsoa0m/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v9f9x6rsoa0m/full/1200,/0/default.jpg	1200	1311
77	53	JJ200	53	26r	26r	0	AC	3	2	1197	941	0.2749999999999994	0.14499999999999996	99.72499999999995	71.07014097315833	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v9mfuorgao6l/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v9mfuorgao6l/full/1200,/0/default.jpg	1200	1324
78	53	JJ200	53	26r	26r	1	AI	26	937	1121	265	2.183546759798215	70.77997671711293	93.37873496313543	20.023282887077997	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v9mfuorgao6l/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v9mfuorgao6l/full/1200,/0/default.jpg	1200	1324
79	54	JJ200	54	26v	26v	2	AF	2	4	1197	626	0.205	0.295	99.79	46.83	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vguicsidufn9/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vguicsidufn9/full/1200,/0/default.jpg	1200	1336
80	54	JJ200	54	26v	26v	1	AI	2	630	1198	705	0.145	47.13	99.85	52.78	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vguicsidufn9/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vguicsidufn9/full/1200,/0/default.jpg	1200	1336
81	55	JJ200	55	27r	27r	2	AF	0	4	1199	1272	0.04	0.28	99.94	99.72	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vokggd5qdr00/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vokggd5qdr00/full/1200,/0/default.jpg	1200	1276
82	57	JJ200	57	28r	28r	1	AI	0	1	1199	1272	0.0	0.11	99.94	99.76	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v3f6ms12fbq0/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v3f6ms12fbq0/full/1200,/0/default.jpg	1200	1275
83	58	JJ200	58	28v	28v	2	AF	4	0	1194	330	0.35	0.0	99.54	25.28	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vs6dxxrpyrwu/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vs6dxxrpyrwu/full/1200,/0/default.jpg	1200	1305
84	58	JJ200	58	28v	28v	0	AC	0	329	1199	975	0.02	25.19	99.88	74.7	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vs6dxxrpyrwu/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vs6dxxrpyrwu/full/1200,/0/default.jpg	1200	1305
85	59	JJ200	59	29r	29r	0	AC	6	1	1194	1305	0.505	0.045	99.49	99.83	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vhu7hgq3j47z/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vhu7hgq3j47z/full/1200,/0/default.jpg	1200	1307
