zone_id	image_id	volume	folio_sort_key	folio_label	folio_norm	class_id	class_name	abs_x	abs_y	abs_w	abs_h	x_pct	y_pct	w_pct	h_pct	url_image_full	image_filename	image_width_px	image_height_px
14	11	JJ180	11	3r	3r	2	AF	20	0	1173	306	1.635	0.04	97.79	25.38	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v8g0blnrb5yt/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v8g0blnrb5yt/full/1200,/0/default.jpg	1200	1205
15	11	JJ180	11	3r	3r	0	AC	6	307	1088	552	0.525	25.44	90.65	45.84	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v8g0blnrb5yt/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v8g0blnrb5yt/full/1200,/0/default.jpg	1200	1205
16	11	JJ180	11	3r	3r	1	AI	6	859	1174	326	0.535	71.3	97.87	27.04	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v8g0blnrb5yt/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v8g0blnrb5yt/full/1200,/0/default.jpg	1200	1205
17	12	JJ180	12	3v	3v	2	AF	1	3	1197	434	0.1	0.25	99.78	34.58	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vktqfduenc9i/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vktqfduenc9i/full/1200,/0/default.jpg	1200	1256
18	12	JJ180	12	3v	3v	0	AC	6	437	1193	570	0.46	34.8	99.42	45.4	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vktqfduenc9i/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vktqfduenc9i/full/1200,/0/default.jpg	1200	1256
19	12	JJ180	12	3v	3v	1	AI	11	1007	1187	227	0.94	80.205	98.92	18.07	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vktqfduenc9i/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vktqfduenc9i/full/1200,/0/default.jpg	1200	1256
20	13	JJ180	13	4r	4r	2	AF	5	0	1147	1203	0.395	0.0	95.59	99.84	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vwifjw7t2j1i/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vwifjw7t2j1i/full/1200,/0/default.jpg	1200	1205
21	14	JJ180	14	4v	4v	1	AI	0	5	1199	1238	0.005	0.39	99.93	98.6	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vkc374ed28xv/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vkc374ed28xv/full/1200,/0/default.jpg	1200	1256
22	15	JJ180	15	5r	5r	2	AF	2	0	1196	296	0.18	0.04	99.66	24.36	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vyd9trw50f2j/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vyd9trw50f2j/full/1200,/0/default.jpg	1200	1214
23	15	JJ180	15	5r	5r	1	AI	0	295	1197	901	0.005	24.34	99.79	74.2	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vyd9trw50f2j/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vyd9trw50f2j/full/1200,/0/default.jpg	1200	1214
24	16	JJ180	16	5v	5v	2	AF	0	3	1200	753	0.005	0.215	99.97	60.85	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vulf1ehlf05s/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vulf1ehlf05s/full/1200,/0/default.jpg	1200	1238
25	16	JJ180	16	5v	5v	1	AI	17	756	1182	449	1.425	61.06	98.47	36.26	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vulf1ehlf05s/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vulf1ehlf05s/full/1200,/0/default.jpg	1200	1238
26	17	JJ180	17	6r	6r	2	AF	0	2	1197	898	-0.005	0.18	99.73	74.0	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v4dwiqzrouq1/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v4dwiqzrouq1/full/1200,/0/default.jpg	1200	1214
27	17	JJ180	17	6r	6r	1	AI	0	897	1198	279	0.0	73.925	99.86	23.01	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v4dwiqzrouq1/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v4dwiqzrouq1/full/1200,/0/default.jpg	1200	1214
28	18	JJ180	18	6v	6v	3	AM	134	2	1065	1215	11.155	0.165	88.75	98.15	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v4kt1qugsdad/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v4kt1qugsdad/full/1200,/0/default.jpg	1200	1238
29	19	JJ180	19	7r	7r	2	AF	4	3	1193	180	0.315	0.28	99.43	14.82	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vscray7b3zfg/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vscray7b3zfg/full/1200,/0/default.jpg	1200	1214
30	19	JJ180	19	7r	7r	1	AI	0	182	1131	1019	0.0	15.025	94.28	83.91	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vscray7b3zfg/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vscray7b3zfg/full/1200,/0/default.jpg	1200	1214
31	20	JJ180	20	7v	7v	2	AF	0	3	1199	333	0.0	0.245	99.9	26.91	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vvy7upvpgxu1/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vvy7upvpgxu1/full/1200,/0/default.jpg	1200	1238
32	20	JJ180	20	7v	7v	1	AI	134	336	1065	875	11.165	27.155	88.75	70.71	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vvy7upvpgxu1/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vvy7upvpgxu1/full/1200,/0/default.jpg	1200	1238
33	21	JJ180	21	8r	8r	2	AF	3	11	1193	184	0.29	0.9	99.42	15.18	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vqvrkbjxmxqz/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vqvrkbjxmxqz/full/1200,/0/default.jpg	1200	1214
34	21	JJ180	21	8r	8r	0	AC	1	195	1170	574	0.115	16.025	97.51	47.31	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vqvrkbjxmxqz/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vqvrkbjxmxqz/full/1200,/0/default.jpg	1200	1214
35	21	JJ180	21	8r	8r	1	AI	0	769	1198	406	-0.005	63.31	99.87	33.48	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vqvrkbjxmxqz/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vqvrkbjxmxqz/full/1200,/0/default.jpg	1200	1214
36	22	JJ180	22	8v	8v	2	AF	4	5	1194	412	0.355	0.365	99.53	32.77	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vo1xwc1vrirp/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vo1xwc1vrirp/full/1200,/0/default.jpg	1200	1256
37	22	JJ180	22	8v	8v	0	AC	24	417	1175	825	2.005	33.17	97.89	65.7	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vo1xwc1vrirp/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vo1xwc1vrirp/full/1200,/0/default.jpg	1200	1256
38	23	JJ180	23	9r	9r	1	AI	3	0	1196	1185	0.225	0.005	99.63	97.91	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vplflbwi5x90/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vplflbwi5x90/full/1200,/0/default.jpg	1200	1210
39	24	JJ180	24	9v	9v	3	AM	73	1	1126	1240	6.08	0.075	93.82	98.71	https://iiif.irht.cnrs.fr/iiif/ark:/63955/votc8rz5hyuj/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/votc8rz5hyuj/full/1200,/0/default.jpg	1200	1256
40	25	JJ180	25	10r	10r	2	AF	9	0	1153	1189	0.755	0.0	96.07	98.3	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vvqvwlnfcc4y/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vvqvwlnfcc4y/full/1200,/0/default.jpg	1200	1210
41	26	JJ180	26	10v	10v	0	AC	1	1	1198	508	0.075	0.1	99.85	40.46	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vspao8flhgab/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vspao8flhgab/full/1200,/0/default.jpg	1200	1256
42	26	JJ180	26	10v	10v	0	AC	27	511	1172	454	2.215	40.65	97.65	36.12	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vspao8flhgab/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vspao8flhgab/full/1200,/0/default.jpg	1200	1256
43	26	JJ180	26	10v	10v	1	AI	6	961	1192	269	0.535	76.51	99.37	21.42	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vspao8flhgab/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vspao8flhgab/full/1200,/0/default.jpg	1200	1256
44	27	JJ180	27	11r	11r	2	AF	6	1	1190	361	0.505	0.085	99.17	29.83	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vti2sokri3n8/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vti2sokri3n8/full/1200,/0/default.jpg	1200	1210
45	27	JJ180	27	11r	11r	0	AC	4	362	1162	630	0.375	29.89	96.85	52.06	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vti2sokri3n8/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vti2sokri3n8/full/1200,/0/default.jpg	1200	1210
46	27	JJ180	27	11r	11r	1	AI	0	988	1188	175	0.0	81.665	98.96	14.45	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vti2sokri3n8/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vti2sokri3n8/full/1200,/0/default.jpg	1200	1210
47	28	JJ180	28	11v	11v	3	AM	61	1	1139	1219	5.045	0.065	94.95	97.61	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vykumz6y35rt/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vykumz6y35rt/full/1200,/0/default.jpg	1200	1249
48	29	JJ180	29	12r	12r	2	AF	1	1	1163	737	0.095	0.105	96.95	60.25	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vff2v1jcbu6t/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vff2v1jcbu6t/full/1200,/0/default.jpg	1200	1224
49	29	JJ180	29	12r	12r	1	AI	3	738	1195	453	0.225	60.295	99.55	36.99	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vff2v1jcbu6t/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vff2v1jcbu6t/full/1200,/0/default.jpg	1200	1224
50	30	JJ180	30	12v	12v	2	AF	8	1	1191	490	0.665	0.075	99.25	39.25	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vxyhhq0kd8jx/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vxyhhq0kd8jx/full/1200,/0/default.jpg	1200	1249
51	30	JJ180	30	12v	12v	1	AI	32	491	1168	722	2.655	39.29	97.31	57.78	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vxyhhq0kd8jx/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vxyhhq0kd8jx/full/1200,/0/default.jpg	1200	1249
52	31	JJ180	31	13r	13r	2	AF	1	2	1197	472	0.09	0.125	99.76	38.53	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v25w940fvtub/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v25w940fvtub/full/1200,/0/default.jpg	1200	1224
53	31	JJ180	31	13r	13r	0	AC	2	472	1192	727	0.13	38.56	99.3	59.42	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v25w940fvtub/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v25w940fvtub/full/1200,/0/default.jpg	1200	1224
54	32	JJ180	32	13v	13v	0	AC	55	2	1145	1231	4.615	0.155	95.39	98.53	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vwqcf3na9h77/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vwqcf3na9h77/full/1200,/0/default.jpg	1200	1249
55	33	JJ180	33	14r	14r	0	AC	1	2	1199	607	0.05	0.175	99.9	49.61	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vzoxz9b8t8bz/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vzoxz9b8t8bz/full/1200,/0/default.jpg	1200	1224
56	33	JJ180	33	14r	14r	1	AI	2	607	1196	579	0.13	49.61	99.7	47.34	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vzoxz9b8t8bz/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vzoxz9b8t8bz/full/1200,/0/default.jpg	1200	1224
57	34	JJ180	34	14v	14v	2	AF	7	2	1192	526	0.585	0.175	99.37	42.15	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v4k350zzvavl/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v4k350zzvavl/full/1200,/0/default.jpg	1200	1249
58	34	JJ180	34	14v	14v	1	AI	10	528	1190	686	0.83	42.31	99.16	54.9	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v4k350zzvavl/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v4k350zzvavl/full/1200,/0/default.jpg	1200	1249
59	35	JJ180	35	15r	15r	2	AF	4	0	1196	244	0.325	0.0	99.63	19.9	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vnboalxrt5ri/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vnboalxrt5ri/full/1200,/0/default.jpg	1200	1224
60	35	JJ180	35	15r	15r	0	AC	0	243	1200	958	0.035	19.87	99.97	78.26	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vnboalxrt5ri/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vnboalxrt5ri/full/1200,/0/default.jpg	1200	1224
61	36	JJ180	36	15v	15v	0	AC	0	4	1200	697	0.015	0.29	99.97	55.84	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v3qseylm9kru/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v3qseylm9kru/full/1200,/0/default.jpg	1200	1249
62	36	JJ180	36	15v	15v	1	AI	31	700	1169	516	2.56	56.01	97.4	41.3	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v3qseylm9kru/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v3qseylm9kru/full/1200,/0/default.jpg	1200	1249
63	37	JJ180	37	16r	16r	2	AF	5	0	1193	453	0.445	0.03	99.45	37.0	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vowunvpyqbl1/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vowunvpyqbl1/full/1200,/0/default.jpg	1200	1224
64	37	JJ180	37	16r	16r	1	AI	2	452	1198	760	0.135	36.925	99.85	62.07	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vowunvpyqbl1/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vowunvpyqbl1/full/1200,/0/default.jpg	1200	1224
65	38	JJ180	38	16v	16v	2	AF	4	1	1196	408	0.305	0.055	99.63	32.69	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vzvnxng3fz65/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vzvnxng3fz65/full/1200,/0/default.jpg	1200	1249
66	38	JJ180	38	16v	16v	1	AI	81	404	1119	824	6.76	32.35	93.22	66.0	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vzvnxng3fz65/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vzvnxng3fz65/full/1200,/0/default.jpg	1200	1249
67	39	JJ180	39	17r	17r	2	AF	10	0	1189	236	0.84	0.0	99.12	19.32	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vrl4c8exz8lw/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vrl4c8exz8lw/full/1200,/0/default.jpg	1200	1224
68	39	JJ180	39	17r	17r	0	AC	2	236	1148	454	0.145	19.31	95.65	37.1	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vrl4c8exz8lw/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vrl4c8exz8lw/full/1200,/0/default.jpg	1200	1224
69	39	JJ180	39	17r	17r	1	AI	5	690	1194	500	0.4	56.39	99.5	40.84	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vrl4c8exz8lw/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vrl4c8exz8lw/full/1200,/0/default.jpg	1200	1224
70	40	JJ180	40	17v	17v	2	AF	8	2	1192	971	0.66	0.15	99.3	77.78	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v38rt7i4sk4o/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v38rt7i4sk4o/full/1200,/0/default.jpg	1200	1249
71	40	JJ180	40	17v	17v	1	AI	17	974	1182	242	1.4	78.0	98.5	19.34	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v38rt7i4sk4o/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v38rt7i4sk4o/full/1200,/0/default.jpg	1200	1249
72	41	JJ180	41	18r	18r	2	AF	2	1	1198	802	0.145	0.085	99.83	65.51	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v82cp5rocxgy/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v82cp5rocxgy/full/1200,/0/default.jpg	1200	1224
73	41	JJ180	41	18r	18r	1	AI	0	805	1199	379	0.035	65.745	99.95	30.99	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v82cp5rocxgy/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v82cp5rocxgy/full/1200,/0/default.jpg	1200	1224
74	42	JJ180	42	18v	18v	2	AF	11	1	1188	877	0.89	0.12	99.04	70.24	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v1s6gq5pb2sk/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v1s6gq5pb2sk/full/1200,/0/default.jpg	1200	1249
75	42	JJ180	42	18v	18v	1	AI	8	876	1191	347	0.67	70.165	99.28	27.77	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v1s6gq5pb2sk/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v1s6gq5pb2sk/full/1200,/0/default.jpg	1200	1249
76	43	JJ180	43	19r	19r	2	AF	2	1	1198	832	0.145	0.06	99.85	67.94	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vumrcqkxv85x/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vumrcqkxv85x/full/1200,/0/default.jpg	1200	1224
77	43	JJ180	43	19r	19r	1	AI	2	827	1198	356	0.15	67.6	99.8	29.06	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vumrcqkxv85x/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vumrcqkxv85x/full/1200,/0/default.jpg	1200	1224
78	44	JJ180	44	19v	19v	3	AM	8	0	1192	1235	0.635	0.01	99.35	98.88	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vkv3cjg9zebs/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vkv3cjg9zebs/full/1200,/0/default.jpg	1200	1249
79	45	JJ180	45	20r	20r	2	AF	3	1	1197	303	0.22	0.055	99.78	24.79	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vkrjqgus9fmv/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vkrjqgus9fmv/full/1200,/0/default.jpg	1200	1224
80	45	JJ180	45	20r	20r	1	AI	0	301	1199	905	0.015	24.585	99.95	73.95	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vkrjqgus9fmv/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vkrjqgus9fmv/full/1200,/0/default.jpg	1200	1224
81	46	JJ180	46	20v	20v	2	AF	6	2	1193	289	0.505	0.155	99.41	23.11	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v6zlrxhz3fky/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v6zlrxhz3fky/full/1200,/0/default.jpg	1200	1249
82	46	JJ180	46	20v	20v	0	AC	22	290	1178	630	1.82	23.225	98.14	50.41	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v6zlrxhz3fky/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v6zlrxhz3fky/full/1200,/0/default.jpg	1200	1249
83	46	JJ180	46	20v	20v	1	AI	5	917	1194	290	0.42	73.38	99.52	23.22	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v6zlrxhz3fky/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v6zlrxhz3fky/full/1200,/0/default.jpg	1200	1249
84	47	JJ180	47	21r	21r	2	AF	3	1	1196	1204	0.28	0.085	99.64	98.39	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vjxiz6ieiay9/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vjxiz6ieiay9/full/1200,/0/default.jpg	1200	1224
85	48	JJ180	48	21v	21v	0	AC	13	2	1187	784	1.075	0.145	98.93	62.81	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vtppohy34ua4/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vtppohy34ua4/full/1200,/0/default.jpg	1200	1249
86	48	JJ180	48	21v	21v	1	AI	7	774	1193	435	0.565	61.995	99.39	34.81	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vtppohy34ua4/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vtppohy34ua4/full/1200,/0/default.jpg	1200	1249
