liaison_id	acte_id	act_number	register	folio_norm	image_id	image_order	zone_id	class_id	class_name	role	zone_order_in_image	zone_order_global	abs_x	abs_y	abs_w	abs_h	statut_zone	statut_structure
28	34917.0	66	JJ180	29v	66	3	120.0	2.0	AF	AF	44.0	3.0	0.0	44.0	1200.0	412.0	valide	valide_AI_AM_AF
29	34923.0	72	JJ180	32v	70	1	129.0	1.0	AI	AI	249.0	1.0	33.0	249.0	1167.0	980.0	valide	valide_AI_AM_AF
30	34923.0	72	JJ180	32v	71	2	130.0	2.0	AF	AF	0.0	2.0	4.0	0.0	1195.0	904.0	valide	valide_AI_AM_AF
31	34928.0	77	JJ180	34v	74	1	137.0	0.0	AC	AC	241.0	1.0	38.0	241.0	1161.0	633.0	valide	
32	34929.0	78	JJ180	35r	75	1	140.0	1.0	AI	AI	657.0	1.0	1.0	657.0	1197.0	561.0	valide	valide_AI_AM_AF
33	34929.0	78	JJ180	35r	76	2	141.0	2.0	AF	AF	2.0	2.0	7.0	2.0	1192.0	375.0	valide	valide_AI_AM_AF
34	34931.0	80	JJ180	36r	77	1	144.0	0.0	AC	AC	235.0	1.0	0.0	235.0	1199.0	730.0	valide	
35	34942.0	91	JJ180	40v	86	1	162.0	0.0	AC	AC	171.0	1.0	26.0	171.0	1174.0	772.0	valide	
36	34943.0	92	JJ180	40v	86	1	163.0	1.0	AI	AI	944.0	1.0	11.0	944.0	1188.0	259.0	valide	valide_AI_AM_AF
37	34943.0	92	JJ180	40v	87	2	164.0	3.0	AM	AM	3.0	2.0	1.0	3.0	1138.0	1197.0	valide	valide_AI_AM_AF
38	34943.0	92	JJ180	40v	88	3	165.0	2.0	AF	AF	1.0	3.0	20.0	1.0	1180.0	925.0	valide	valide_AI_AM_AF
39	34944.0	93	JJ180	41v	88	1	166.0	1.0	AI	AI	924.0	1.0	13.0	924.0	1186.0	273.0	valide	valide_AI_AM_AF
40	34944.0	93	JJ180	41v	89	2	167.0	2.0	AF	AF	2.0	2.0	2.0	2.0	1196.0	620.0	valide	valide_AI_AM_AF
41	34945.0	94	JJ180	42r	89	1	168.0	0.0	AC	AC	622.0	1.0	3.0	622.0	1195.0	567.0	valide	
42	34954.0	103	JJ180	46v	98	1	182.0	0.0	AC	AC	6.0	1.0	11.0	6.0	1189.0	801.0	valide	
43	34960.0	109	JJ180	49r	103	1	193.0	1.0	AI	AI	257.0	1.0	7.0	257.0	1192.0	984.0	valide	valide_AI_AM_AF
44	34960.0	109	JJ180	49r	104	2	194.0	2.0	AF	AF	4.0	2.0	5.0	4.0	1194.0	180.0	valide	valide_AI_AM_AF
45	34962.0	111	JJ180	50r	105	1	197.0	0.0	AC	AC	603.0	1.0	7.0	603.0	1193.0	621.0	valide	
46	34982.0	131	JJ180	60r	125	1	234.0	1.0	AI	AI	178.0	1.0	5.0	178.0	1193.0	1070.0	valide	valide_AI_AM_AF
47	34982.0	131	JJ180	60r	126	2	235.0	2.0	AF	AF	5.0	2.0	6.0	5.0	1194.0	344.0	valide	valide_AI_AM_AF
48	34984.0	133	JJ180	60v	126	1	236.0	0.0	AC	AC	348.0	1.0	20.0	348.0	1180.0	609.0	valide	
49	35002.0	151	JJ180	71r	147	1	271.0	0.0	AC	AC	0.0	1.0	5.0	0.0	1194.0	1076.0	valide	
50	35005.0	154	JJ180	72r	149	1	276.0	0.0	AC	AC	490.0	1.0	0.0	490.0	1197.0	543.0	valide	
51	35017.0	1	JJ181	1r	161	1	288.0	0.0	AC	AC	0.0	1.0	0.0	0.0	1200.0	735.0	valide	
52	35019.0	3	JJ181	1v	162	1	291.0	0.0	AC	AC	400.0	1.0	0.0	400.0	1200.0	860.0	valide	
53	35020.0	4	JJ181	2r	163	1	292.0	0.0	AC	AC	1.0	1.0	1.0	1.0	1198.0	679.0	valide	
54	35026.0	10	JJ181	6r	171	1	305.0	1.0	AI	AI	297.0	1.0	0.0	297.0	1200.0	973.0	valide	valide_AI_AM_AF
55	35026.0	10	JJ181	6r	172	2	306.0	2.0	AF	AF	0.0	2.0	2.0	0.0	1196.0	246.0	valide	valide_AI_AM_AF
56	35032.0	16	JJ181	9r	177	1	315.0	0.0	AC	AC	1.0	1.0	1.0	1.0	1198.0	606.0	valide	
57	35034.0	18	JJ181	9v	178	1	318.0	1.0	AI	AI	556.0	1.0	3.0	556.0	1197.0	684.0	valide	valide_AI_AM_AF
58	35034.0	18	JJ181	9v	179	2	319.0	2.0	AF	AF	0.0	2.0	2.0	0.0	1198.0	628.0	valide	valide_AI_AM_AF
59	35036.0	20	JJ181	10v	180	1	322.0	0.0	AC	AC	441.0	1.0	4.0	441.0	1196.0	802.0	valide	
60	35037.0	21	JJ181	11r	181	1	323.0	0.0	AC	AC	0.0	1.0	3.0	0.0	1197.0	689.0	valide	
61	35040.0	24	JJ181	12r	183	1	328.0	1.0	AI	AI	433.0	1.0	4.0	433.0	1195.0	810.0	valide	valide_AI_AM_AF
62	35040.0	24	JJ181	12r	184	2	329.0	2.0	AF	AF	1.0	2.0	2.0	1.0	1197.0	842.0	valide	valide_AI_AM_AF
63	35042.0	26	JJ181	13v	186	1	333.0	1.0	AI	AI	652.0	1.0	4.0	652.0	1196.0	584.0	valide	valide_AI_AM_AF
64	35042.0	26	JJ181	13v	187	2	334.0	3.0	AM	AM	0.0	2.0	5.0	0.0	1195.0	1247.0	valide	valide_AI_AM_AF
65	35042.0	26	JJ181	13v	188	3	335.0	2.0	AF	AF	1.0	3.0	4.0	1.0	1195.0	525.0	valide	valide_AI_AM_AF
66	35044.0	28	JJ181	15r	189	1	337.0	1.0	AI	AI	0.0	1.0	4.0	0.0	1196.0	1250.0	valide	valide_AI_AM_AF
67	35044.0	28	JJ181	15r	190	2	338.0	2.0	AF	AF	0.0	2.0	4.0	0.0	1196.0	689.0	valide	valide_AI_AM_AF
68	35047.0	31	JJ181	16v	192	1	343.0	1.0	AI	AI	850.0	1.0	3.0	850.0	1197.0	371.0	valide	structure_invalide
69	35047.0	31	JJ181	16v	193	2											zone_suite_manquante	structure_invalide
70	35048.0	32	JJ181	17v	194	1	345.0	1.0	AI	AI	259.0	1.0	1.0	259.0	1199.0	985.0	valide	valide_AI_AM_AF
71	35048.0	32	JJ181	17v	195	2	346.0	2.0	AF	AF	0.0	2.0	2.0	0.0	1198.0	1238.0	valide	valide_AI_AM_AF
72	35051.0	35	JJ181	19v	198	1	349.0	0.0	AC	AC	0.0	1.0	2.0	0.0	1198.0	1229.0	valide	
73	35052.0	36	JJ181	20r	199	1	350.0	1.0	AI	AI	0.0	1.0	4.0	0.0	1195.0	1236.0	valide	valide_AI_AM_AF
74	35052.0	36	JJ181	20r	200	2	351.0	2.0	AF	AF	3.0	2.0	4.0	3.0	1196.0	562.0	valide	valide_AI_AM_AF
75	35055.0	39	JJ181	21v	202	1	354.0	0.0	AC	AC	0.0	1.0	0.0	0.0	1200.0	707.0	valide	
76	35056.0	40	JJ181	22r	203	1	357.0	1.0	AI	AI	759.0	1.0	0.0	759.0	1200.0	497.0	valide	valide_AI_AM_AF
77	35056.0	40	JJ181	22r	204	2	358.0	2.0	AF	AF	1.0	2.0	4.0	1.0	1195.0	1223.0	valide	valide_AI_AM_AF
78	35060.0	44	JJ181	24r	207	1	364.0	1.0	AI	AI	524.0	1.0	4.0	524.0	1196.0	718.0	valide	valide_AI_AM_AF
79	35060.0	44	JJ181	24r	208	2	365.0	2.0	AF	AF	2.0	2.0	2.0	2.0	1197.0	442.0	valide	valide_AI_AM_AF
80	35065.0	49	JJ181	26r	211	1	372.0	1.0	AI	AI	823.0	1.0	0.0	823.0	1200.0	445.0	valide	valide_AI_AM_AF
81	35065.0	49	JJ181	26r	212	2	373.0	2.0	AF	AF	1.0	2.0	2.0	1.0	1197.0	581.0	valide	valide_AI_AM_AF
82	35072.0	56	JJ181	28v	216	1	383.0	1.0	AI	AI	425.0	1.0	2.0	425.0	1198.0	827.0	valide	valide_AI_AM_AF
83	35072.0	56	JJ181	28v	217	2	384.0	2.0	AF	AF	0.0	2.0	7.0	0.0	1193.0	339.0	valide	valide_AI_AM_AF
84	35074.0	58	JJ181	30v	220	1	388.0	0.0	AC	AC	4.0	1.0	5.0	4.0	1194.0	1241.0	valide	
85	35077.0	61	JJ181	31v	222	1	391.0	0.0	AC	AC	289.0	1.0	3.0	289.0	1197.0	424.0	valide	
86	35079.0	63	JJ181	32v	224	1	396.0	1.0	AI	AI	607.0	1.0	0.0	607.0	1200.0	631.0	valide	valide_AI_AM_AF
87	35079.0	63	JJ181	32v	225	2	397.0	2.0	AF	AF	1.0	2.0	2.0	1.0	1198.0	430.0	valide	valide_AI_AM_AF
88	35093.0	77	JJ181	41r	241	1	421.0	0.0	AC	AC	0.0	1.0	0.0	0.0	1199.0	864.0	valide	
89	35094.0	78	JJ181	41r	241	1	422.0	1.0	AI	AI	864.0	1.0	0.0	864.0	1199.0	367.0	valide	valide_AI_AM_AF
90	35094.0	78	JJ181	41r	242	2	423.0	2.0	AF	AF	1.0	2.0	0.0	1.0	1199.0	660.0	valide	valide_AI_AM_AF
91	35100.0	84	JJ181	45r	249	1	436.0	1.0	AI	AI	445.0	1.0	0.0	445.0	1199.0	817.0	valide	valide_AI_AM_AF
92	35100.0	84	JJ181	45r	250	2	437.0	2.0	AF	AF	1.0	2.0	3.0	1.0	1196.0	537.0	valide	valide_AI_AM_AF
93	35107.0	91	JJ181	49v	258	1	448.0	1.0	AI	AI	1.0	1.0	1.0	1.0	1199.0	1288.0	valide	valide_AI_AM_AF
94	35107.0	91	JJ181	49v	259	2	449.0	2.0	AF	AF	0.0	2.0	1.0	0.0	1199.0	279.0	valide	valide_AI_AM_AF
95	35108.0	92	JJ181	51r	261	1	452.0	1.0	AI	AI	1.0	1.0	3.0	1.0	1196.0	1249.0	valide	valide_AI_AM_AF
96	35108.0	92	JJ181	51r	262	2	453.0	2.0	AF	AF	5.0	2.0	0.0	5.0	1200.0	307.0	valide	valide_AI_AM_AF
97	35110.0	94	JJ181	51v	262	1	454.0	1.0	AI	AI	311.0	1.0	0.0	311.0	1200.0	947.0	valide	valide_AI_AM_AF
98	35110.0	94	JJ181	51v	263	2	455.0	2.0	AF	AF	0.0	2.0	0.0	0.0	1200.0	264.0	valide	valide_AI_AM_AF
99	35111.0	95	JJ181	52r	263	1	456.0	1.0	AI	AI	266.0	1.0	1.0	266.0	1199.0	975.0	valide	valide_AI_AM_AF
100	35111.0	95	JJ181	52r	264	2	457.0	2.0	AF	AF	4.0	2.0	0.0	4.0	1200.0	387.0	valide	valide_AI_AM_AF
101	35113.0	97	JJ181	53v	266	1	461.0	1.0	AI	AI	337.0	1.0	2.0	337.0	1198.0	920.0	valide	valide_AI_AM_AF
102	35113.0	97	JJ181	53v	267	2	462.0	2.0	AF	AF	0.0	2.0	2.0	0.0	1198.0	296.0	valide	valide_AI_AM_AF
103	35115.0	99	JJ181	54v	268	1	465.0	1.0	AI	AI	636.0	1.0	2.0	636.0	1197.0	610.0	valide	valide_AI_AM_AF
104	35115.0	99	JJ181	54v	269	2	466.0	2.0	AF	AF	0.0	2.0	0.0	0.0	1199.0	761.0	valide	valide_AI_AM_AF
105	35116.0	100	JJ181	55r	269	1	467.0	1.0	AI	AI	763.0	1.0	2.0	763.0	1198.0	520.0	valide	valide_AI_AM_AF
106	35116.0	100	JJ181	55r	270	2	468.0	2.0	AF	AF	0.0	2.0	2.0	0.0	1197.0	650.0	valide	valide_AI_AM_AF
107	35124.0	108	JJ181	60v	280	1	483.0	0.0	AC	AC	1.0	1.0	3.0	1.0	1197.0	1342.0	valide	
108	35128.0	112	JJ181	62r	283	1	488.0	0.0	AC	AC	1.0	1.0	3.0	1.0	1196.0	1251.0	valide	
109	35132.0	116	JJ181	64r	287	1	495.0	1.0	AI	AI	583.0	1.0	1.0	583.0	1199.0	657.0	valide	valide_AI_AM_AF
110	35132.0	116	JJ181	64r	288	2	496.0	2.0	AF	AF	1.0	2.0	4.0	1.0	1196.0	1252.0	valide	valide_AI_AM_AF
111	35133.0	117	JJ181	65r	289	1	497.0	0.0	AC	AC	0.0	1.0	0.0	0.0	1200.0	1236.0	valide	
112	35135.0	119	JJ181	66r	291	1	499.0	1.0	AI	AI	1.0	1.0	1.0	1.0	1199.0	1226.0	valide	valide_AI_AM_AF
113	35135.0	119	JJ181	66r	292	2	500.0	2.0	AF	AF	0.0	2.0	2.0	0.0	1197.0	429.0	valide	valide_AI_AM_AF
114	35141.0	125	JJ181	68v	296	1	509.0	1.0	AI	AI	548.0	1.0	3.0	548.0	1197.0	695.0	valide	valide_AI_AM_AF
115	35141.0	125	JJ181	68v	297	2	510.0	2.0	AF	AF	0.0	2.0	2.0	0.0	1197.0	254.0	valide	valide_AI_AM_AF
116	35146.0	130	JJ181	71r	301	1	516.0	0.0	AC	AC	1.0	1.0	2.0	1.0	1197.0	802.0	valide	
117	35155.0	139	JJ181	78v	316	1	538.0	1.0	AI	AI	586.0	1.0	2.0	586.0	1197.0	666.0	valide	valide_AI_AM_AF
118	35155.0	139	JJ181	78v	317	2	539.0	3.0	AM	AM	1.0	2.0	0.0	1.0	1198.0	1265.0	valide	valide_AI_AM_AF
119	35155.0	139	JJ181	78v	318	3	540.0	2.0	AF	AF	1.0	3.0	1.0	1.0	1199.0	1256.0	valide	valide_AI_AM_AF
120	35156.0	140	JJ181	80r	319	1	541.0	0.0	AC	AC	1.0	1.0	0.0	1.0	1199.0	617.0	valide	
121	35161.0	145	JJ181	83r	325	1	549.0	0.0	AC	AC	0.0	1.0	4.0	0.0	1196.0	804.0	valide	
122	35162.0	146	JJ181	83r	325	1	550.0	1.0	AI	AI	802.0	1.0	6.0	802.0	1194.0	428.0	valide	valide_AI_AM_AF
123	35162.0	146	JJ181	83r	326	2	551.0	2.0	AF	AF	3.0	2.0	0.0	3.0	1200.0	927.0	valide	valide_AI_AM_AF
124	35163.0	147	JJ181	83v	326	1	552.0	1.0	AI	AI	922.0	1.0	0.0	922.0	1200.0	326.0	valide	valide_AI_AM_AF
125	35163.0	147	JJ181	83v	327	2	553.0	3.0	AM	AM	1.0	2.0	2.0	1.0	1198.0	1226.0	valide	valide_AI_AM_AF
126	35163.0	147	JJ181	83v	328	3	554.0	2.0	AF	AF	2.0	3.0	2.0	2.0	1197.0	544.0	valide	valide_AI_AM_AF
127	35164.0	148	JJ181	84v	328	1	555.0	1.0	AI	AI	545.0	1.0	3.0	545.0	1197.0	686.0	valide	valide_AI_AM_AF
128	35164.0	148	JJ181	84v	329	2	556.0	2.0	AF	AF	2.0	2.0	3.0	2.0	1197.0	543.0	valide	valide_AI_AM_AF
129	35171.0	155	JJ181	96r	351	1	583.0	1.0	AI	AI	1.0	1.0	1.0	1.0	1199.0	1219.0	valide	valide_AI_AM_AF
130	35171.0	155	JJ181	96r	352	2	584.0	2.0	AF	AF	1.0	2.0	0.0	1.0	1200.0	368.0	valide	valide_AI_AM_AF
131	35173.0	157	JJ181	97r	353	1	587.0	1.0	AI	AI	734.0	1.0	4.0	734.0	1196.0	494.0	valide	valide_AI_AM_AF
132	35173.0	157	JJ181	97r	354	2	588.0	3.0	AM	AM	1.0	2.0	3.0	1.0	1197.0	1238.0	valide	valide_AI_AM_AF
133	35173.0	157	JJ181	97r	355	3	589.0	3.0	AM	AM	1.0	3.0	2.0	1.0	1198.0	1242.0	valide	valide_AI_AM_AF
134	35173.0	157	JJ181	97r	356	4	590.0	2.0	AF	AF	2.0	4.0	3.0	2.0	1197.0	580.0	valide	valide_AI_AM_AF
135	35174.0	158	JJ181	98v	356	1	591.0	0.0	AC	AC	583.0	1.0	3.0	583.0	1197.0	665.0	valide	
136	35175.0	159	JJ181	99r	357	1	592.0	1.0	AI	AI	1.0	1.0	1.0	1.0	1199.0	1249.0	valide	valide_AI_AM_AF
137	35175.0	159	JJ181	99r	358	2	593.0	3.0	AM	AM	0.0	2.0	2.0	0.0	1198.0	1237.0	valide	valide_AI_AM_AF
138	35175.0	159	JJ181	99r	359	3	594.0	2.0	AF	AF	1.0	3.0	4.0	1.0	1196.0	354.0	valide	valide_AI_AM_AF
139	35177.0	161	JJ181	101r	361	1	597.0	0.0	AC	AC	3.0	1.0	2.0	3.0	1198.0	582.0	valide	
140	35184.0	168	JJ181	104v	368	1	610.0	0.0	AC	AC	328.0	1.0	1.0	328.0	1198.0	901.0	valide	
141	35185.0	169	JJ181	105r	369	1	611.0	1.0	AI	AI	2.0	1.0	0.0	2.0	1200.0	1213.0	valide	valide_AI_AM_AF
142	35185.0	169	JJ181	105r	370	2	612.0	2.0	AF	AF	0.0	2.0	0.0	0.0	1199.0	338.0	valide	valide_AI_AM_AF
143	35190.0	174	JJ181	108v	376	1	622.0	0.0	AC	AC	430.0	1.0	3.0	430.0	1197.0	818.0	valide	
144	35193.0	177	JJ181	110v	380	1	626.0	0.0	AC	AC	0.0	1.0	6.0	0.0	1194.0	1241.0	valide	
145	35196.0	180	JJ181	112r	383	1	630.0	1.0	AI	AI	808.0	1.0	0.0	808.0	1200.0	405.0	valide	valide_AI_AM_AF
146	35196.0	180	JJ181	112r	384	2	631.0	2.0	AF	AF	2.0	2.0	1.0	2.0	1198.0	1239.0	valide	valide_AI_AM_AF
147	35199.0	183	JJ181	113v	386	1	633.0	0.0	AC	AC	1.0	1.0	2.0	1.0	1197.0	824.0	valide	
148	35205.0	189	JJ181	117r	393	1	644.0	1.0	AI	AI	546.0	1.0	1.0	546.0	1199.0	692.0	valide	valide_AI_AM_AF
149	35205.0	189	JJ181	117r	394	2	645.0	3.0	AM	AM	2.0	2.0	1.0	2.0	1198.0	1235.0	valide	valide_AI_AM_AF
150	35205.0	189	JJ181	117r	395	3	646.0	2.0	AF	AF	0.0	3.0	4.0	0.0	1195.0	387.0	valide	valide_AI_AM_AF
151	35206.0	190	JJ181	118r	395	1	647.0	1.0	AI	AI	386.0	1.0	4.0	386.0	1196.0	859.0	valide	valide_AI_AM_AF
152	35206.0	190	JJ181	118r	396	2	648.0	2.0	AF	AF	0.0	2.0	3.0	0.0	1197.0	480.0	valide	valide_AI_AM_AF
153	35208.0	192	JJ181	119r	397	1	651.0	1.0	AI	AI	659.0	1.0	2.0	659.0	1198.0	562.0	valide	valide_AI_AM_AF
154	35208.0	192	JJ181	119r	398	2	652.0	3.0	AM	AM	0.0	2.0	0.0	0.0	1200.0	1228.0	valide	valide_AI_AM_AF
155	35208.0	192	JJ181	119r	399	3	653.0	2.0	AF	AF	0.0	3.0	3.0	0.0	1197.0	307.0	valide	valide_AI_AM_AF
156	35217.0	201	JJ181	124v	408	1	666.0	0.0	AC	AC	1.0	1.0	2.0	1.0	1197.0	836.0	valide	
157	35220.0	204	JJ181	126r	411	1	672.0	1.0	AI	AI	1.0	1.0	3.0	1.0	1196.0	1272.0	valide	valide_AI_AM_AF
158	35220.0	204	JJ181	126r	412	2	673.0	2.0	AF	AF	0.0	2.0	1.0	0.0	1197.0	754.0	valide	valide_AI_AM_AF
159	35226.0	210	JJ181	130v	420	1	682.0	0.0	AC	AC	1.0	1.0	2.0	1.0	1198.0	1239.0	valide	
160	35229.0	213	JJ181	132r	423	1	686.0	1.0	AI	AI	262.0	1.0	0.0	262.0	1200.0	1009.0	valide	valide_AI_AM_AF
161	35229.0	213	JJ181	132r	424	2	687.0	2.0	AF	AF	1.0	2.0	1.0	1.0	1198.0	408.0	valide	valide_AI_AM_AF
162	35232.0	216	JJ181	134r	427	1	693.0	1.0	AI	AI	194.0	1.0	6.0	194.0	1194.0	1069.0	valide	valide_AI_AM_AF
163	35232.0	216	JJ181	134r	428	2	694.0	2.0	AF	AF	0.0	2.0	4.0	0.0	1195.0	267.0	valide	valide_AI_AM_AF
164	35240.0	224	JJ181	139r	437	1	708.0	1.0	AI	AI	628.0	1.0	6.0	628.0	1194.0	615.0	valide	valide_AI_AM_AF
165	35240.0	224	JJ181	139r	438	2	709.0	3.0	AM	AM	0.0	2.0	4.0	0.0	1196.0	1246.0	valide	valide_AI_AM_AF
166	35240.0	224	JJ181	139r	439	3	710.0	2.0	AF	AF	1.0	3.0	4.0	1.0	1196.0	366.0	valide	valide_AI_AM_AF
167	35245.0	229	JJ181	142r	443	1	719.0	1.0	AI	AI	886.0	1.0	3.0	886.0	1197.0	369.0	valide	valide_AI_AM_AF
168	35245.0	229	JJ181	142r	444	2	720.0	2.0	AF	AF	1.0	2.0	3.0	1.0	1196.0	894.0	valide	valide_AI_AM_AF
169	35249.0	233	JJ181	144v	448	1	726.0	0.0	AC	AC	216.0	1.0	4.0	216.0	1196.0	1030.0	valide	
170	35253.0	237	JJ181	146r	451	1	731.0	1.0	AI	AI	735.0	1.0	3.0	735.0	1197.0	508.0	valide	valide_AI_AM_AF
171	35253.0	237	JJ181	146r	452	2	732.0	2.0	AF	AF	0.0	2.0	4.0	0.0	1197.0	855.0	valide	valide_AI_AM_AF
172	35260.0	244	JJ181	150v	460	1	746.0	0.0	AC	AC	2.0	1.0	3.0	2.0	1197.0	512.0	valide	
173	35261.0	245	JJ181	152r	463	1	750.0	1.0	AI	AI	1.0	1.0	6.0	1.0	1193.0	1244.0	valide	valide_AI_AM_AF
174	35261.0	245	JJ181	152r	464	2	751.0	2.0	AF	AF	0.0	2.0	3.0	0.0	1197.0	693.0	valide	valide_AI_AM_AF
175	35267.0	251	JJ181	155v	470	1	763.0	1.0	AI	AI	690.0	1.0	0.0	690.0	1200.0	569.0	valide	valide_AI_AM_AF
176	35267.0	251	JJ181	155v	471	2	764.0	2.0	AF	AF	0.0	2.0	1.0	0.0	1198.0	440.0	valide	valide_AI_AM_AF
177	35268.0	252	JJ181	156r	471	1	765.0	1.0	AI	AI	440.0	1.0	2.0	440.0	1197.0	813.0	valide	valide_AI_AM_AF
178	35268.0	252	JJ181	156r	472	2	766.0	2.0	AF	AF	0.0	2.0	2.0	0.0	1198.0	754.0	valide	valide_AI_AM_AF
179	35277.0	261	JJ181	161r	481	1	782.0	0.0	AC	AC	0.0	1.0	3.0	0.0	1197.0	530.0	valide	
180	35280.0	264	JJ181	162v	484	1	789.0	1.0	AI	AI	569.0	1.0	3.0	569.0	1195.0	685.0	valide	valide_AI_AM_AF
181	35280.0	264	JJ181	162v	485	2	790.0	2.0	AF	AF	0.0	2.0	3.0	0.0	1196.0	737.0	valide	valide_AI_AM_AF
182	35282.0	266	JJ181	163v	486	1	793.0	1.0	AI	AI	895.0	1.0	3.0	895.0	1197.0	355.0	valide	valide_AI_AM_AF
183	35282.0	266	JJ181	163v	487	2	794.0	2.0	AF	AF	0.0	2.0	0.0	0.0	1199.0	988.0	valide	valide_AI_AM_AF
184	35283.0	267	JJ181	164r	487	1	795.0	1.0	AI	AI	978.0	1.0	0.0	978.0	1199.0	283.0	valide	valide_AI_AM_AF
185	35283.0	267	JJ181	164r	488	2	796.0	2.0	AF	AF	1.0	2.0	2.0	1.0	1197.0	796.0	valide	valide_AI_AM_AF
186	35287.0	271	JJ181	166v	492	1	804.0	1.0	AI	AI	713.0	1.0	5.0	713.0	1195.0	495.0	valide	valide_AI_AM_AF
187	35287.0	271	JJ181	166v	493	2	805.0	3.0	AM	AM	1.0	2.0	3.0	1.0	1197.0	1249.0	valide	valide_AI_AM_AF
188	35287.0	271	JJ181	166v	494	3	806.0	2.0	AF	AF	0.0	3.0	2.0	0.0	1197.0	248.0	valide	valide_AI_AM_AF
189	35292.0	276	JJ181	170v	500	1	816.0	1.0	AI	AI	323.0	1.0	12.0	323.0	1187.0	940.0	valide	valide_AI_AM_AF
190	35292.0	276	JJ181	170v	501	2	817.0	2.0	AF	AF	0.0	2.0	1.0	0.0	1199.0	1266.0	valide	valide_AI_AM_AF
191	35295.0	279	JJ181	173r	505	1	822.0	0.0	AC	AC	635.0	1.0	5.0	635.0	1195.0	599.0	valide	
